,lyapunov_exponent
0.8,-5.51492401275853
0.81,-5.506891072859163
0.8200000000000001,-5.4990667056010265
0.8300000000000001,-5.489308825437106
0.84,-5.481677648911488
0.85,-5.478623994473711
0.86,-5.47541853072471
0.87,-5.4754688556972875
0.88,-5.483298578782351
0.89,-5.46449408237551
0.9,-5.4573410960338835
0.91,-5.451072808933742
0.92,-5.4445876855741435
0.93,-5.436617582841381
0.9400000000000001,-5.426230050258087
0.9500000000000001,-5.4174508265054895
0.96,-5.413364880035507
0.97,-5.409641719260767
0.98,-5.408867377702774
0.99,-5.413092941148568
1.0,-5.396277256319524
1.01,-5.389149223371445
1.02,-5.382935594399274
1.03,-5.375882775954789
1.04,-5.36715041384562
1.05,-5.356570679979456
1.06,-5.346325544922521
1.07,-5.34024548782902
1.08,-5.336415845863857
1.09,-5.334665352565648
1.1,-5.33645256236052
1.11,-5.322132100432167
1.12,-5.315209314417454
1.1300000000000001,-5.308503318972738
1.1400000000000001,-5.301979426301015
1.1500000000000001,-5.29312438734174
1.16,-5.282321900734683
1.17,-5.270481091141928
1.18,-5.262431282768013
1.19,-5.257493576386841
1.2,-5.253664020776433
1.21,-5.252422753389689
1.22,-5.240215990152166
1.23,-5.233405276700671
1.24,-5.227218159398401
1.25,-5.220947403929225
1.26,-5.213581787874539
1.27,-5.2047145955643455
1.28,-5.1931986308831135
1.29,-5.184383040311875
1.3,-5.180062488699425
1.31,-5.175273670828502
1.32,-5.171969517762189
1.33,-5.16056946738151
1.34,-5.153823101812455
1.35,-5.147159867075755
1.36,-5.140393272522596
1.37,-5.132828068462431
1.3800000000000001,-5.124402806347184
1.3900000000000001,-5.112689007479026
1.4000000000000001,-5.103394156780078
1.41,-5.099011678609211
1.42,-5.0931614922879636
1.43,-5.087867538841617
1.44,-5.077816274965538
1.45,-5.07198764268353
1.46,-5.064480918993448
1.47,-5.058242016921821
1.48,-5.051534775419605
1.49,-5.044467303373632
