,lyapunov_exponent
0.8,-5.1235062576955235
0.81,-5.117863841937036
0.8200000000000001,-5.114543826548388
0.8300000000000001,-5.1124847533403255
0.84,-5.111061250969928
0.85,-5.110048847796558
0.86,-5.10950353720456
0.87,-5.108244514711355
0.88,-5.105302966905481
0.89,-5.099463313500302
0.9,-5.091832302644841
0.91,-5.08450882807903
0.92,-5.0790239829286925
0.93,-5.075789885433501
0.9400000000000001,-5.07386382977768
0.9500000000000001,-5.072469621312256
0.96,-5.071212235316823
0.97,-5.070072528299107
0.98,-5.068240141804532
0.99,-5.064706661360585
1.0,-5.058485743799528
1.01,-5.050660624703568
1.02,-5.04327091641555
1.03,-5.037745555742398
1.04,-5.034639432296265
1.05,-5.032986074629219
1.06,-5.031847694645634
1.07,-5.030627415940337
1.08,-5.029162956022889
1.09,-5.026813183538962
1.1,-5.0229740271893055
1.11,-5.016604116083221
1.12,-5.008813131583815
1.1300000000000001,-5.001452492051452
1.1400000000000001,-4.9958736390641425
1.1500000000000001,-4.992682497685395
1.16,-4.9909786927501445
1.17,-4.9898103263723375
1.18,-4.988345552944739
1.19,-4.9864154410646115
1.2,-4.9835753583194915
1.21,-4.979415856006432
1.22,-4.973032143831692
1.23,-4.96550120147015
1.24,-4.958299440744415
1.25,-4.952790119768885
1.26,-4.949561668796245
1.27,-4.947844997459513
1.28,-4.9465614254899934
1.29,-4.944846687584468
1.3,-4.9425435208484805
1.31,-4.939433998528275
1.32,-4.935203312930202
1.33,-4.929078885247596
1.34,-4.92201498029478
1.35,-4.915313940097074
1.36,-4.910230260469146
1.37,-4.907357624528767
1.3800000000000001,-4.905885067294253
1.3900000000000001,-4.904796969337033
1.4000000000000001,-4.903315497107562
1.41,-4.9011827317343535
1.42,-4.898215517568793
1.43,-4.894131482578445
1.44,-4.888403253359545
1.45,-4.881945166757512
1.46,-4.876013114718997
1.47,-4.871599241982892
1.48,-4.86925896070622
1.49,-4.868243689552175
