,lyapunov_exponent
0.8,-5.297161644422118
0.81,-5.287735070177796
0.8200000000000001,-5.282468067567711
0.8300000000000001,-5.276678600612779
0.84,-5.266491207302588
0.85,-5.259284148350492
0.86,-5.249869796633061
0.87,-5.243730338936513
0.88,-5.242590111496298
0.89,-5.232919239266544
0.9,-5.223454017194083
0.91,-5.216385423322063
0.92,-5.206901045346311
0.93,-5.20139285094357
0.9400000000000001,-5.195289300830475
0.9500000000000001,-5.185168672051214
0.96,-5.17792594943436
0.97,-5.168411513550258
0.98,-5.1617197551458025
0.99,-5.159842235603667
1.0,-5.149885344806387
1.01,-5.140222490607546
1.02,-5.132673510609422
1.03,-5.122957217894329
1.04,-5.117209324035298
1.05,-5.110650855700518
1.06,-5.1003752372457285
1.07,-5.092818534872535
1.08,-5.082901982900503
1.09,-5.075407149071297
1.1,-5.072501061779899
1.11,-5.062097073475056
1.12,-5.052079431562388
1.1300000000000001,-5.043915264475102
1.1400000000000001,-5.033922100816184
1.1500000000000001,-5.027952389799963
1.16,-5.021113680257853
1.17,-5.010906290223854
1.18,-5.003327806117587
1.19,-4.993607398125641
1.2,-4.985976924180539
1.21,-4.982941968184384
1.22,-4.973128406139667
1.23,-4.963667104783009
1.24,-4.95577163767195
1.25,-4.946192732073202
1.26,-4.940491524091841
1.27,-4.933932380200147
1.28,-4.924110022224029
1.29,-4.916850652108039
1.3,-4.907625929535059
1.31,-4.899965793966343
1.32,-4.89668788299988
1.33,-4.887293687317937
1.34,-4.878069650449714
1.35,-4.870128309181426
1.36,-4.860573414550803
1.37,-4.8547613012702255
1.3800000000000001,-4.848052047407931
1.3900000000000001,-4.838210413834385
1.4000000000000001,-4.830925004264551
1.41,-4.82146893932091
1.42,-4.813338260646034
1.43,-4.809616227511823
1.44,-4.8004467037995715
1.45,-4.791180336831349
1.46,-4.783208479552598
1.47,-4.773642175139461
1.48,-4.767441559058576
1.49,-4.760483638095364
