stance,swing
0.19999999999999998,0.05
3.749999999999994,1.6000000000000008
5.0,4.749999999999984
4.450000000000063,4.750000000000039
4.700000000000067,4.550000000000065
4.7500000000000675,4.8500000000000725
4.7500000000000675,4.600000000000062
4.700000000000038,5.1000000000000725
4.39999999999975,4.599999999999859
2.799999999999841,4.549999999999741
1.7999999999998977,0.19999999999998863
4.449999999999747,4.349999999999753
2.549999999999855,4.199999999999761
2.149999999999878,1.249999999999929
4.349999999999753,3.199999999999818
4.099999999999767,4.39999999999975
2.549999999999855,4.39999999999975
1.4999999999999147,0.4499999999999744
3.399999999999814,3.749999999999794
0.09999999999999432,0.8499999999999517
1.0999999999999375,0.09999999999999432
3.9499999999997755,3.099999999999824
4.449999999999747,3.099999999999824
2.3999999999998636,5.599999999999682
2.3499999999998664,0.8499999999999517
4.74999999999973,4.299999999999756
0.29999999999998295,2.0499999999998835
3.9499999999997755,2.3499999999998664
0.09999999999999432,1.899999999999892
3.099999999999824,2.149999999999878
3.849999999999781,2.2499999999998863
0.9499999999999602,2.9999999999998153
0.5499999999999545,0.8999999999999488
0.9999999999999432,0.29999999999999716
1.4499999999999176,2.299999999999855
3.499999999999801,2.0999999999998806
0.0,5.149999999999707
