timestamp,px,py,pz,ox,oy,oz,ow,vx,vy,vz,ax,ay,az,jx,jy,jz,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw
0.0,-3.000905985417571,-0.0065323321549732,0.1144836324066007,-0.0040251961846816,-0.7050961262726203,-0.002686864474719,0.7090952201716737,7.314421057122332e-06,1.6484707697500277e-06,-0.0001589705407072,-1.255163710786039e-05,-2.686343348302116e-07,-1.33765148415605e-05,-1.1063571293945214,-0.2879521270475281,-0.0888451221237755,0.0,0.0,0.0,1.7068424366740736e-06,0.0001024337643984,4.5883412550959456e-08,0.3181967597108158,1.564832446096775,-2.8139035288224052
0.0962975025177002,-3.000905281057091,-0.0065321734113551,0.1144683239405567,-0.0040251262154817,-0.7050926291773206,-0.0026868248141891,0.7090986980746622,6.105729751126887e-06,1.6226019542153749e-06,-0.0001602586656789,-0.1065519800904523,-0.0277293393136712,-0.0085689398862412,-2.3721244405290807,-0.0291962303222884,-0.0002956224055149,1.7068424366740736e-06,0.0001024337643984,4.5883412550959456e-08,6.221657766463949e-07,4.7912458045041496e-05,3.133240551078371e-07,0.317665947462378,1.5648231046002796,-2.814434495980846
0.1913049221038818,-3.0009048142636825,-0.006532021676934,0.1144529774363599,-0.0040250930591007,-0.7050894013640808,-0.0026867803498821,0.7091019079943724,-0.0201035557594249,-0.0052320442677914,-0.0017763240117855,-0.4505676196585941,-0.0062488122439166,-0.0002968725275656,-2.092002476890815,0.8856122850910204,0.1406579156915168,1.2443315532927895e-06,9.5824916090083e-05,6.266481102156741e-07,-0.3455528723818457,0.0008866350944416,0.0061909941332089,0.3171862870264311,1.56481446358758,-2.8149142660681816
0.295795202255249,-3.0053162984945665,-0.0076801676382457,0.1140817972394207,-0.0300817475063456,-0.704460382477305,-0.0276852446793742,0.7085648772088107,-0.0946381976665673,-0.0002725256462437,0.0001133091830799,-0.4934572283665001,0.1620807660615465,0.0205590931649057,3.2164114604618788,0.5503375393415034,0.0149561417497987,-0.6911040379212547,0.0018757039532817,0.0123820341498303,-0.0734045900618176,-0.0009825701552892,-0.0058380812988267,0.4876178263326599,1.5640746918965829,-2.572256766460156
0.3989949226379394,-3.020425757142282,-0.0066161098132542,0.1144671076892636,-0.0350267123197313,-0.704316783821235,-0.0334448996305765,0.7082319084455906,-0.123153666375563,0.0281364973083746,0.0024872457598127,0.2081452877972354,0.1107714768912563,0.0032830060382191,5.864372484247138,-1.578780093247596,-0.1616191134345398,-0.146807935792082,-0.0018693153944883,-0.0116755359495432,0.4965267092836665,-0.0011921038898411,-0.0074937781958636,0.3355364680980451,1.5648246628400604,-2.7091843985844895
0.5127081871032715,-3.0315160082731754,-0.0011830778955595,0.1145937701513345,-0.0227593769758079,-0.7048128163724835,-0.021452288650811,0.7087035374177296,-0.0387831343638396,0.0201198662394245,0.0003896530300832,0.7579589771089026,-0.2042784145676628,-0.0143703469648122,1.196260044194823,-1.216442080689805,-0.0272867831597685,0.3019493806460782,-0.0005085038264005,-0.0026055222418969,0.137048740511703,-0.0009329354623428,0.0060148779826938,0.2928362442106957,1.56499180486102,-2.7862212196871794
0.6165852546691895,-3.029970266355548,-0.0017176455868415,0.1145655234272383,-0.0180906040591249,-0.7050762956064393,-0.0167746843128988,0.708702164089316,0.0414697266043813,-0.0137945664097559,-0.0007163192326611,0.5369283450142885,-0.1831655650768511,-0.0050626974002736,-2.74815147236831,0.9362500444433124,0.0773695431226873,0.127289545231324,-0.003735186319174,0.0003542200158443,-0.1432573027535429,-0.0019208226196049,0.0045215035900196,0.3234868515717506,1.5653413100343418,-2.76879365877118
0.7209513187408447,-3.022854157245207,-0.0040641795963599,0.114444165953207,-0.0177604467602255,-0.7052443209200409,-0.0159646063464928,0.7085620267027506,0.0727975021084557,-0.017882608113233,-0.0006591447323871,0.1850671903891438,-0.0085922155300774,0.0017293370391166,-2.293330791940689,0.9918240566047142,0.0227151570105895,0.0154347751389923,-0.0043501490656105,0.0064374849381423,-0.058611763114568,0.0014533910759158,-0.0011987918328286,0.4722817984433881,1.5654611139197794,-2.6216117361912636
0.8259611129760742,-3.0147222690157967,-0.0054558900329353,0.1144281648767066,-0.0173109894150582,-0.7052853797938304,-0.0156671183154967,0.7085389220771378,0.0800696784678614,-0.0155540795324561,-0.0003527119666845,0.0581525113114195,0.0236191409637275,-0.0003614018211742,-0.4214168435560803,0.0831902885364759,-0.0141830711030277,0.0100660190021879,-0.0008284041673422,-0.0020433636498128,-0.0033146093869797,0.001353124723919,-0.0028027262631096,0.4445221660607264,1.5656411587066086,-2.650428017514891
0.9345505237579346,-3.0057321853449217,-0.0074032722855931,0.1143673682671779,-0.0170054979756808,-0.7053552446824161,-0.0152963696635368,0.7084848713365195,0.0851380114289241,-0.0128270588089978,-0.0007602190236133,0.1007845591408724,0.0075493959494978,-0.001258456860781,0.5294143991231547,0.153753800445803,-0.0018357133090498,0.0088055563650329,-0.0016438996177724,0.0008320324119231,-0.0029152413208815,0.0007248259094398,0.0016459633312171,0.4770107573316597,1.5657533694225785,-2.61889603869498
