,times,Mean Divergence
0,0.0,-1.489065215611373
1,0.010013338779911965,-1.4793998374469193
2,0.02002667755982393,-1.4705694523979163
3,0.030040016339735895,-1.4673373585235785
4,0.04005335511964786,-1.4652682641024257
5,0.050066693899559825,-1.4629180022470762
6,0.06008003267947179,-1.459789152736784
7,0.07009337145938375,-1.4561877625537658
8,0.08010671023929572,-1.4514719500906854
9,0.09012004901920768,-1.450041283256779
10,0.10013338779911965,-1.4454091915603235
11,0.11014672657903161,-1.4419028846325932
12,0.12016006535894358,-1.4383752902036613
13,0.13017340413885553,-1.4355557996966117
14,0.1401867429187675,-1.432035776520229
15,0.1502000816986795,-1.427773836967014
16,0.16021342047859144,-1.4255764856352993
17,0.1702267592585034,-1.4253793723427342
18,0.18024009803841537,-1.424064809580101
19,0.19025343681832735,-1.42240599295406
20,0.2002667755982393,-1.4214549458477128
21,0.21028011437815125,-1.4204065744596457
22,0.22029345315806323,-1.4224484035670866
23,0.2303067919379752,-1.420774463830515
24,0.24032013071788716,-1.4178886515873634
25,0.2503334694977991,-1.4150979101979475
26,0.26034680827771106,-1.4140530319887543
27,0.27036014705762307,-1.4140451245958974
28,0.280373485837535,-1.4082056389270232
29,0.29038682461744697,-1.4052609982837352
30,0.300400163397359,-1.4013286631988042
31,0.31041350217727093,-1.3996013486925978
32,0.3204268409571829,-1.3996364794849039
33,0.33044017973709483,-1.3989203845266087
34,0.3404535185170068,-1.3974391191768305
35,0.3504668572969188,-1.3986429206031454
36,0.36048019607683074,-1.4013930128887
37,0.3704935348567427,-1.4014044951097053
38,0.3805068736366547,-1.3994798529315393
39,0.39052021241656665,-1.395412135135425
40,0.4005335511964786,-1.3933675571187687
41,0.41054688997639055,-1.395041087289976
42,0.4205602287563025,-1.3972598610511402
43,0.4305735675362145,-1.3860200257180837
44,0.44058690631612646,-1.3754704081860738
45,0.4506002450960384,-1.3712706431843709
46,0.4606135838759504,-1.367498136918587
47,0.47062692265586237,-1.3632658775724982
48,0.4806402614357743,-1.3609347227883597
49,0.49065360021568627,-1.3571824678549793
50,0.5006669389955982,-1.35131223163757
51,0.5106802777755102,-1.3493881700636998
52,0.5206936165554221,-1.3449601667108058
53,0.5307069553353342,-1.341020549046336
54,0.5407202941152461,-1.3376887981711152
55,0.5507336328951581,-1.3350944689501307
56,0.56074697167507,-1.3310057339689063
57,0.570760310454982,-1.3277400810493594
58,0.5807736492348939,-1.3251030986609007
59,0.5907869880148059,-1.3251112477089186
60,0.600800326794718,-1.3239479140419674
61,0.6108136655746299,-1.322138685878378
62,0.6208270043545419,-1.3208910755421863
63,0.6308403431344538,-1.3185347299627266
64,0.6408536819143658,-1.3188486374549222
65,0.6508670206942777,-1.3171577318682592
66,0.6608803594741897,-1.3139771851724062
67,0.6708936982541016,-1.312384431222662
68,0.6809070370340136,-1.3113169465287269
69,0.6909203758139256,-1.3109654877502743
70,0.7009337145938376,-1.3061445626185428
71,0.7109470533737495,-1.3028868359996024
72,0.7209603921536615,-1.2999959255190208
73,0.7309737309335734,-1.2988073850091313
74,0.7409870697134854,-1.3000349782780736
75,0.7510004084933973,-1.300408619415239
76,0.7610137472733094,-1.2995087373793734
77,0.7710270860532213,-1.300337354780446
78,0.7810404248331333,-1.3045706638667929
79,0.7910537636130452,-1.3050385782351355
80,0.8010671023929572,-1.3025396467933315
81,0.8110804411728691,-1.2978699597935461
82,0.8210937799527811,-1.2951142860819986
83,0.831107118732693,-1.2977469088186142
84,0.841120457512605,-1.3002762792488325
85,0.8511337962925171,-1.2901561919687439
86,0.861147135072429,-1.282668770045008
87,0.871160473852341,-1.2804827419621552
88,0.8811738126322529,-1.2770085855231645
89,0.8911871514121649,-1.2743785303153048
90,0.9012004901920768,-1.272808769950694
91,0.9112138289719888,-1.2690483690392362
92,0.9212271677519008,-1.2648059737059714
93,0.9312405065318128,-1.2629776194575693
94,0.9412538453117247,-1.259201337820111
95,0.9512671840916367,-1.256153531907075
96,0.9612805228715486,-1.253700779601777
97,0.9712938616514606,-1.252628410765209
98,0.9813072004313725,-1.2497113394739958
99,0.9913205392112845,-1.2477427999827742
100,1.0013338779911964,-1.245188925526721
101,1.0113472167711084,-1.2447884368882085
102,1.0213605555510203,-1.244031957065023
103,1.0313738943309323,-1.2419842577510753
104,1.0413872331108442,-1.2403934504707093
105,1.0514005718907564,-1.2368115695245936
106,1.0614139106706684,-1.237201991425078
107,1.0714272494505803,-1.2368952480715276
108,1.0814405882304923,-1.2362338275543479
109,1.0914539270104042,-1.234432633853826
110,1.1014672657903162,-1.2335185955328594
111,1.1114806045702281,-1.2346386945559515
112,1.12149394335014,-1.2318834685207014
113,1.131507282130052,-1.2299281955416517
114,1.141520620909964,-1.2285725508422374
115,1.151533959689876,-1.2278496183192475
116,1.1615472984697879,-1.2293851077921252
117,1.1715606372496998,-1.2305067243831702
118,1.1815739760296118,-1.2287585813093211
119,1.1915873148095237,-1.2285365543772402
120,1.201600653589436,-1.2313261673386608
121,1.2116139923693479,-1.2321325513905088
122,1.2216273311492598,-1.2311879592439667
123,1.2316406699291718,-1.227336920142971
124,1.2416540087090837,-1.22647094171531
125,1.2516673474889957,-1.2286503541269198
126,1.2616806862689076,-1.2312153078072317
127,1.2716940250488196,-1.2254001138843882
128,1.2817073638287315,-1.2187084155230867
129,1.2917207026086435,-1.2153619525597639
130,1.3017340413885554,-1.21210285514156
131,1.3117473801684674,-1.2092015148834399
132,1.3217607189483793,-1.2092058957171379
133,1.3317740577282913,-1.2062407625995804
134,1.3417873965082032,-1.202821737823471
135,1.3518007352881152,-1.2014090445760095
136,1.3618140740680271,-1.1986602100713615
137,1.3718274128479393,-1.1965919982564568
138,1.3818407516278512,-1.1940411125215376
139,1.3918540904077632,-1.1923687604182367
140,1.4018674291876752,-1.1902077313614454
141,1.411880767967587,-1.1896193607592427
142,1.421894106747499,-1.187940649453706
143,1.431907445527411,-1.1874125984853412
144,1.441920784307323,-1.1874887999711012
145,1.451934123087235,-1.187012954284888
146,1.4619474618671469,-1.1865224640745946
147,1.4719608006470588,-1.1848382763656722
148,1.4819741394269708,-1.1871266297347745
149,1.4919874782068827,-1.1875905297980345
150,1.5020008169867947,-1.1877461394963362
151,1.5120141557667066,-1.1872443474190462
152,1.5220274945466188,-1.1874520913056883
153,1.5320408333265307,-1.1895812842758373
154,1.5420541721064427,-1.1890542592292659
155,1.5520675108863546,-1.188170407290528
156,1.5620808496662666,-1.1872811142668278
157,1.5720941884461785,-1.1898114489064484
158,1.5821075272260905,-1.1925401030215688
159,1.5921208660060024,-1.1947682100920316
160,1.6021342047859144,-1.1935639022914526
161,1.6121475435658263,-1.1951947406533918
162,1.6221608823457383,-1.1997078045258176
163,1.6321742211256502,-1.2021520691377237
164,1.6421875599055622,-1.2021377142111456
165,1.6522008986854742,-1.2002446271501281
166,1.662214237465386,-1.2010501390316237
167,1.672227576245298,-1.2029434682280977
168,1.68224091502521,-1.2055119455544332
169,1.6922542538051222,-1.2026261910323524
170,1.7022675925850341,-1.1976210841577222
171,1.712280931364946,-1.1938866484619306
172,1.722294270144858,-1.1920813931831176
173,1.73230760892477,-1.1899057368591837
174,1.742320947704682,-1.1912290789544298
175,1.7523342864845939,-1.1895539460955065
176,1.7623476252645058,-1.187037569316141
177,1.7723609640444178,-1.1863273968009842
178,1.7823743028243297,-1.1842242611185356
179,1.7923876416042417,-1.1831508443039855
180,1.8024009803841536,-1.181349684757168
181,1.8124143191640656,-1.179139401854049
182,1.8224276579439775,-1.1773926727217816
183,1.8324409967238895,-1.1777567170570826
184,1.8424543355038017,-1.1765619797988207
185,1.8524676742837136,-1.1751804534521515
186,1.8624810130636256,-1.17626698327663
187,1.8724943518435375,-1.1766119526827168
188,1.8825076906234495,-1.176009087488042
189,1.8925210294033614,-1.175145197651
190,1.9025343681832734,-1.1778620215926585
191,1.9125477069631853,-1.1786576480398516
192,1.9225610457430973,-1.1792069695615444
