stance,swing
3.141592653589793,0.3141592653589793
6.4402649398590865,6.283185307179586
6.597344572538603,6.440264939859104
6.283185307179622,6.283185307179622
7.225663103256565,5.969026041820644
5.654866776461656,7.068583470577067
5.969026041820641,6.283185307179622
6.126105674500131,5.81194640914115
6.126105674500131,6.126105674500124
6.440264939859112,6.440264939859119
6.12610567450001,6.126105674500131
6.440264939858821,6.283185307179366
6.126105674499854,6.2831853071793375
6.2831853071793375,6.440264939858821
6.283185307179323,6.2831853071793375
6.283185307179366,6.126105674499854
6.440264939858793,6.12610567449984
6.283185307179366,6.597344572538319
6.12610567449984,6.12610567449984
6.2831853071793375,6.283185307179352
6.597344572538304,6.2831853071793375
5.969026041820371,6.440264939858821
6.440264939858821,6.126105674499854
6.2831853071793375,6.2831853071793375
6.440264939858821,6.126105674499854
6.126105674499854,6.597344572538276
6.440264939858821,6.1261056744998825
6.2831853071793375,6.2831853071793375
6.2831853071793375,6.440264939858821
6.126105674499854,6.2831853071793375
6.283185307179309,6.1261056744998825
6.283185307179366,6.283185307179309
6.126105674499854,6.126105674499854
