stance,swing
0.31415926535897937,0.3141592653589793
6.440264939859076,3.141592653589793
6.126105674500126,5.969026041820613
6.597344572538603,6.754424205218095
6.283185307179622,5.969026041820641
6.91150383789758,6.440264939859112
6.126105674500131,6.440264939859109
5.497787143782169,6.126105674500131
6.283185307179622,6.126105674500131
6.440264939859112,6.440264939859112
6.126105674500131,6.440264939859112
6.440264939858835,6.1261056745000175
6.2831853071793375,6.126105674499854
6.126105674499854,6.440264939858821
6.2831853071793375,6.2831853071793375
6.440264939858821,6.126105674499854
6.126105674499854,6.597344572538319
6.440264939858821,5.9690260418203565
6.2831853071793375,6.597344572538304
3.4557519189486214,5.811946409140901
2.670353755551247,1.4137166941153367
6.440264939858807,5.183627878422939
6.2831853071793375,6.597344572538319
6.126105674499854,5.969026041820371
6.440264939858821,6.2831853071793375
6.126105674499854,6.126105674499854
6.2831853071793375,6.440264939858821
6.2831853071793375,5.811946409140887
3.7699111843076025,7.068583470576755
2.513274122871735,0.7853981633974172
6.2831853071793375,4.869468613063987
3.4557519189486356,6.754424205217788
2.827433388230702,0.6283185307179338
6.283185307179366,5.183627878422982
6.440264939858793,6.9115038378972145
6.126105674499826,5.654866776461404
0.0,6.283185307179366
