,lyapunov_exponent
0.8,-4.712618004714088
0.81,-4.703979686230799
0.8200000000000001,-4.697152164064752
0.8300000000000001,-4.692611714581817
0.84,-4.68996671377033
0.85,-4.689514858066597
0.86,-4.690856267035907
0.87,-4.6915027706949495
0.88,-4.690180115492073
0.89,-4.685234284622643
0.9,-4.6787045476019715
0.91,-4.67164385652478
0.92,-4.665248600520659
0.93,-4.660274551075442
0.9400000000000001,-4.656945157673933
0.9500000000000001,-4.655039849486751
0.96,-4.654840040496648
0.97,-4.656088729097681
0.98,-4.656640100225543
0.99,-4.655507387805503
1.0,-4.651448269472943
1.01,-4.646108112199398
1.02,-4.640246576396383
1.03,-4.634846535982531
1.04,-4.630462744250328
1.05,-4.627379356216788
1.06,-4.62533825580304
1.07,-4.624628169615882
1.08,-4.625305855314877
1.09,-4.625401899298881
1.1,-4.6243650342685845
1.11,-4.621192607441078
1.12,-4.617112954098626
1.1300000000000001,-4.61247689397718
1.1400000000000001,-4.607971187474095
1.1500000000000001,-4.603974952986923
1.16,-4.600760605429744
1.17,-4.598347922499045
1.18,-4.596981439387249
1.19,-4.596834110586467
1.2,-4.596145164009735
1.21,-4.594688759502318
1.22,-4.591501625405391
1.23,-4.588082626496805
1.24,-4.584151100303395
1.25,-4.580178444135736
1.26,-4.576332393654127
1.27,-4.572967353861017
1.28,-4.570141815630548
1.29,-4.568304031028617
1.3,-4.5676240596843805
1.31,-4.56658844775455
1.32,-4.565078104721491
1.33,-4.5622968208282275
1.34,-4.5594469944851586
1.35,-4.556373600966588
1.36,-4.553272992048238
1.37,-4.550134860345028
1.3800000000000001,-4.547305153118754
1.3900000000000001,-4.544686732615085
1.4000000000000001,-4.542869897799812
1.41,-4.54209233281787
1.42,-4.5411701175590915
1.43,-4.54009023497815
1.44,-4.538182770468974
1.45,-4.536328080592625
1.46,-4.5342308762733285
1.47,-4.531898675641082
1.48,-4.5291914705459755
1.49,-4.526369837537301
