stamp,px,py,pz,ox,oy,oz,ow
1713471891.3251023,0.2775430647290763,0.8397914185229847,0.1152988474465091,0.1473078666663942,-0.6870526573766071,0.1329024041000116,0.6989964158666162
1713471891.4414606,0.282684120020074,0.8425156194926665,0.1149558763975295,0.1471560466698374,-0.6877578087655669,0.1323060064420995,0.6984478613825329
1713471891.5518107,0.2876954339576051,0.8449017300272553,0.114918960828893,0.1464373998631046,-0.6887929732753812,0.1327508744775711,0.6974937513793464
1713471891.662732,0.293063884619415,0.8475128528889333,0.1144469701287178,0.1467969805459447,-0.688156118855232,0.1324930407459496,0.6980955498630469
1713471891.7757692,0.2982837630537835,0.8500331926571264,0.1146972251281643,0.1463067931057892,-0.6878831597131707,0.1324247873780033,0.6984803193805927
1713471891.8928156,0.3036322634070724,0.8524562900133178,0.11457935315446,0.1462834003883438,-0.6871219322598437,0.1322872021237056,0.6992601183626906
1713471892.0032916,0.3090209775809724,0.8546837442108762,0.1143917950588015,0.1459640424959411,-0.6862340392633698,0.132445735180881,0.7001681718608174
1713471892.1209254,0.3145163358149228,0.8567346533262491,0.1138762664309313,0.1456018285149212,-0.6864950863760046,0.1335785563343194,0.6997723724200268
1713471892.236165,0.3198061347707244,0.8581390185800686,0.1144680132915928,0.144066928362982,-0.6862955620237997,0.1359787472599521,0.6998234791660727
1713471892.3632236,0.324943745381299,0.8592073064329122,0.1137714928621008,0.142493969521491,-0.6873409718707086,0.1385633881225108,0.6986115118646762
1713471892.4900324,0.3272322423358223,0.8593410455837599,0.1137663247120665,0.1352106580909615,-0.6909168903809362,0.1425641456938449,0.6957207722121935
1713471892.6022632,0.3296864187646077,0.8592399260091586,0.1129751672893611,0.1278635831483664,-0.6961042252730552,0.1479657544261808,0.6907937081202693
1713471892.715645,0.3330428559631765,0.86011142409953,0.1131659082314876,0.1226230377615544,-0.699755922066057,0.1516462570657136,0.6872471555863803
1713471892.8307445,0.3369981069904417,0.8614571710756945,0.1129485523858339,0.1181174889031024,-0.7015733986904278,0.1548201730482081,0.6854733686165427
1713471892.959766,0.3415609945348745,0.8626648922393051,0.1127111782920422,0.1143263540933539,-0.7010757831411248,0.1575233798523409,0.686009195166271
1713471893.0896027,0.3468431917188,0.8647636475717566,0.1130450537317839,0.1124653037284125,-0.6984160533268691,0.1585593340732697,0.6887855322891424
1713471893.220515,0.3530850876463405,0.8666021268533719,0.1128744947762124,0.1163624878957479,-0.6869202381718952,0.1578863008261916,0.6997658707110544
1713471893.352388,0.3586420063917036,0.8689254252623339,0.1145480044433933,0.1192409673096011,-0.6808445348534219,0.1564976981318165,0.7055074638547356
1713471893.4670298,0.361078768717281,0.8700268082383529,0.1179120982884213,0.1193137074066631,-0.6875467326893216,0.1572541497365578,0.6987952933325668
1713471893.5895524,0.3652383369392514,0.8717058733572173,0.1216344696585952,0.1214555214785946,-0.6896194920734505,0.1564480092212848,0.696561219754169
1713471893.7025356,0.3696464571101647,0.8728701497895844,0.1243177995361804,0.1232113650793778,-0.6907049182624944,0.1553443887507456,0.6954234654416938
1713471893.8133492,0.3743736727274395,0.8734158321053739,0.1264242904776625,0.1246229636497635,-0.690463354535588,0.1548118832502497,0.6955305556042263
1713471893.9353204,0.3792502968344374,0.8742604507625161,0.1280534108687321,0.1259682199439924,-0.6900023719377636,0.1543487466081148,0.6958485458092918
1713471894.057507,0.3847277046877669,0.8735534136279767,0.1273044684740189,0.1294634168390491,-0.6884271563211105,0.1519563253727698,0.6972922983363526
1713471894.178358,0.3907774029874601,0.8728628542761153,0.1254504797896778,0.134599371068001,-0.6863023530755771,0.1492920691891265,0.698987816451942
1713471894.3089316,0.3965878751530148,0.8719703558633151,0.123034401813482,0.1396951287071929,-0.684384487448731,0.1459412421214991,0.7005742631606251
1713471894.4351654,0.4021574434993684,0.8710955978030878,0.1203750252773108,0.1449637719580284,-0.6825480908635354,0.1425043039790981,0.7020015183927144
1713471894.567975,0.4074591220182733,0.8723744103291649,0.120050375570875,0.1481573140521073,-0.6825315029265328,0.1422001338578176,0.7014123464386213
1713471894.69594,0.4122594185266078,0.8729023801429763,0.1205890711176854,0.1498681821024271,-0.683028571251463,0.1427357779584389,0.7004555635713791
1713471894.8130753,0.4171961422029885,0.8731386839310336,0.121411134421672,0.1507815600125761,-0.6838764078139223,0.143650765600486,0.6992441902068934
1713471894.9317973,0.4221107511671272,0.8739832568616295,0.1215577135381619,0.1523851792038995,-0.6855183829681175,0.144630100181557,0.6970835228961059
1713471895.0411718,0.4268661484913927,0.87446825528054,0.1219917004736645,0.1528239106255589,-0.6860592964948563,0.1465485122358283,0.6960538970478933
1713471895.1676123,0.4324864607808621,0.8750623546022038,0.1227458195063409,0.1537236362016621,-0.6862568569902733,0.1476927200676052,0.6954188884016617
1713471895.2920258,0.437678680622091,0.8758275932723801,0.123202083340313,0.1545247832358429,-0.6865177322196728,0.1486472278022793,0.6947801784597563
1713471895.4067037,0.4425939953616637,0.8767645048280395,0.1229875485669697,0.1549129537778801,-0.6866717244630868,0.1508057404931645,0.6940760392125717
1713471895.5245862,0.4477150433339593,0.8781464972438459,0.1230851076109968,0.1559359534481291,-0.6866384239249698,0.1518109602480827,0.693660641495978
1713471895.6445112,0.4527193421862266,0.879578374908508,0.1229607674716753,0.1569966553169665,-0.6865864883631504,0.1532139415744348,0.6931641452958087
1713471895.7631218,0.4570007943001242,0.8809113090902906,0.120767902305148,0.155955247090194,-0.686757926922556,0.1580309472239054,0.6921471884170195
1713471895.8805344,0.4608962711767589,0.8825646212916497,0.1177009479146735,0.1538155593574631,-0.6869799009858929,0.1640574546702546,0.6910025621573925
1713471896.0016513,0.4652317005178672,0.8843635732018442,0.1145902666268071,0.1512129544660393,-0.6868998481156204,0.1700359930402625,0.6902108388972178
1713471896.1145272,0.4698374316142633,0.8856397854075129,0.1134773958965476,0.1515438924301387,-0.6863094391213539,0.1728044648558998,0.6900379840022732
