,lyapunov_exponent
0.8,-5.044691936112604
0.81,-5.042072413444613
0.8200000000000001,-5.04009044259045
0.8300000000000001,-5.03873594987199
0.84,-5.0384147553561345
0.85,-5.03920409976942
0.86,-5.040557464022037
0.87,-5.041604872194775
0.88,-5.042005883491038
0.89,-5.040989540814607
0.9,-5.038804640531667
0.91,-5.0359787643561775
0.92,-5.033140251240691
0.93,-5.0308850331649975
0.9400000000000001,-5.029239457653885
0.9500000000000001,-5.0285743943283085
0.96,-5.02905598536376
0.97,-5.030235104313527
0.98,-5.031235845130218
0.99,-5.031769095417498
1.0,-5.0310723615796
1.01,-5.029233857869389
1.02,-5.026638602386031
1.03,-5.023740371810387
1.04,-5.021135943286129
1.05,-5.019014025065485
1.06,-5.017617847085687
1.07,-5.017160542962691
1.08,-5.017634312651023
1.09,-5.0182926533591825
1.1,-5.01866390147382
1.11,-5.017986259014905
1.12,-5.0164198082816815
1.1300000000000001,-5.014168329198389
1.1400000000000001,-5.011755879365165
1.1500000000000001,-5.0096094910289475
1.16,-5.007668844993798
1.17,-5.006113727253435
1.18,-5.005240030050012
1.19,-5.005388604838883
1.2,-5.006010405418102
1.21,-5.006670882462879
1.22,-5.006446383962119
1.23,-5.005440482053221
1.24,-5.003814871178993
1.25,-5.001836358086233
1.26,-4.999818105564241
1.27,-4.997681850060706
1.28,-4.995768053134461
1.29,-4.994528287069787
1.3,-4.994405093884289
1.31,-4.994728530663452
1.32,-4.994959778385748
1.33,-4.994339443655392
1.34,-4.993027827359541
1.35,-4.991125852266894
1.36,-4.988807942636515
1.37,-4.9863678434329115
1.3800000000000001,-4.984085974657507
1.3900000000000001,-4.982030128489558
1.4000000000000001,-4.980654552438585
1.41,-4.980424387903943
1.42,-4.98068924126542
1.43,-4.9809206855518875
1.44,-4.980294356059338
1.45,-4.9789436141515395
1.46,-4.977045146973474
1.47,-4.974699466327844
1.48,-4.972190672873289
1.49,-4.969917107588859
