,lyapunov_exponent
0.8,-4.872184919524105
0.81,-4.865045464632245
0.8200000000000001,-4.857990542639208
0.8300000000000001,-4.85248076647064
0.84,-4.848504225901567
0.85,-4.843710347502518
0.86,-4.838837663434035
0.87,-4.8330198862233615
0.88,-4.827287897518394
0.89,-4.8202111087608905
0.9,-4.8130461151685555
0.91,-4.805575337382982
0.92,-4.798529984891325
0.93,-4.791494649872232
0.9400000000000001,-4.786037663569227
0.9500000000000001,-4.781843317935458
0.96,-4.776776170070141
0.97,-4.771663823666951
0.98,-4.76558504632566
0.99,-4.7588789624696375
1.0,-4.751492088460046
1.01,-4.743887171116353
1.02,-4.7361797656651525
1.03,-4.72901663850989
1.04,-4.722323660663417
1.05,-4.716280597079822
1.06,-4.710911923686341
1.07,-4.70540388442161
1.08,-4.700054379500633
1.09,-4.694204652753549
1.1,-4.687525665964508
1.11,-4.680154763645065
1.12,-4.672777572804025
1.1300000000000001,-4.664929565143435
1.1400000000000001,-4.657631027241972
1.1500000000000001,-4.651186929385205
1.16,-4.644940783522207
1.17,-4.639046380437944
1.18,-4.633165247511682
1.19,-4.627187373993212
1.2,-4.620945109268469
1.21,-4.613914867497571
1.22,-4.606631523968657
1.23,-4.599072873567067
1.24,-4.5913117925743965
1.25,-4.583734163269806
1.26,-4.576438896821417
1.27,-4.569551557757742
1.28,-4.56303627100997
1.29,-4.556766539985818
1.3,-4.55030863140548
1.31,-4.543677901845825
1.32,-4.536244093454377
1.33,-4.528548106620566
1.34,-4.520647764095264
1.35,-4.512514090902465
1.36,-4.504513782711561
1.37,-4.496849328955927
1.3800000000000001,-4.489429545283419
1.3900000000000001,-4.482323079434662
1.4000000000000001,-4.475528152880441
1.41,-4.468563748434567
1.42,-4.461418236711211
1.43,-4.453807496213112
1.44,-4.445683648031913
1.45,-4.437322150555482
1.46,-4.428701949189013
1.47,-4.420176288706506
1.48,-4.4119146119745745
1.49,-4.4038029655988415
