seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz,forward_velocity
8412,1724816426672969489,-0.7430185675621033,-0.3078973889350891,0.1166363880038261,0.0201983321458101,0.0061038378626108,-0.3088017404079437,-0.950892448425293,0.0,0.0,0.0,-6.395257213127746,95.46574472034597,4.441055393832765,0.0,0.0,0.0,0.0,3.8555590610643296,-2.959884246270066,-3.250825817960941,-0.04219517017740166,0.0008663736883736006,0.6279922564743399,0.005274738702555699,0.043468534395274906,-0.00530008536257295,941.3620522425765,-11410.828416413513,-794.8577142436981,0.0
8414,1724816426695603426,-0.7428991794586182,-0.3069135248661041,0.116516426205635,0.0190200097858905,0.0065366150811314,-0.3080309331417084,-0.9511638283729552,0.0,0.0,0.0,14.911472171521439,-162.80622677456722,-13.5497040343231,0.022633937,0.08726648088790918,-0.06699383355736915,-0.07357898676170141,-3034.75622789199,8124.6608881032635,-13949.991117985199,-0.04022010311420831,-0.0007172809864200117,0.626390742780916,-0.13947511015817327,2.204234186053668,0.09521848263494803,1654.3449355534794,-23388.661147686886,-1077.5631712723589,0.029751834874771163
8416,1724816426696121054,-0.7429730892181396,-0.3057469725608825,0.1165669038891792,0.0197190288454294,0.0056519708596169,-0.3061703443527221,-0.951755702495575,0.0,0.0,0.0,15.776247666499252,-175.05464529853276,-14.11082754826239,0.023151565,-1.5195791605507531,4.2347722610347045,-7.459585391733685,-2883.9976024566354,7736.619426060131,-13280.293346991853,-0.041007856012426035,0.001316173091857977,0.62244351980659,-0.1315042872728016,2.1169037214397055,0.08799180325556133,1526.4631619506235,-21951.016282135064,-959.1431989269615,1.1977914920586492
8418,1724816426703586964,-0.7427400946617126,-0.3046676218509674,0.1161981076002121,0.0175719782710075,0.0042104641906917,-0.3056441247463226,-0.9519744515419006,0.0,0.0,0.0,11.646134164764938,-154.63144006524547,-7.823660102871597,0.030617475,0.6660014818923053,0.1945407542964011,-0.14774272330940338,151.99461510776916,-324.2870287976505,571.3666081579256,-0.036037889882947365,0.002725038532679052,0.6212854853207411,0.026930160942583825,0.12705067161338235,-0.033476691543712356,-832.8599728310656,7886.536185493837,850.4688614799392,0.10966197769787134
8420,1724816426713899280,-0.7425233125686646,-0.3036069869995117,0.1160796582698822,0.0163528732955455,0.0041533228941261,-0.3053248822689056,-0.952098786830902,0.0,0.0,0.0,-0.9260899558097925,0.06758811023453948,1.0656111940143578,0.040929791,0.22863192903329188,-0.06052607146293906,-0.0671123625676388,-50.06608283460973,-5.008606419934926,-13.685772616519063,-0.03368176802763961,0.0020771323434361577,0.6206154925704365,0.010644396902733888,0.1262485079861051,0.0061487339569348265,-508.75137154117346,6980.317875054051,252.86530870566983,0.07693697266177056
8422,1724816426722840849,-0.742508590221405,-0.3022967278957367,0.116271361708641,0.0175961796194314,0.0043566436506807,-0.3037993609905243,-0.9525636434555054,0.0,0.0,0.0,0.03258672052897271,0.2950341969661281,-1.3960547031408348,0.04987136,-0.27837699841203545,0.04762212697748029,-0.3562104768327408,-19.84812484260184,-8.937912461226258,-0.9635942442883825,-0.036178047908963354,0.002391457829741446,0.6174175342258026,0.007427695919979271,0.12797994840257587,-0.005852585798668208,70.48773673820693,42.09246525367755,-65.0473648128544,0.08612512543820972
8424,1724816426734169873,-0.7423414587974548,-0.3011131882667541,0.1158133074641227,0.0168473105877637,0.0062224338762462,-0.3042833209037781,-0.952412247657776,0.0,0.0,0.0,0.3039526814670226,1.0109733386941517,0.8850601852883899,0.061200384,0.025768148825530496,-0.35554082886181887,0.08313217968450143,34.13735126428219,4.625625323165956,2.4923462317026104,-0.035885683157935284,-0.0015999339226528259,0.6185037316984741,0.013428405459208648,0.13277781260648425,-0.022441637390752334,-18.34716110779914,-34.794001536363545,120.6825506237789,0.07252804683557838
8426,1724816426742866648,-0.7422335147857666,-0.2997694611549377,0.1157382428646087,0.0152437407523393,0.005935204681009,-0.3037270903587341,-0.9526186585426332,0.0,0.0,0.0,-0.1380103861038975,0.05419078158787638,1.3960544305966132,0.069897159,0.3713272943405931,-0.04685037489463577,-0.1374549165503669,-15.161632611232502,19.212348121091093,-25.873550074449525,-0.032654179962606,-0.002048100824882672,0.617323019759389,0.014564859661838625,0.14549204801957494,0.0009401140112226258,-42.13401474389278,-89.47233804240074,-70.73761970196173,0.09954122187637206
8428,1724816426752961516,-0.7420612573623657,-0.2984063923358917,0.1158598884940147,0.0172079894691705,0.0068279346451163,-0.3017708957195282,-0.9532007575035096,0.0,0.0,0.0,-0.4615772571457276,-0.6082982969526425,-0.8354110686139117,0.079992027,-0.42498095112763545,-0.04369766359027481,-0.40461293058856135,-20.34225472863851,6.736205697387463,-3.168640733491492,-0.0369348059563729,-0.0026310471960609458,0.6132563331057957,0.010023279137818975,0.12954339072972054,-0.00011204965193467586,16.543800144307795,10.731759008364222,-117.78305168534739,0.09169777586632653
8430,1724816426764103970,-0.7420361638069153,-0.2970303893089294,0.1157090589404106,0.0170248374342918,0.0061416625976562,-0.3009480535984039,-0.9534687995910645,0.0,0.0,0.0,0.3204364914233572,0.45038898451404563,-0.8777548643206684,0.091134481,0.06832816936873097,0.11036612119472333,-0.15340646180311834,46.6917037389696,-9.533221491506962,8.489017827449578,-0.03616987029569144,-0.0014645844751932369,0.6115031802841012,0.004736437539783367,0.13471466991692793,-0.018413223673920065,49.31003174598927,31.898993105840585,43.690492444826816,0.07272063149839422
