seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz,fw
1012,1724559181488100496,-1.4384915828704834,0.2089230269193649,0.1573651582002639,-0.0006747528095729,0.0488428249955177,-0.3860763907432556,0.921172559261322,0.0,0.0,0.0,0.3050203133250435,0.3760263043314115,0.0988734464202927,5.094522807,-0.0103283662765738,0.0152412158671786,-0.0194925814313482,3.530892500149939,-3.000479456792038,8.211166449018078,-0.0391240776006548,0.0895841032646913,-0.7955031556495094,0.0027398506389175,-0.0028067297235434,-0.0054217727304397,1.2164502554157526,-6.263860136038453,10.556766067764102,-9.029202375436624e-05
1014,1724559181497768460,-1.438452124595642,0.2089092433452606,0.1573239266872406,-0.0004815730790141,0.0490162186324596,-0.3860763013362884,0.9211635589599608,0.0,0.0,0.0,0.2646001350277362,0.3451583344147698,0.3174978835356554,5.104190771,0.0229620708973273,0.048561855062135,0.0012743111157041,-2.369137656840775,-10.388945922941202,4.534992529289849,-0.0389026252886058,0.0900537292866494,-0.795509248726923,0.0057977237686799,0.0002475764620406,-0.0031045645276055,-19.249485478995776,-8.681953595833944,14.2520506825081,-3.694600841919646e-05
1016,1724559181506497356,-1.4383879899978638,0.2089245915412902,0.157305970788002,-0.000898506201338,0.0484819523990154,-0.3858266472816467,0.9212960600852966,0.0,0.0,0.0,-0.0221832682849457,0.2261142941815737,0.3760073075612052,5.112919667,-0.0435265481960285,-0.1511598977930937,0.0596716901108971,0.3204566396481967,-3.304034996692647,2.438164653376273,-0.0392312837637645,0.0887556118902163,-0.7949348820005202,0.0077000267309443,0.0034908537487581,0.0002801351162577,-32.099903466168286,-19.747194105954627,-1.4073152885020654,-1.2646476339801291e-05
1018,1724559181514876167,-1.4383206367492676,0.20896777510643,0.157327115535736,-0.0008349990239366,0.0483623743057251,-0.3856540620326996,0.9213746786117554,0.0,0.0,0.0,-0.2850733503458982,0.0115208714406186,0.2989866423980158,5.121298478,0.0229981787532655,-0.0213946139755754,0.0459031102754371,3.434341975143635,9.622547848310363,-2.6751246938987863,-0.0390037957505251,0.0885915316755217,-0.7945420311255983,0.0055829688236812,0.0042156656595935,0.0033361208453488,-21.004932604221185,-24.20258185436268,-16.2677102499098,2.5547288760544143e-05
1020,1724559181529089933,-1.4383004903793335,0.2090050727128982,0.1573941260576248,-0.0011532928328961,0.0482927113771438,-0.3857525587081909,0.9213367700576782,0.0,0.0,0.0,-0.3335738679180354,-0.2985183436202878,-0.1028417868846822,5.135512244,-0.0368192617032484,-0.026034108971299,-0.0170009191647319,2.3876508789923316,2.4114410989020643,0.8068855048799974,-0.0395472507096023,0.0882122882414502,-0.7947698702508923,0.0007496416838961,0.0025713838629215,0.0060006851664731,-1.2640181655232112,-16.359218753241695,-24.090574654309783,6.719811218385655e-05
1022,1724559181536600397,-1.4382975101470947,0.2090241760015487,0.1574442982673645,-0.0011220290325582,0.0482923723757267,-0.385719895362854,0.9213504791259766,0.0,0.0,0.0,-0.3345421254432623,-0.3997420173784387,-0.2671857379515771,5.143022708,0.0072894746711642,0.0029420387406031,0.0098240726495596,9.066360395761643,1.6985469854143287,2.514553336917882,-0.0394860575859734,0.0882372783332926,-0.7946967034567999,-0.0017299702967221,-0.0003962087109279,0.0040762238675604,5.793029282257306,-5.436642930872136,-14.318055342959376,4.953366137658885e-05
1024,1724559181544749336,-1.4383304119110107,0.2089949548244476,0.1574544906616211,-0.000710824271664,0.0481118485331535,-0.3856626749038696,0.921384334564209,0.0,0.0,0.0,-0.2349750236706262,-0.3729484676947774,-0.3169846573482436,5.151171647,0.1094056578920074,-0.0023107386004398,0.0209682055140916,5.438877486656375,0.3655339642842437,-1.1945203426269653,-0.0385793524006741,0.0882251384106384,-0.7945246256054005,-0.0044949294741485,-0.0036944801533174,0.001802141206677,13.888472543888746,11.68454424903119,6.470342178720167,8.256239521313255e-06
1026,1724559181557231251,-1.4383952617645264,0.2089467644691467,0.1574875265359878,-0.0004320452862884,0.048135295510292,-0.3859220743179321,0.9212746024131776,0.0,0.0,0.0,-0.029690699712334,-0.0665704746561348,0.0043199480605054,5.163653562,0.0416958697526393,0.0215643401937042,-0.0429256107581196,-2.769054439842147,-2.595127285457512,1.64679723939824,-0.038107243433187,0.088473555834853,-0.7950724001254991,-0.0054332392514879,-0.0077416103057323,-0.0028794162794021,10.115278165383984,37.60871209449409,41.49892473757699,2.8861558269037668e-05
1028,1724559181563878009,-1.438432216644287,0.2088815718889236,0.1574488282203674,-0.0003481715393718,0.0480577163398265,-0.3859518766403198,0.9212661981582642,0.0,0.0,0.0,0.0151337779809776,0.2296415173923465,0.3359258315364561,5.17030032,0.032689976018299,-0.0116404333627204,-0.0080327101782872,-0.1868554169082004,-4.565246854546234,3.9548249156731066,-0.0378944306264494,0.0883942112685267,-0.7951230045240589,-0.0054696008841901,-0.0072720756952797,-0.0015078721797667,6.050985214808399,26.599410955873942,25.905527162472495,-3.9425206767195755e-05
1030,1724559181573707570,-1.4384846687316897,0.2088469564914703,0.1574967205524444,-0.0002240873291157,0.0477394424378871,-0.3859086632728576,0.9213009476661682,0.0,0.0,0.0,0.0645410828659103,0.2299478539102485,0.2419185955229585,5.180129881,0.0478329319910272,-0.0502584970908471,0.0120198740114164,-0.7373957885759546,2.4182384532693493,-2.0888838811936448,-0.0374121800247707,0.0879050001262545,-0.7949858893342777,-0.0050213282332478,-0.0027034993623891,0.0036777354721877,1.0319441161132072,-15.11050335333758,-16.209562980468558,4.431217084404085e-05
