seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,lyap_z,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz,forward_velocity,forward_velocity_1,deviation
48902,1724912054186905709,-1.2580335140228271,-0.2994599938392639,0.2164731621742248,-0.0045894579961895,-0.0214631967246532,-0.3916741609573364,0.91984224319458,0.0,0.0,0.0,-1.098905937431108,0.121659880281127,-0.47413413656361986,0.0,0.2164731621742248,0.0,0.0,0.0,22.175035067502698,-12.179365582028346,-10.083755545972027,0.008377880417806067,-0.04309399127569089,-0.8052865790199091,0.041621951592975014,-0.0026651249638368762,0.012498086017145433,162.00907864643233,10.891289361330138,-5.982689393587472,0.0,0.0,0.055169714614149046
48904,1724912054192865894,-1.257785439491272,-0.2994758784770965,0.2165476530790329,-0.0043080444447696,-0.021817272529006,-0.3918294012546539,0.9197691082954408,0.0,0.0,0.0,-0.1333018570188218,0.18657397976318646,-0.509792072146939,0.005960185,0.2165476530790329,0.13216731138380355,-0.07259127205152162,-0.06010104854876928,16.040873938157567,-8.738426379058355,-6.92732132740019,0.009181308812595587,-0.04352348329083526,-0.8056488534797187,0.035072268908287185,-0.0019400095702835074,0.009672158848410994,105.77025218972761,3.6566266457617824,-6.716994886120743,0.03126613792193165,0.026420983918149732,0.055169714614149046
48906,1724912054211665674,-1.257514476776123,-0.2994693517684936,0.2165619134902954,-0.0038232447113841,-0.0223589800298213,-0.3918409347534179,0.9197533130645752,0.0,0.0,0.0,-1.4797384562141538,-0.17368895166873166,-0.679613521691317,0.024759965,0.2165619134902954,0.06998391131546526,-0.032828252006369754,-0.003160451837341907,-36.594690933112865,-14.635737547418895,-30.561439353130623,0.010499863034315812,-0.044140031400679985,-0.8057143818232035,0.08982537194827955,0.005416867422638916,-0.0020262922044480547,-462.15058222852537,19.177467697210783,114.64990286506043,0.009756012344762581,0.010194090756678867,0.055169714614149046
48908,1724912054214534891,-1.2572237253189087,-0.2994515895843506,0.2165548801422119,-0.0039314762689173,-0.0224400870501995,-0.3919813632965088,0.9196910858154296,0.0,0.0,0.0,-2.976761827266065,-0.10187531616455836,-0.2964973723694975,0.027629182,0.2165548801422119,-0.04959055514520145,-0.0821565259898657,-0.1055569836525044,-26.53640609801093,-19.818020859922427,-20.95329647168223,0.010371098495146908,-0.04437258653165439,-0.8060200482906277,0.083656353336103,0.0046710958088951315,-0.004001363600055541,-384.2117054678361,28.678273266952967,133.96354420429196,0.06552157434595696,0.07465082796787635,0.055169714614149046
48910,1724912054222897519,-1.2569550275802612,-0.2994495630264282,0.2164836376905441,-0.0040751527994871,-0.0237979106605052,-0.391665369272232,0.9197909235954284,0.0,0.0,0.0,-2.837378999593099,0.22689682270353054,0.8344453256969575,0.03599181,0.2164836376905441,0.09747820153014139,-0.3118873032180392,0.07835749694055819,12.524684611130546,6.057376387063743,-1.1499188080886356,0.011157603917442355,-0.04698768523086774,-0.8053921996515093,0.03861324081403694,0.00767133054450575,0.0030704426424570386,122.0964203816921,-5.285630678484065,41.45949630952204,0.02166184420713564,0.022756955108831974,0.055169714614149046
48912,1724912054233096585,-1.2564805746078491,-0.2992789149284363,0.2166591137647628,-0.0029537915252149,-0.0233434904366731,-0.3926863074302673,0.9193714261054992,0.0,0.0,0.0,-0.2806997846143291,-0.3817825983955121,0.0908061966073273,0.046190876,0.2166591137647628,0.1622563371841529,0.16694612823557547,-0.22123330002785416,-6.973913346489722,4.240131315054805,-3.360687324090275,0.012915658985173254,-0.04525795175390189,-0.8076302570028964,0.04137935058436426,0.008345161519292432,0.011441707595382766,156.38839092042343,-27.26310256411332,-49.54856201728096,0.02082135659957839,0.04350665148778922,0.055169714614149046
48914,1724912054243007590,-1.256119966506958,-0.2992769777774811,0.2167170047760009,-0.0035074767656624,-0.0241969842463731,-0.3927054703235626,0.9193392992019652,0.0,0.0,0.0,0.36115770215827037,-0.3397784042581247,-0.17525015008247236,0.056101881,0.2167170047760009,-0.03519911080054311,-0.20236006024003889,-0.004001553489633259,-17.96714208717974,-33.47679819381553,19.800031501163048,0.01256982082010254,-0.047262881553430516,-0.8076956340748017,0.033281826445613616,0.0002480282233351394,0.0053111808451947184,426.46035842649485,-622.4574477067861,-920.6623594798165,0.025254580119598014,0.02501709439514788,0.055169714614149046
48916,1724912054335948664,-1.2557309865951538,-0.2992081046104431,0.2167487889528274,-0.0037850644439458,-0.0248073656111955,-0.3931269645690918,0.9191417694091796,0.0,0.0,0.0,355.2388581211276,-604.3949337257275,-864.7591555272438,0.149042955,0.2167487889528274,-0.0005678626319418811,-0.014492172103568395,-0.009909318849880161,-9837.03232109247,6999.902846417491,-8969.137888160558,0.012562028456638128,-0.0485981210337947,-0.8086345506372374,1.0937047500251538,0.3845824082826539,0.3753925669844307,638539.576352114,504359.9164248761,503687.2045213133,0.0023676525893287343,0.0034075313553149043,0.055169714614149046
48918,1724912054336376473,-1.255260944366455,-0.2990428209304809,0.2169101238250732,-0.0043441127054393,-0.0238662771880626,-0.3939112722873688,0.9188283681869508,0.0,0.0,0.0,629.6617355372832,-387.61923282918167,-648.2670515356101,0.149470764,0.2169101238250732,-4.2283107441570245,2.9939095665356903,-3.8646492251411613,-1272.1799748983044,-14848.168824348999,8659.064236605771,0.010831728415451478,-0.04729804811931457,-0.8102746705190895,1.246356202818788,0.12481849204618811,0.0037300834077882428,-119657.16998695093,1080658.0760796242,1691525.901006971,0.49474242364189724,1.0209991223233963,0.055169714614149046
48920,1724912054336694758,-1.2548292875289917,-0.2990650236606598,0.2168228924274444,-0.0051685282960534,-0.0247123911976814,-0.3934662938117981,0.9189923405647278,0.0,0.0,0.0,411.3435190740861,92.24882193802594,170.8417888768006,0.149789049,0.2168228924274444,-2.594343382015427,-6.913299560963643,3.0755425541347585,8656.01508104666,-6282.095672752866,4213.495646491421,0.009959678124473844,-0.049508502303790516,-0.8093175278193658,1.511376762476857,0.053440971737302334,-0.15039125509554196,-747945.440422284,928008.3945841517,1674434.6068318267,0.9714851476145653,0.8954869406983477,0.055169714614149046
