,lyapunov_exponent
0.8,-3.855788751718976
0.81,-3.8488374278057544
0.8200000000000001,-3.8429959541101564
0.8300000000000001,-3.8382307291612934
0.84,-3.8341334659935113
0.85,-3.830407901882994
0.86,-3.8265126625169956
0.87,-3.8221351208120833
0.88,-3.816849274183913
0.89,-3.809928708035666
0.9,-3.802884361379431
0.91,-3.79589612653413
0.92,-3.789224110761468
0.93,-3.7837024518749574
0.9400000000000001,-3.7791240148753507
0.9500000000000001,-3.775049445544298
0.96,-3.7711478022304137
0.97,-3.767061632096456
0.98,-3.762457956678503
0.99,-3.756989868514833
1.0,-3.750177068256891
1.01,-3.743334768869443
1.02,-3.7366411146334175
1.03,-3.7303005270912064
1.04,-3.7251427521658824
1.05,-3.7209053822808067
1.06,-3.7171758172628078
1.07,-3.713494327552492
1.08,-3.709613232096555
1.09,-3.7052537253014144
1.1,-3.700150173532727
1.11,-3.6939739262222404
1.12,-3.6878748376399004
1.1300000000000001,-3.6819164262004205
1.1400000000000001,-3.676263038919736
1.1500000000000001,-3.671761010660009
1.16,-3.6680742694787023
1.17,-3.6648990444826453
1.18,-3.6615071063222886
1.19,-3.657888334684259
1.2,-3.6538676860550976
1.21,-3.649033401780833
1.22,-3.6432034225595253
1.23,-3.637391839746676
1.24,-3.6316946163708343
1.25,-3.626206724774377
1.26,-3.6217738163031203
1.27,-3.618056311526928
1.28,-3.61461377145373
1.29,-3.6107053727386136
1.3,-3.606403337994252
1.31,-3.6016725321188443
1.32,-3.596168093124287
1.33,-3.5898727508391963
1.34,-3.583744463170183
1.35,-3.577882954586986
1.36,-3.5723496305079157
1.37,-3.567951603687831
1.3800000000000001,-3.5642133476047047
1.3900000000000001,-3.560683629208489
1.4000000000000001,-3.556571145788923
1.41,-3.5520173932334456
1.42,-3.547154072027058
1.43,-3.5416307970162344
1.44,-3.535491989424307
1.45,-3.5295995842890737
1.46,-3.5239844614800195
1.47,-3.5186706271586865
1.48,-3.514483112282159
1.49,-3.510893806158686
