,lyapunov_exponent
0.8,-4.009880480088036
0.81,-4.001042956450679
0.8200000000000001,-3.993270447942047
0.8300000000000001,-3.9871974698870933
0.84,-3.982937492192214
0.85,-3.980168895718126
0.86,-3.978175645909537
0.87,-3.975607063577043
0.88,-3.9719779987689194
0.89,-3.9660278516738634
0.9,-3.9589696987281626
0.91,-3.9511009639541403
0.92,-3.9435834685493143
0.93,-3.937059103258912
0.9400000000000001,-3.9320927505482532
0.9500000000000001,-3.928690697710062
0.96,-3.926656116491977
0.97,-3.9251611633099612
0.98,-3.9230840793067725
0.99,-3.920026983643141
1.0,-3.914895684090592
1.01,-3.908798947949665
1.02,-3.9020406888376264
1.03,-3.8956570005169326
1.04,-3.890171589996386
1.05,-3.886079821112638
1.06,-3.8833691729087327
1.07,-3.8818204045407936
1.08,-3.880623036256
1.09,-3.8789331101430746
1.1,-3.8763649058410974
1.11,-3.8721248363523926
1.12,-3.8671787465928853
1.1300000000000001,-3.861708198262883
1.1400000000000001,-3.856488558158945
1.1500000000000001,-3.8519809583691975
1.16,-3.8486140447283055
1.17,-3.846284494701438
1.18,-3.84477746129775
1.19,-3.8433819297576264
1.2,-3.841473562374508
1.21,-3.838814403853298
1.22,-3.8348819375486034
1.23,-3.830426591610789
1.24,-3.8256340626284433
1.25,-3.8210005950875745
1.26,-3.8170121023671393
1.27,-3.813909930185763
1.28,-3.8116002562372957
1.29,-3.8099319811280554
1.3,-3.8082282569501955
1.31,-3.806059542067009
1.32,-3.80325247664627
1.33,-3.7994477641142548
1.34,-3.795241781246023
1.35,-3.7907569467764732
1.36,-3.7864852482000697
1.37,-3.782764413799713
1.3800000000000001,-3.7798305616265377
1.3900000000000001,-3.7774565516001037
1.4000000000000001,-3.7755824910892204
1.41,-3.773546003437721
1.42,-3.771117439965477
1.43,-3.7682663005964456
1.44,-3.7647756016826794
1.45,-3.7611250400020473
1.46,-3.757388306630192
1.47,-3.7537624431820302
1.48,-3.750513276803551
1.49,-3.7478344324281587
