seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az
294,1724237148141075917,-2.0666511058807373,0.012478988617658615,0.1658347249031067,-0.01414758525788784,0.02883801981806755,0.2690139412879944,-0.9626004695892334,0.0,0.0,0.0,0.0,0.0,0.0
296,1724237148141485837,-2.065432071685791,0.0119660384953022,0.1662883162498474,-0.013417796231806278,0.031204698607325554,0.2684755027294159,-0.9626875519752502,0.0,0.0,0.0,0.0,0.0,0.0
298,1724237148149809541,-2.0643227100372314,0.011534560471773148,0.16663697361946106,-0.012499287724494934,0.032908253371715546,0.26854291558265686,-0.9626243114471436,0.0,0.0,0.0,0.0,0.0,0.0
300,1724237148160535421,-2.0632779598236084,0.011194083839654922,0.1666460633277893,-0.013656644150614738,0.033578768372535706,0.26916006207466125,-0.9624130129814148,0.0,0.0,0.0,0.0,0.0,0.0
302,1724237148170479532,-2.061992883682251,0.010642018169164658,0.1667432337999344,-0.01365389209240675,0.03466671332716942,0.2695760428905487,-0.9622581005096436,0.0,0.0,0.0,0.0,0.0,0.0
304,1724237148180206922,-2.0607776641845703,0.010276637971401215,0.16707241535186768,-0.013005729764699936,0.03453795239329338,0.27062126994132996,-0.9619782567024231,0.0,0.0,0.0,0.0,0.0,0.0
306,1724237148190441733,-2.0595500469207764,0.00987306796014309,0.16741710901260376,-0.011937687173485756,0.03414358198642731,0.27122461795806885,-0.9618362784385681,0.0,0.0,0.0,0.0,0.0,0.0
308,1724237148199356882,-2.058344841003418,0.00935122836381197,0.1676001399755478,-0.011964812874794006,0.03581996634602547,0.271391898393631,-0.9617277979850769,0.0,0.0,0.0,0.0,0.0,0.0
310,1724237148209459793,-2.0570766925811768,0.008742980659008026,0.16766105592250824,-0.01241450384259224,0.038283541798591614,0.27116328477859497,-0.9616916179656982,0.0,0.0,0.0,0.0,0.0,0.0
312,1724237148218707313,-2.0558652877807617,0.00834883376955986,0.1678357869386673,-0.011297552846372128,0.039055489003658295,0.2719581425189972,-0.9614498019218445,0.0,0.0,0.0,0.0,0.0,0.0
314,1724237148231287179,-2.054658889770508,0.008033446036279202,0.16779720783233643,-0.011127137579023838,0.03897537291049957,0.27288320660591125,-0.9611929655075073,0.0,0.0,0.0,0.0,0.0,0.0
316,1724237148239373253,-2.053441286087036,0.007666868157684803,0.16763901710510254,-0.01111728884279728,0.03990887105464935,0.2732725739479065,-0.9610441327095032,0.0,0.0,0.0,0.0,0.0,0.0
318,1724237148249338692,-2.0523781776428223,0.007372270338237286,0.16746006906032562,-0.010989747941493988,0.041087254881858826,0.2735542058944702,-0.9609158635139465,0.0,0.0,0.0,0.0,0.0,0.0
320,1724237148259351508,-2.0512139797210693,0.007078893482685089,0.16731980443000793,-0.010529625229537487,0.042453691363334656,0.2740935683250427,-0.9607079029083252,0.0,0.0,0.0,0.0,0.0,0.0
322,1724237148268794850,-2.0501582622528076,0.007132072001695633,0.16761188209056854,-0.006015467923134565,0.0387088917195797,0.27708616852760315,-0.9600461721420288,0.0,0.0,0.0,0.0,0.0,0.0
324,1724237148279573698,-2.049158811569214,0.006900172680616379,0.16740308701992035,-0.005760286469012499,0.039552077651023865,0.2779945731163025,-0.9597507119178772,0.0,0.0,0.0,0.0,0.0,0.0
326,1724237148288964417,-2.048302173614502,0.006851586513221264,0.16724856197834015,-0.004988803528249264,0.04065824672579765,0.27873387932777405,-0.9594944715499878,0.0,0.0,0.0,0.0,0.0,0.0
328,1724237148299365788,-2.047410011291504,0.006810189690440893,0.16700908541679382,-0.005301748402416706,0.04094871133565903,0.27961963415145874,-0.9592226147651672,0.0,0.0,0.0,0.0,0.0,0.0
