,lyapunov_exponent
0.8,-5.20183910147313
0.81,-5.192580755633901
0.8200000000000001,-5.179858704555842
0.8300000000000001,-5.169666047888103
0.84,-5.161610480924918
0.85,-5.154718390447328
0.86,-5.148603007275186
0.87,-5.145236384049626
0.88,-5.141759107433456
0.89,-5.1290636141530905
0.9,-5.116526316683778
0.91,-5.1032870630900025
0.92,-5.093566356655076
0.93,-5.080957332065307
0.9400000000000001,-5.070466427617565
0.9500000000000001,-5.063024016321163
0.96,-5.055539727965762
0.97,-5.049559056292997
0.98,-5.044623708359609
0.99,-5.0395450041720595
1.0,-5.027588840167621
1.01,-5.016212744500945
1.02,-5.00299747215227
1.03,-4.992460112122187
1.04,-4.981100653584307
1.05,-4.970348555782185
1.06,-4.962350015924922
1.07,-4.953783176041041
1.08,-4.946901751854052
1.09,-4.941082620092799
1.1,-4.93599918495043
1.11,-4.925817898274099
1.12,-4.913493883779747
1.1300000000000001,-4.901465555280899
1.1400000000000001,-4.890888675098659
1.1500000000000001,-4.884115457784063
1.16,-4.872183152058098
1.17,-4.863887142613399
1.18,-4.854056671524146
1.19,-4.846500678762846
1.2,-4.840263863871008
1.21,-4.835026270722979
1.22,-4.82587683529229
1.23,-4.814712200445208
1.24,-4.805031266601235
1.25,-4.795531978167971
1.26,-4.78901290617853
1.27,-4.777615337413909
1.28,-4.769394505000087
1.29,-4.759381128059107
1.3,-4.751474041721953
1.31,-4.744585550859018
1.32,-4.739187278307135
1.33,-4.731079730618814
1.34,-4.7216739286148055
1.35,-4.712839363412746
1.36,-4.703993953608503
1.37,-4.697256804499802
1.3800000000000001,-4.687687419416904
1.3900000000000001,-4.679313022979852
1.4000000000000001,-4.669862787272145
1.41,-4.6620718370027765
1.42,-4.655206752106855
1.43,-4.649364190321171
1.44,-4.641821186805004
1.45,-4.6331327635275255
1.46,-4.62591811752634
1.47,-4.61830691532111
1.48,-4.612527757264994
1.49,-4.603057641272809
