seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,lyap_z,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz,forward_velocity,forward_velocity_1
1012,1724559181488100496,-1.4384915828704834,0.2089230269193649,0.1573651582002639,-0.0006747528095729,0.0488428249955177,-0.3860763907432556,0.921172559261322,0.0,0.0,0.0,0.17753283030576292,0.17307388610049598,0.12000376150474869,0.0,0.1573651582002639,0.0,0.0,0.0,2.37506789405998,5.022966062154938,0.13180759834274852,-0.03912407760065484,0.08958410326469135,-0.7955031556495094,0.004081342756479916,-0.0014256956381208166,-0.004264756573699819,2.1959643561345668,10.788935005390968,14.554346938835229,0.0,0.0
1014,1724559181497768460,-1.438452124595642,0.2089092433452606,0.1573239266872406,-0.0004815730790141,0.0490162186324596,-0.3860763013362884,0.9211635589599608,0.0,0.0,0.0,0.1987633346461551,0.27738092133095565,0.26071466375291785,0.009667964,0.1573239266872406,0.022962070897327696,0.0485618550621357,0.0012743111157041524,-2.876025904565856,-9.640948321264672,3.5783494183861415,-0.038902625288605885,0.09005372928664945,-0.795509248726923,0.005797723768694141,0.00024757646203887873,-0.003104564527607323,-12.26013745668728,2.032603509505652,13.846894729709241,0.004242715563712971,0.0014443329374387282
1016,1724559181506497356,-1.4383879899978638,0.2089245915412902,0.157305970788002,-0.000898506201338,0.0484819523990154,-0.3858266472816467,0.9212960600852966,0.0,0.0,0.0,-0.02218326828610795,0.22611429418167442,0.37600730756130674,0.01839686,0.157305970788002,-0.043526548196028726,-0.15115989779309444,0.05967169011089745,0.32045663964819115,-3.304034996692698,2.438164653376295,-0.03923128376376459,0.08875561189021632,-0.7949348820005202,0.007700026730930176,0.003490853748758127,0.00028013511625779586,-28.405877126283702,-15.94428224316262,1.7787251679542742,0.00405750829383237,0.006190037419528887
1018,1724559181514876167,-1.4383206367492676,0.20896777510643,0.157327115535736,-0.0008349990239366,0.0483623743057251,-0.3856540620326996,0.9213746786117554,0.0,0.0,0.0,-0.2850733503455521,0.011520871440711011,0.2989866423980175,0.026775671,0.157327115535736,0.022998178753265656,-0.021394613975575547,0.04590311027543741,3.434341975143645,9.622547848310436,-2.675124693898823,-0.03900379575052514,0.08859153167552179,-0.7945420311255983,0.00558296882367415,0.004215665659593526,0.0033361208453488445,-21.004932604024752,-24.202581854379876,-16.26771024992966,0.0017234105959268145,0.009498597315133703
1020,1724559181529089933,-1.4383004903793335,0.2090050727128982,0.1573941260576248,-0.0011532928328961,0.0482927113771438,-0.3857525587081909,0.9213367700576782,0.0,0.0,0.0,-0.3335738679144983,-0.2985183436208247,-0.10284178688514861,0.040989437,0.1573941260576248,-0.03681926170324882,-0.02603410897129933,-0.017000919164732144,2.387650878992409,2.411441098902124,0.8068855048800402,-0.03954725070960232,0.08821228824145023,-0.7947698702508923,0.0007496416838819187,0.002571383862925103,0.006000685166473119,-1.2640181655691265,-16.35921875323947,-24.090574654299196,-0.0012918984629339712,0.0032775941005834443
1022,1724559181536600397,-1.4382975101470947,0.2090241760015487,0.1574442982673645,-0.0011220290325582,0.0482923723757267,-0.385719895362854,0.9213504791259766,0.0,0.0,0.0,-0.33454212544114303,-0.39974201737877224,-0.267185737951788,0.048499901,0.1574442982673645,0.007289474671164344,0.002942038740603174,0.009824072649559819,9.06636039576134,1.6985469854144286,2.5145533369178947,-0.03948605758597349,0.0882372783332926,-0.7946967034567999,-0.0017299702966937502,-0.00039620871093148935,0.004076223867555129,5.793029281945968,-5.436642930818611,-14.31805534290969,-0.0021199527392075884,0.0026847360405341096
1024,1724559181544749336,-1.4383304119110107,0.2089949548244476,0.1574544906616211,-0.000710824271664,0.0481118485331535,-0.3856626749038696,0.921384334564209,0.0,0.0,0.0,-0.23497502367212325,-0.37294846769443596,-0.31698465734790715,0.05664884,0.1574544906616211,0.10940565789200475,-0.002310738600439751,0.02096820551409116,5.438877486655796,0.3655339642843327,-1.1945203426272122,-0.038579352400674116,0.08822513841063843,-0.7945246256054005,-0.004494929474134324,-0.0036944801533183025,0.0018021412066744347,13.888472543787575,11.684544249052408,6.470342178737569,-0.0003793203811962663,-0.005254425130700273
1026,1724559181557231251,-1.4383952617645264,0.2089467644691467,0.1574875265359878,-0.0004320452862884,0.048135295510292,-0.3859220743179321,0.9212746024131776,0.0,0.0,0.0,-0.02969069970854643,-0.06657047465672372,0.004319948060080847,0.069130755,0.1574875265359878,0.041695869752640634,0.021564340193704918,-0.04292561075812103,-2.769054439842457,-2.595127285457117,1.6467972393979065,-0.03810724343318701,0.08847355583485307,-0.7950724001254991,-0.005433239251487976,-0.007741610305728841,-0.0028794162794003597,10.115278165420658,37.60871209446918,41.498924737551846,-0.0011121827513592474,-0.006133401381084847
1028,1724559181563878009,-1.438432216644287,0.2088815718889236,0.1574488282203674,-0.0003481715393718,0.0480577163398265,-0.3859518766403198,0.9212661981582642,0.0,0.0,0.0,0.015133777983639185,0.22964151739178792,0.3359258315360143,0.075777513,0.1574488282203674,0.032689976018296985,-0.011640433362719709,-0.00803271017828674,-0.18685541690829344,-4.565246854546091,3.954824915673015,-0.037894430626449475,0.08839421126852672,-0.7951230045240589,-0.005469600884147496,-0.00727207569528332,-0.001507872179770331,6.050985214510723,26.59941095590427,25.90552716249531,0.00361139837436932,-0.011369432698938475
1030,1724559181573707570,-1.4384846687316897,0.2088469564914703,0.1574967205524444,-0.0002240873291157,0.0477394424378871,-0.3859086632728576,0.9213009476661682,0.0,0.0,0.0,0.0645410828637879,0.22994785391042208,0.24191859552318185,0.085607074,0.1574967205524444,0.04783293199102768,-0.050258497090847634,0.012019874011416524,-0.737395788575733,2.418238453268933,-2.088883881193401,-0.037412180024770716,0.08790500012625457,-0.7949858893342777,-0.005021328233233646,-0.002703499362390893,0.003677735472185084,1.0319441159380665,-15.110503353304221,-16.20956298044176,-0.001646028142327358,-0.005797045776665961
