seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz
38,1724235987331197927,-1.8138549327850344,-0.0310658067464828,0.1993855237960815,0.0003954180283471,-0.0217959117144346,-0.3416211903095245,0.9395848512649536,0.0,0.0,0.0,-0.3102115431900287,0.0257461431918856,-0.1112079901062595,0.099360965,0.0811090468226838,-0.0525493517249346,-0.0379106083631856,-2.019721871301511,0.9888150366141688,0.2059635486984508,0.0156485448968185,-0.0406992855793419,-0.6977739320404603,0.0710357724211263,-0.0033742517890897,-0.0039435469451074,-18.96736940998083,-9.02500836227126,17.881961924505386
40,1724235987341180502,-1.8131636381149292,-0.0310804210603237,0.1993302106857299,7.515905053878669e-06,-0.0218919403851032,-0.3418991267681122,0.9394816160202026,0.0,0.0,0.0,-0.1500096966380879,-0.1308814679646354,0.3075977853700397,0.10934354,-0.0676536039005639,-0.0450991205570152,-0.0576844314009518,-3.81374244012651,2.615972001995161,0.3684117330885295,0.0149970442328142,-0.0411406161437909,-0.6983571081315809,0.0674253275418266,-0.0035634221979599,-0.0028736070513879,12.237746721712448,-4.355557012029408,18.34424663652803
42,1724235987351289515,-1.8125007152557373,-0.0311379358172416,0.1993284672498703,4.636116500478238e-05,-0.0219022613018751,-0.3420403599739074,0.9394299983978271,0.0,0.0,0.0,-0.0653054393405359,-0.0588795279541451,0.2513489866827739,0.119452553,0.0073066755491641,0.0004854633150417,-0.0299108015740554,11.842323873504329,2.2417317139912547,3.2561451431196273,0.0150833492567894,-0.0411311642693144,-0.6986596659846966,0.0680757033715622,-0.0060323523388943,0.0022875826433512,-2.2704119435845964,16.68194188013695,-4.208166040208688
44,1724235987360803974,-1.8118306398391724,-0.031198401004076,0.199372261762619,0.0007616044022142,-0.0221552494913339,-0.3419984877109527,0.9394389986991882,0.0,0.0,0.0,-0.1822720565644044,0.1854432760356358,0.2234538781149079,0.128967012,0.159624378970452,0.0015085309853478,0.005625293206758,4.067777800960655,-3.422359314028387,1.2707288800275476,0.0165998775205945,-0.0411176607204375,-0.698605873124725,0.0662934326908271,-0.0049327639873872,0.0023578907244878,-2.985469226947795,8.009708139150042,-3.302142757940402
46,1724235987371049355,-1.81119704246521,-0.0312332473695278,0.19937165081501,0.0009703075629658,-0.0226259715855121,-0.3420319557189941,0.939415454864502,0.0,0.0,0.0,-0.1101681906446621,0.0725689641879874,0.1855370941983096,0.139212393,0.0695584813728104,-0.0724981601712076,-0.0085420882634652,-5.954701120172626,3.1392758843815773,-0.955329792472601,0.0173166877573116,-0.04185884523927,-0.6987061227351727,0.0644817029958346,-0.0022619559583438,0.0070309800238028,9.39461550258261,-18.478299522814385,-21.682105084300296
48,1724235987380673528,-1.8105525970458984,-0.0312447175383567,0.1995034217834472,0.0012277011992409,-0.0224559120833873,-0.3420902788639068,0.9393979907035828,0.0,0.0,0.0,0.0015552626909047,-0.1727234029092931,-0.1856969765928383,0.148836566,0.0378902381717585,0.0514000815135114,-0.0138716866255776,-6.817569790089923,-0.3186383207664853,1.923135707268117,0.0176865468033272,-0.041361900784857,-0.6988310485171685,0.0640241244596779,-0.0032642192549621,0.0063704108911775,15.6824609580927,-10.774600584249164,-28.45531981377505
50,1724235987390985358,-1.809924840927124,-0.031301274895668,0.1994882225990295,0.0007058926275931,-0.0228031426668167,-0.3419376611709595,0.9394456744194032,0.0,0.0,0.0,0.2082803590829653,-0.1212763021216107,-0.3673360145723692,0.159148396,-0.0713807517157114,-0.0976422617359008,0.0333257768128048,-2.1114029514233836,-0.815654860820406,-0.9975058223295658,0.016936814719972,-0.0423745651177741,-0.6985045307418449,0.0645826490686118,-0.0058030634297743,0.0031621779417232,1.4387434762531348,5.448656955883085,5.293570614768951
52,1724235987401325261,-1.8092186450958252,-0.0313645787537097,0.1995689868927002,0.0007470013224519,-0.0226222015917301,-0.3421070873737335,0.9393883347511292,0.0,0.0,0.0,0.0302215865514066,-0.0601733587476276,-0.0750876151979755,0.169488299,-0.0052368299166819,0.0353221495298611,-0.0347853239621317,3.3509021792427127,0.3413083015240006,1.2944141946510088,0.0168975868784586,-0.0420033054961432,-0.6988582950483666,0.0683341396493943,-0.0057617611616918,-0.0012188749143664,-20.448416468052663,-7.602825900581257,42.330867854301374
54,1724235987410852611,-1.8085672855377195,-0.0314163081347942,0.1994781047105789,0.000625507265795,-0.0229414254426956,-0.3418982028961181,0.939456820487976,0.0,0.0,0.0,-0.1929339841449158,-0.2512275273484655,0.451700327312951,0.179015649,-5.18695891395446e-05,-0.0713175866324438,0.0467370299658394,2.114589703129667,-1.269337452326419,3.0970134056037395,0.0168787170856773,-0.0426902032240799,-0.6984242759003666,0.065702333983765,-0.0068983606346082,0.0011261160211777,0.6731452698589373,-21.48271756951956,21.652354848828654
56,1724235987420916364,-1.8079344034194944,-0.0315013453364372,0.1996028125286102,0.0008392988238483,-0.0229055639356374,-0.3417998254299164,0.9394932985305786,0.0,0.0,0.0,0.0699870324599243,-0.4826202218555642,0.3120009630567211,0.189079402,0.037922443960021,0.0214003028504672,0.0198665535797544,0.1272652632290029,-2.183438982529292,2.4328735572034237,0.0172516838688988,-0.0424782767598154,-0.6982204802542191,0.0646462337333417,-0.0108291039605006,0.0078571752642897,5.217542144361937,-8.966458386238115,-24.487981513074935
58,1724235987430929422,-1.80726957321167,-0.0316334813833236,0.199636310338974,0.0006468223873525,-0.023447087034583,-0.3413527011871338,0.9396425485610962,0.0,0.0,0.0,-0.0860678536536219,-0.4326639548620387,-0.0388675604547668,0.19909246,0.0028719590015717,-0.1140014984203713,0.0950652927613934,0.9087653137727872,3.9220254926023816,0.2028439780446658,0.0172402809068917,-0.0436360186844608,-0.6972874337560252,0.0670897591256505,-0.0165785275887198,0.0074261893599594,2.93608961784216,14.886777362925276,-40.90337521338476
60,1724235987440925956,-1.8065919876098633,-0.0318329632282257,0.1997512727975845,0.0010762420715764,-0.0230762604624032,-0.3412322998046875,0.9396951794624328,0.0,0.0,0.0,0.1281254033221754,-0.1850687087802731,-0.5062653096287288,0.209088994,0.0559608706875718,0.0993024010409882,0.0241666686773983,3.2275193566706815,7.130510930556796,-2.4153662803531804,0.0177885217879419,-0.0426477312979347,-0.6970283995249266,0.0629349512980752,-0.0194912065491763,0.0070793133817721,34.42165433063353,11.58578476574329,-15.190173007849884
62,1724235987452880599,-1.8059089183807373,-0.0320593416690826,0.1997727006673813,0.0013935611350461,-0.0233130324631929,-0.3408742845058441,0.9398187398910522,0.0,0.0,0.0,0.7254030638038476,-0.2350233063936457,-0.2365840237768061,0.221043637,0.064762472958299,-0.0185664047372334,0.0621549880410327,-3.0580853430706383,-15.479464327601082,6.29011575375527,0.0185311122770858,-0.0428831334840352,-0.6962887048069052,0.072240263522147,-0.0201839372631305,-0.0057145540573664,-58.99030422167872,9.83072917894385,72.40139053090678
64,1724235987461541044,-1.805188536643982,-0.0322419703006744,0.1996761113405227,0.0011613845126703,-0.0240998230874538,-0.3403196930885315,0.9400002360343932,0.0,0.0,0.0,-0.4690447490913487,-0.0619899432379089,0.7031567237299022,0.229704082,0.0144724739136502,-0.1878840014700532,0.1361574276945533,-1.6797090436034092,2.6199290450931114,-0.6829276392887482,0.0186062105484432,-0.0445319117534886,-0.6951389066341117,0.0781901700820952,-0.0233303212280946,-0.0025333744350923,30.030706844536745,-13.104523037029736,42.90013544765761
66,1724235987471448705,-1.804470419883728,-0.0324985384941101,0.1997487097978592,0.0015168138779699,-0.0237590260803699,-0.3401983082294464,0.9400522708892822,0.0,0.0,0.0,1.732124297679856,-0.5668183373515479,0.3845476407100679,0.239611743,0.0446096562193142,0.0893659734431195,0.024798729154529,1.2114360021947552,17.60224220545296,-7.157352992232153,0.0190366119148588,-0.0436512789305425,-0.6948762476640349,0.0604396168138521,-0.0205292421026599,0.0082397700732803,89.74749646775118,-16.288678524469756,-42.820815375573126
68,1724235987488333111,-1.803796410560608,-0.0326907411217689,0.1999140828847885,0.0018632434075698,-0.0230976175516843,-0.3400246798992157,0.9401310682296752,0.0,0.0,0.0,-0.5628229061902275,0.155598345796081,-0.6452726756548353,0.256496149,0.0123969445680127,0.0878619999061158,0.0214153066628109,-101.09618587520625,-124.05660458408254,91.50352107830116,0.0192291892390754,-0.0421749801027835,-0.6944861334161042,0.1910771599199279,-0.054544217203297,-0.0054899588621282,-947.709254755714,242.9333915854164,102.44991190254592
70,1724235987491315321,-1.8031469583511353,-0.0328761376440525,0.1998896598815918,0.0011968072503805,-0.0234124921262264,-0.3395569920539856,0.9402933716773988,0.0,0.0,0.0,-3.816686655527236,0.9855009878169648,-0.2536550428678911,0.259478359,-0.3413389035611037,-0.347398655283781,0.3426015115298063,-88.32663040850301,-110.8332317381228,79.6059161319773,0.0181684234075569,-0.0432299173871963,-0.6934830416784997,0.1850268216163328,-0.0529370857281337,-0.0073258655007668,-873.5549522568845,214.61085526194069,119.30079676473206
72,1724235987502547242,-1.802454113960266,-0.0330802500247955,0.1998439133167266,0.0007119187503121,-0.0238764900714159,-0.3393097519874573,0.9403714537620544,0.0,0.0,0.0,-4.425969332059799,0.7024175927663681,0.5779629861738319,0.27071028,-0.0521172894865077,-0.1066277937677817,0.048237390178136,16.576165799498003,22.545318864312172,-15.529891686175096,0.0175602243646166,-0.0444370405699376,-0.6929622356906886,0.0665257922671571,-0.0229757743600567,0.0051372375056342,214.00177520232748,-93.26456244841624,-55.4865506484314
74,1724235987512399420,-1.8017568588256836,-0.0333481207489967,0.1999741196632385,0.001070289639756,-0.0233503840863704,-0.3393633067607879,0.9403648972511292,0.0,0.0,0.0,0.0005880617980071,-0.8046202796809692,-1.0880641133386886,0.280562458,0.0319147361480503,0.1250767321685778,-0.0124880512406265,1.9827565861158656,-3.2866172724149014,0.8126405810969564,0.0178790872456229,-0.0432027672578058,-0.6930633905723755,0.0758470440315051,-0.0330376493894202,0.0062369391081649,147.66689139154607,-51.39187661382425,-151.75684368349854
76,1724235987520983416,-1.80106782913208,-0.0336754582822322,0.1999754607677459,0.0009145911899395,-0.0237687285989522,-0.3391754031181335,0.9404223561286926,0.0,0.0,0.0,-0.9877508568520076,-0.4860973091361842,-2.2610157546107947,0.289146454,-2.7133056218197492e-05,-0.1036095630041146,0.0466637665518751,-3.985313444653809,-24.878221468000472,7.874697331867878,0.017862054777743,-0.0440991659840678,-0.6926784006547169,0.0687804749801728,-0.0383240641502058,-0.0120755042435343,-46.38811458632553,36.352223735077246,-10.476026547835865
78,1724235987532055677,-1.8004703521728516,-0.034102514386177,0.1996670663356781,-1.8905622710008178e-05,-0.0255219005048275,-0.33841273188591,0.9406517148017884,0.0,0.0,0.0,-0.5195083311675162,-0.0943699627401848,-0.575102410008818,0.300218715,-0.0479270725234231,-0.3538919676332277,0.1479042745709333,-2.101526683929574,-22.553112827368057,8.508700577354698,0.0172590772874753,-0.0480457173397646,-0.6911083124164762,0.0554941282386352,-0.0418532228781505,-0.0389337318567051,97.1994192808416,31.17629835067909,233.61602524805608
80,1724235987542102133,-1.7998988628387451,-0.0345529206097126,0.1991749107837677,-0.001264447113499,-0.0281794369220733,-0.3373418152332306,0.9409595727920532,0.0,0.0,0.0,0.9575412919830136,0.1805293272732266,2.5134849691961794,0.310265171,-0.0487612610089247,-0.5800028212843722,0.2275988652899678,2.9989724960752477,10.821103811932094,-1.9847516461519192,0.0166575873687336,-0.053910633749461,-0.6889179832902803,0.0564777587736529,-0.0407560305860108,-0.0278418014618058,115.89472339974732,53.42708755684848,217.75776250055085
82,1724235987553227910,-1.799275517463684,-0.0349561385810375,0.1991256922483444,-0.0012512364191934,-0.0284775905311107,-0.3369017243385315,0.9411082863807678,0.0,0.0,0.0,1.863439852951123,1.0960864980420004,3.83134627432906,0.321390948,0.0225781917139345,-0.048978112622164,0.0833246581942766,7.102352574127152,32.01537056307758,-29.91497876891203,0.0168590031308037,-0.0544710130128564,-0.6879988567757802,0.0777227341510951,-0.0378687954549161,0.0174882218432141,-62.300054556639154,32.27429436237965,-104.22389453856124
84,1724235987561620462,-1.7984858751296997,-0.0352842546999454,0.1994111835956573,-0.0007065757527016,-0.0281265638768672,-0.3379778563976288,0.9407334923744202,0.0,0.0,0.0,0.4307007844503188,1.0503017288983996,1.5469333210533542,0.3297835,0.0865549781165186,0.1202314805192637,-0.2750288472854453,1.9677117901011645,56.94822935489033,-19.39191385240737,0.0177091011679309,-0.053422222200713,-0.6902926167573747,0.0930699799228307,-0.0233736358714709,0.0481047526129252,-190.23260911662328,-87.27879016354575,-363.20058287375514
86,1724235987570621656,-1.7976579666137695,-0.0353428609669208,0.1999801844358444,0.0010349568910896,-0.0240196175873279,-0.3389219939708709,0.9405072927474976,0.0,0.0,0.0,-1.470037122025326,-0.5252325701369955,-2.600868674235527,0.338784694,0.0496703014877949,0.9879681033890452,-0.2245732648505586,-3.5839167503305265,13.396735361639578,7.083127407782735,0.0182473936587801,-0.0444943915619862,-0.6921560557098916,0.0834507969707516,-0.0204539009367461,0.0417447764023997,-93.29763568936303,-121.6953032997864,-301.697674109455
88,1724235987580685091,-1.7969141006469729,-0.0357055701315403,0.2001587301492691,0.0014653290854766,-0.0231580697000026,-0.3395651876926422,0.9402962923049928,0.0,0.0,0.0,-1.0828013278461026,-1.149765813291571,-3.846853459884695,0.348848129,0.0193849850818358,0.1888859709706544,-0.1366670758305026,-8.864077275792228,-66.43767263102433,11.234830934579351,0.0185008500530392,-0.0425685998201363,-0.6934974966186565,0.0641412257173357,-0.0352984727293541,-0.0057417087154796,100.2516180771398,-14.415475991959935,99.3261722455904
90,1724235987592787091,-1.7962801456451416,-0.0361219272017478,0.1997474730014801,-0.000400720979087,-0.0252289082854986,-0.339388906955719,0.9403076767921448,0.0,0.0,0.0,1.0294457400813553,-0.6308314730668045,0.6026533389231538,0.360950129,-0.1730936414521963,-0.4264296037487069,0.0356751737431354,-7.567792938669436,-30.186747433099494,11.540582654775005,0.0163906255628731,-0.0477360002624875,-0.6931554600664236,0.0632036737834056,-0.0444781826622526,-0.039607669836247,88.68756895095791,92.76322465722174,355.90227359022384
92,1724235987601692008,-1.7956464290618896,-0.0365840122103691,0.1993579119443893,-0.0020384574308991,-0.0272918064147233,-0.3389020264148712,0.940423548221588,0.0,0.0,0.0,1.2566783578209693,0.5220735271569596,3.694845547160973,0.369855046,-0.1858572113224593,-0.5598840113148443,0.1207500629610651,17.85673302045642,32.285345221007205,-14.729933840366176,0.0146854147476271,-0.0527378325982184,-0.692156535602759,0.0796237995282211,-0.0492589593989174,-0.0119560662689846,-46.738853768821734,87.51991857387947,82.1073134894422
94,1724235987610833734,-1.7948391437530518,-0.037009622901678,0.1995469629764557,-0.0010501951910555,-0.0267704222351312,-0.3399229347705841,0.9400716423988342,0.0,0.0,0.0,0.1512893141087494,0.9284775465679986,1.9571708020998544,0.378996772,0.1584180381061649,0.178899032524944,-0.2418047745050659,14.717959604870346,52.37248451228126,-18.4416809900207,0.0162471389059052,-0.0510683951322784,-0.6943444513659036,0.0856006638944961,-0.0345483050370651,0.0273548657367967,-98.2283905937788,-47.48404703735689,-272.13411227916123
96,1724235987621406031,-1.7939672470092771,-0.0372280515730381,0.1999177783727646,-0.0001670143101364,-0.0249191336333751,-0.340800791978836,0.9398052096366882,0.0,0.0,0.0,-0.6098041735362392,-0.6976637809459247,-1.9231450801451155,0.389569069,0.0335173013228817,0.3848447990556843,-0.1773529791465509,-4.4351017788707185,-15.535968085026695,7.085923671538709,0.0166901800265562,-0.0469693685529465,-0.6961543649111493,0.0810560690954531,-0.0330548955360603,0.0193994844672058,-54.61123792878094,-69.9556161739884,-185.5688325568231
98,1724235987630823666,-1.7932157516479492,-0.0376433283090591,0.1999689787626266,-6.193226909090299e-06,-0.0252496637403965,-0.3412472009658813,0.9396344423294068,0.0,0.0,0.0,-0.9783259464470664,-0.6530061222666999,-2.148499504419112,0.398986704,0.0536510001279176,-0.0552170010095039,-0.102318225444328,-4.2002355900310775,-38.12817447964494,7.688235139309379,0.017241393313137,-0.0474729637451504,-0.6971277803566265,0.0738035796893825,-0.0466630110588894,-0.008532845593594,23.168561138590476,37.0602369304672,91.73596421630576
100,1724235987640704221,-1.792548656463623,-0.0381309986114501,0.19973985850811,-0.0008290517143905,-0.0267506539821624,-0.3413891196250915,0.9395409226417542,0.0,0.0,0.0,-0.1035958186843277,0.0481886964257145,-0.0430878638600939,0.408867259,-0.0535519381113899,-0.3428027567559751,-0.0292488403147728,-6.405643835662789,-9.349613176560196,7.664142380755532,0.0167293156924331,-0.0508546438854813,-0.6974746023068616,0.0619786239281126,-0.0449054875761383,-0.0212872284000509,104.59617426668606,62.526985263628056,210.46239411879077
102,1724235987652662485,-1.791887640953064,-0.0386035703122615,0.1995128244161605,-0.0015537672443315,-0.0275634750723838,-0.3410261869430542,0.9396483302116394,0.0,0.0,0.0,1.379709915596294,0.6737494243307482,2.4357004598553047,0.420825523,-0.0658312758815552,-0.168672700488912,0.0662923357973991,11.424710786397998,25.277962566578815,-14.743036956602008,0.0159026460590797,-0.0528843445933048,-0.6967138793643187,0.0765614742819735,-0.0462061975614505,-0.0037436737484046,-37.955659190336064,55.1215459758287,8.546200628503868
104,1724235987661416041,-1.7910810708999634,-0.0390508919954299,0.1995777189731598,-0.0008789387065917,-0.0272362455725669,-0.3418702185153961,0.9393520355224608,0.0,0.0,0.0,0.0094449684798187,1.1742616270448023,1.237044763449811,0.429579079,0.1139611979180254,0.121267145259763,-0.2084248474012144,8.994381952072896,44.52050332474751,-17.80249979457631,0.0169948630646729,-0.0517929641340907,-0.6985231569185516,0.0896655516950772,-0.0352943541428105,0.0237840716050428,-78.28861698167766,-20.17240405782339,-155.51998684932383
106,1724235987671109318,-1.7902384996414185,-0.0392233356833457,0.1999839842319488,0.0006223813979886,-0.0242912303656339,-0.3429316878318786,0.9390460848808287,0.0,0.0,0.0,0.0904921779745939,0.1484532882095539,-0.4699578864034728,0.439272356,0.0772237816066226,0.6751612857346552,-0.2352126346924131,-7.6830353677981424,4.428742912670441,7.061149917207242,0.0178485389299039,-0.0452097001755596,-0.7006913729171149,0.0737898623000106,-0.024687966036214,0.0152980100717909,37.422283556262734,-75.00698500686411,-73.34442715837663
108,1724235987684001160,-1.7895123958587646,-0.0396598801016807,0.1997248828411102,-0.0002967962645925,-0.0251339673995971,-0.342799037694931,0.9390724301338196,0.0,0.0,0.0,1.071212060122182,-0.2900928764993842,0.3463595327858484,0.452164198,-0.0885743268746265,-0.1715598968691054,0.0242714228170196,11.390787190952594,30.80184060529959,-15.526741582360732,0.0166939188747571,-0.0474264918190873,-0.7004163350026711,0.1045896037358034,-0.0389897801511769,0.0161920444611602,-142.2106822520841,19.3721051733361,-86.36029096533225
110,1724235987690719506,-1.7886407375335691,-0.0399397797882556,0.1999607235193252,0.0003800546983256,-0.0240408796817064,-0.3434391915798187,0.9388671517372132,0.0,0.0,0.0,-0.6484504053373294,0.0269796699918924,-0.7578924014517965,0.458882544,0.0728608285557277,0.3731701026097553,-0.2048741243282757,9.877224744854455,35.15089017862004,-17.355539528968375,0.0172450335715595,-0.0448964144481669,-0.7017514980706826,0.1071723068076124,-0.0380703210466595,0.0194888614613271,-160.57360690353676,10.235131114492642,-134.27865741119
112,1724235987702317334,-1.7878496646881104,-0.040309403091669,0.1998741179704666,-0.0004086098633706,-0.024604994803667,-0.3438379466533661,0.9387065172195436,0.0,0.0,0.0,-0.6008984778472204,-0.594298043613489,-1.7128941422915172,0.470480372,-0.095920957288582,-0.1387330146911722,-0.0707669823334184,-5.719613179144086,-19.63487217301231,4.631242100098641,0.0161713100067507,-0.0464914755227463,-0.7025998405960169,0.0789722360005669,-0.0399573149644458,-0.0142997831340832,29.00856587039739,-0.3614762373175253,45.18823065301385
114,1724235987711040234,-1.7870901823043823,-0.0407110042870044,0.1997045576572418,-0.0009840052807703,-0.0250844154506921,-0.3441575169563293,0.9385762810707092,0.0,0.0,0.0,-0.1844444038615829,-0.2483802103959509,-0.4820363075325716,0.479203272,-0.0878608395955047,-0.1492512684708133,-0.0758465993755626,-0.1105493198996923,-8.765486756217202,2.378976115958397,0.0154370842115672,-0.0477827611574231,-0.7032826910363722,0.0857405191294731,-0.0479728542475841,-0.0213653848061134,37.77755788124724,37.909410429452905,131.5912761093929
116,1724235987720759560,-1.7862712144851685,-0.0411982014775276,0.1994760334491729,-0.0019672692287713,-0.0263597592711448,-0.3442619740962982,0.938501477241516,0.0,0.0,0.0,0.0748106435100437,0.1011557684551653,0.6938964421635152,0.488922598,-0.1001392299778404,-0.3163138602193509,-0.0206548556478313,1.6646510059343969,-9.061366842692989,6.681612549232338,0.0144759744661826,-0.0508537740517737,-0.7035297057833079,0.0735474925952743,-0.0431254157507416,-0.0224986800955395,63.4093888480614,36.51332461003323,128.15842693206423
118,1724235987733412764,-1.7855170965194702,-0.0416285470128059,0.1992080509662628,-0.0028108824044466,-0.0280555095523595,-0.3437853455543518,0.9386249780654908,0.0,0.0,0.0,1.482270771039753,0.5722318881847253,2.4336089422518628,0.501575802,-0.0308448515029322,-0.2970900154393631,0.0804119922601684,12.374155102355616,32.17684381186442,-31.69509797790065,0.0140348128158409,-0.0546270492754698,-0.7025647066390557,0.0963916503111477,-0.048394795205735,-0.0003675625285666,-105.30297758783112,64.18737527929666,-68.94854299850928
120,1724235987740685635,-1.7846622467041016,-0.0420406460762023,0.1992923766374588,-0.0023969567846506,-0.0279465522617101,-0.3448552787303924,0.938236653804779,0.0,0.0,0.0,-0.1887795638744243,1.1517501731511317,1.069164715509354,0.508848673,0.0879855979056262,0.0650869287008904,-0.3159887813485568,8.333316232391123,46.58407775777513,-28.240313956612475,0.0147994148828697,-0.0541205820915099,-0.7048589932740045,0.1058212045687696,-0.0401000189995424,0.0201934379386905,-164.89751727019126,-11.727527436286648,-246.5216364854068
122,1724235987751221054,-1.7837262153625488,-0.0422103479504585,0.1996363550424575,-0.0011800280772149,-0.0255416370928287,-0.3459035456180572,0.937921702861786,0.0,0.0,0.0,-0.9360695552455232,-0.3668553050344412,-2.4271651159232333,0.519384092,0.053603764280456,0.5068150980561252,-0.2126881515011032,-8.880543886271699,-12.407339217295386,13.253412329968825,0.0154753384489245,-0.0487477679278817,-0.7070216716925076,0.0811641303179868,-0.0277942938578776,0.0046290541444626,47.30990250142024,-76.25399041741791,-38.797574382287465
