,lyapunov_exponent
0.8,-3.6770186282608766
0.81,-3.672195255021605
0.8200000000000001,-3.669635023229945
0.8300000000000001,-3.6660874114387774
0.84,-3.663537668009693
0.85,-3.6609031406284784
0.86,-3.658254435461332
0.87,-3.6550735758544106
0.88,-3.6511262747370536
0.89,-3.6452500510780745
0.9,-3.6393015393477053
0.91,-3.634100720337841
0.92,-3.6303075808657486
0.93,-3.628157442927854
0.9400000000000001,-3.62469327385203
0.9500000000000001,-3.621957242445433
0.96,-3.6186831474961147
0.97,-3.6153609148713466
0.98,-3.6118711681931894
0.99,-3.6079542728968375
1.0,-3.602269725539393
1.01,-3.5965459451054946
1.02,-3.5917635837946027
1.03,-3.588188828503218
1.04,-3.586162886529629
1.05,-3.5829538173517843
1.06,-3.5803746306015927
1.07,-3.5769970104940816
1.08,-3.5733224767741967
1.09,-3.5694963940177824
1.1,-3.5653164087845544
1.11,-3.5595245593182687
1.12,-3.5537856383173714
1.1300000000000001,-3.549129060092156
1.1400000000000001,-3.545677936623718
1.1500000000000001,-3.5437513483292493
1.16,-3.5425216227819334
1.17,-3.5403527403245496
1.18,-3.5370397337640305
1.19,-3.533476588309852
1.2,-3.530078016706251
1.21,-3.5260966670732383
1.22,-3.520684047371032
1.23,-3.5153225297548856
1.24,-3.5109716635984
1.25,-3.5076059606203693
1.26,-3.5056116627316976
1.27,-3.504217275404543
1.28,-3.501820062841745
1.29,-3.4983244237372717
1.3,-3.4946662305355316
1.31,-3.491145980501542
1.32,-3.487215351076269
1.33,-3.482069435360092
1.34,-3.476958841442076
1.35,-3.473551684131294
1.36,-3.4703045730860196
1.37,-3.468473602617919
1.3800000000000001,-3.46731621970611
1.3900000000000001,-3.4649394755234466
1.4000000000000001,-3.461382855500643
1.41,-3.4577365325912974
1.42,-3.454318979368388
1.43,-3.451008592113596
1.44,-3.446686085505863
1.45,-3.442303864386499
1.46,-3.4395333712247034
1.47,-3.4368177766487777
1.48,-3.435386630417741
1.49,-3.434491456845066
