,lyapunov_exponent
0.8,-5.268725296336263
0.81,-5.259170617324234
0.8200000000000001,-5.250527305335036
0.8300000000000001,-5.243049465964688
0.84,-5.23467835355643
0.85,-5.229556525024847
0.86,-5.227530560500915
0.87,-5.2249611814374255
0.88,-5.220601432347727
0.89,-5.210246938180386
0.9,-5.199363941705646
0.91,-5.188290075666834
0.92,-5.179246028043006
0.93,-5.170705399612901
0.9400000000000001,-5.163748272575939
0.9500000000000001,-5.155536623181226
0.96,-5.149753290099177
0.97,-5.146843127219584
0.98,-5.14334063781007
0.99,-5.137728356560311
1.0,-5.127210597155171
1.01,-5.116929888125462
1.02,-5.106218045360489
1.03,-5.097732437818551
1.04,-5.090218229241196
1.05,-5.084971716097728
1.06,-5.079128627982257
1.07,-5.076035150298903
1.08,-5.075732419279038
1.09,-5.0746557149243845
1.1,-5.071731135231606
1.11,-5.063511717391189
1.12,-5.0550663635275
1.1300000000000001,-5.046298060404081
1.1400000000000001,-5.039308260174331
1.1500000000000001,-5.031899604268443
1.16,-5.026507947651543
1.17,-5.02098922193373
1.18,-5.017101115184139
1.19,-5.016278245705213
1.2,-5.014422220817744
1.21,-5.011236735478674
1.22,-5.003435534749901
1.23,-4.995152591181662
1.24,-4.986639802628867
1.25,-4.979011690441365
1.26,-4.971118241657714
1.27,-4.964906220114162
1.28,-4.959295065309675
1.29,-4.9557296144209255
1.3,-4.95516723750404
1.31,-4.953666496641221
1.32,-4.949887418716209
1.33,-4.94255287846073
1.34,-4.934357124067995
1.35,-4.926309595813425
1.36,-4.918997186011415
1.37,-4.912063431920271
1.3800000000000001,-4.906982199356277
1.3900000000000001,-4.901817256011514
1.4000000000000001,-4.89859728290338
1.41,-4.897969895554138
1.42,-4.896978439668744
1.43,-4.893838820416346
1.44,-4.887899461010072
1.45,-4.8806149571212885
1.46,-4.87325819398615
1.47,-4.8665310505382955
1.48,-4.859255389747982
1.49,-4.853977956692704
