,lyapunov_exponent
0.8,-3.8845819490294247
0.81,-3.8754622365941187
0.8200000000000001,-3.8666369395023827
0.8300000000000001,-3.8581499669665265
0.84,-3.8501040075010504
0.85,-3.842568703881324
0.86,-3.83531056469018
0.87,-3.8281254061935277
0.88,-3.8206624301560526
0.89,-3.812301278071624
0.9,-3.804143986047509
0.91,-3.796111264307651
0.92,-3.7882869940712727
0.93,-3.7808519438725545
0.9400000000000001,-3.7738489808457665
0.9500000000000001,-3.7673167601886184
0.96,-3.761227012933183
0.97,-3.7555293218096435
0.98,-3.750047937506984
0.99,-3.7444926613459106
1.0,-3.7386449735220126
1.01,-3.7325199277887364
1.02,-3.7262309099662447
1.03,-3.719940137883241
1.04,-3.7137986523579105
1.05,-3.7079272862555497
1.06,-3.702367307404879
1.07,-3.6971042447619373
1.08,-3.692082688348524
1.09,-3.6871891575877562
1.1,-3.682217796501794
1.11,-3.676982615994828
1.12,-3.671521749267335
1.1300000000000001,-3.6659070581537208
1.1400000000000001,-3.660256235140461
1.1500000000000001,-3.6546770960957375
1.16,-3.6492666805390948
1.17,-3.6440702451682423
1.18,-3.6391134109388523
1.19,-3.6343709431028755
1.2,-3.62972343232441
1.21,-3.6249650931977304
1.22,-3.6199634628318944
1.23,-3.6147094959980537
1.24,-3.6092894288572963
1.25,-3.603795015011885
1.26,-3.598340182027365
1.27,-3.59304549823535
1.28,-3.587961971898541
1.29,-3.5831137778318554
1.3,-3.5784780341618547
1.31,-3.573926512341367
1.32,-3.5692550533423524
1.33,-3.5643380921098142
1.34,-3.559216064177162
1.35,-3.553910479840746
1.36,-3.548480559062663
1.37,-3.5429659390746777
1.3800000000000001,-3.537557347743287
1.3900000000000001,-3.5323005845614546
1.4000000000000001,-3.5272341154852045
1.41,-3.5223362327081564
1.42,-3.5175041655724777
1.43,-3.512547093468097
1.44,-3.5073734247243387
1.45,-3.501966405314774
1.46,-3.4963237394372104
1.47,-3.4906394690477165
1.48,-3.4848635585177594
1.49,-3.4791811949594567
