,lyapunov_exponent
0.8,-4.745040838880553
0.81,-4.7365678495919115
0.8200000000000001,-4.729452101435072
0.8300000000000001,-4.72145309764229
0.84,-4.709538465995266
0.85,-4.705101014497804
0.86,-4.7008278352138495
0.87,-4.697029096498822
0.88,-4.698715680921701
0.89,-4.676310185022723
0.9,-4.67129284378585
0.91,-4.66853606261531
0.92,-4.659565038579416
0.93,-4.652543788229524
0.9400000000000001,-4.644725818142753
0.9500000000000001,-4.633101242167108
0.96,-4.629034964989967
0.97,-4.62442895786985
0.98,-4.618108971901851
0.99,-4.617312163107671
1.0,-4.598927087122236
1.01,-4.594974160092823
1.02,-4.577632090692974
1.03,-4.569171380193501
1.04,-4.575765390272813
1.05,-4.567564611355159
1.06,-4.554876394791516
1.07,-4.551743673729679
1.08,-4.546696993384948
1.09,-4.539545409019121
1.1,-4.53744504874462
1.11,-4.51940851047603
1.12,-4.512613554749047
1.1300000000000001,-4.497077458156475
1.1400000000000001,-4.486334656848737
1.1500000000000001,-4.497821776935283
1.16,-4.490334639733268
1.17,-4.477309210394381
1.18,-4.469690261540895
1.19,-4.455625494949514
1.2,-4.446530932230901
1.21,-4.440785984710577
1.22,-4.426705974008246
1.23,-4.424304260641314
1.24,-4.412686769487047
1.25,-4.402078810551589
1.26,-4.40367047746496
1.27,-4.394021536227707
1.28,-4.381236152014204
1.29,-4.375710936285963
1.3,-4.365828980585812
1.31,-4.356094525824091
1.32,-4.348038399229606
1.33,-4.335568668535029
1.34,-4.333403800842209
1.35,-4.323108076022982
1.36,-4.313196873014725
1.37,-4.312779889296247
1.3800000000000001,-4.302002430425828
1.3900000000000001,-4.289289905505472
1.4000000000000001,-4.2838027029495285
1.41,-4.275143839551471
1.42,-4.26466982933982
1.43,-4.2555533476534535
1.44,-4.24472052593846
1.45,-4.243381374203939
1.46,-4.233996254761534
1.47,-4.224845799384056
1.48,-4.223924308870301
1.49,-4.212282535379626
