seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz,fw,fw2
13682,1724910313442622746,-0.7536391615867615,0.0788167491555213,0.2309823483228683,-0.0161130595952272,-0.1082343012094497,-0.5234280228614807,0.845014214515686,0.0,0.0,0.0,-1327.6594620380563,782.8305169137989,1126.0789452819097,40.164969399,15.224503123744784,12.015787714887502,-0.3285605078410286,14923.360264728426,14585.087104387112,-3406.0748520791435,0.0879585963183878,-0.201140635345134,-1.1180510966538917,-0.904918338729658,-2.4886103709102656,-1.440953034407812,898698.8975678426,2745958.911972725,3844987.603920136,-0.0004771185959111,-0.0005022234699918
13684,1724910313442921893,-0.7539799809455872,0.0782266929745674,0.2306166291236877,-0.0139638511463999,-0.10772655159235,-0.523529589176178,0.8450543880462646,0.0,0.0,0.0,-739.8957710671573,1349.055774541187,1889.966535722533,40.165268546,10.295912514081309,10.429630055076831,-1.9337229036273391,-1396.700039713065,-1856.0906426191525,-3771.530312656745,0.0910986955778205,-0.1979814038667382,-1.1183542504833752,-1.2612238005112886,-1.9645173246600225,-0.627912101791253,1610485.3266583765,130316.76581277698,-1359243.2928223033,-0.0003805000959872,-0.0004767546215945
13686,1724910313443262870,-0.754457414150238,0.0775599256157875,0.2306336313486099,-0.0106629878282547,-0.1075272783637046,-0.5236397981643677,0.8450594544410706,0.0,0.0,0.0,-328.463449889455,708.4911250925405,-94.23625142248396,40.165609523,15.680130401406185,11.136123904586851,-2.6001060618111933,-1059.0794500608602,-3447.082960929871,4238.562414615847,0.0965499049785295,-0.194117837252623,-1.1188912788703662,-1.3381590347737529,-1.661110838772423,-0.3052444963875871,574045.6408244612,-1681229.3037434714,-4236346.705505162,1.093771352796806e-05,-0.000138561284478
13688,1724910313443814519,-0.7551402449607849,0.0769062787294387,0.2301483154296875,-0.0101832998916506,-0.1065156161785125,-0.5224226117134094,0.8459464311599731,0.0,0.0,0.0,-576.3613755898646,-42.793330886906006,-1018.568629996778,40.166161172,0.0578513215264586,4.308876611187418,5.265156037761243,-1499.2413071832088,-1147.9666181238772,7153.1580558608275,0.095971927663902,-0.1920310288292737,-1.1157127699984757,-1.6111312538894254,-1.432101225579359,-1.285894899797654,-199649.672774727,-794461.6579795275,1153914.6471414466,-0.0004424207947108,-0.0006660073540518
13690,1724910313444192357,-0.7558456063270569,0.0763012021780014,0.2295573502779007,-0.0086094206199049,-0.1060547307133674,-0.5213255286216736,0.8466983437538147,0.0,0.0,0.0,-587.1697432008077,-196.1264113901541,149.67084267864584,40.16653901,6.432142863149431,6.780858681239167,6.129294997781293,17365.77491803632,8126.786086859638,-8390.620767080723,0.0979089599712564,-0.1897051585264889,-1.113112649338043,-1.8500021536417537,-1.566778079744395,-1.47430031777958,185294.98770040763,73581.74818346328,2315138.541899016,-0.0005329673577723,-0.0007686798825102
13692,1724910313444568371,-0.7565349340438843,0.07572503387928,0.2290365844964981,-0.005473936907947,-0.105684220790863,-0.5212401747703552,0.8468231558799744,0.0,0.0,0.0,-437.4548052270256,10.931791788226748,729.5299970753308,40.166915024,13.147272837727767,10.42950480880157,-1.0212720418384926,-1590.2650379965671,-107.7055870671993,-11840.56017807201,0.102850437230518,-0.1857647319415785,-1.1131013364295756,-2.0539342295396636,-1.580534928092959,-1.1754245677641393,371900.04698963533,341725.3192229406,633694.7432271149,-0.0004584714556296,-0.0006945561108131
13694,1724910313444929226,-0.7573525309562683,0.0751379877328872,0.2286849915981292,-0.0038707060739398,-0.1051674410700798,-0.5215641856193542,0.8466969132423401,0.0,0.0,0.0,-312.34793149357375,61.88736162501937,643.607356098895,40.167275879,5.8380943266982,6.9929534816261905,-2.8088290645294336,-19439.764418687897,-9159.122610867023,-4733.1721173839005,0.1050963860799854,-0.1831497468200316,-1.113860549293744,-2.1754652156745924,-1.5601343859021446,-0.9347917450982012,334518.9996038296,135536.1492890659,-231111.83543794695,-0.0002697490864683,-0.0005532648432518
13696,1724910313453230758,-0.758175253868103,0.0749219879508018,0.2284762859344482,-0.0021092896349728,-0.1037373840808868,-0.5214595198631287,0.8469440340995789,0.0,0.0,0.0,139.18972326641813,103.86803755723018,61.23442096242283,40.175577411,0.182492415810293,0.5192054928776809,0.0091070496633413,-374.9441256280993,-454.9854155765829,211.9583124398714,0.1065143000356507,-0.1788716457102072,-1.113321447231186,-0.1012543368707561,-0.0239809824225667,-0.0289381429602624,24494.230179729504,-1488.8952942340686,-41652.33557072158,-8.559392136029686e-05,-0.0003731873747119
13698,1724910313463717376,-0.7592655420303345,0.0746975094079971,0.2281225174665451,-0.0008951465133577,-0.1043475046753883,-0.5188781023025513,0.8484552502632141,0.0,0.0,0.0,-0.0011010751453595,1.5423355457458183,1.979258976888667,40.186064029,0.3084772541932927,0.0510580524513006,0.5429997173858929,-1.3039545597059303,-9.586471358353684,17.712674976216366,0.1087149642799427,-0.1789508954874841,-1.1075097654270185,-0.1076417319051827,-0.0100899510127359,-0.0211140196571228,-6180.408271380217,-4590.176502950365,-2615.961111699589,-0.0001786703642398,-0.0005640995151898
13700,1724910313472952474,-0.7602894902229309,0.0746963620185852,0.2280301749706268,0.000224841031013,-0.1038259342312812,-0.5170764923095703,0.8496187329292297,0.0,0.0,0.0,0.6073532695327328,1.1790974311027118,2.5007331722166617,40.195299127,0.1881220588267045,0.2476335392085212,0.4365714606857151,-5.53301216034234,14.01481052651162,-16.34999696662001,0.1096862878272167,-0.1771169851477056,-1.1031843609293297,-0.102707084755913,0.0059241444432287,0.0071937942575939,-36.66786748170901,-54.40334623398274,-54.66499009494781,9.041369002727722e-05,-0.0002708871375286
