seq,timestamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az
2320,1722911118096670192,-1.791552424,-0.283787876,0.1741177886724472,-0.011842663,-0.019747542,0.34027281403541565,-0.940044761,0,0,0,0,0,0
2322,1722911118107222601,-1.791552782,-0.283755749,0.17411917448043823,-0.011715136,-0.019451793,0.34036996960639954,-0.940017402,0,0,0,0,0,0
2324,1722911118115674071,-1.79155302,-0.283734292,0.17417390644550323,-0.011578101,-0.0195639,0.34048640727996826,-0.939974606,0,0,0,0,0,0
2326,1722911118129464320,-1.791545391,-0.283741117,0.1741987019777298,-0.011813764,-0.01956589,0.34046798944473267,-0.939978302,0,0,0,0,0,0
2328,1722911118140852284,-1.791530132,-0.283721596,0.1742323786020279,-0.011946536,-0.019764584,0.340462327,-0.939974546,0,0,0,0,0,0
2330,1722911118144200404,-1.791532516,-0.283685505,0.17430433630943298,-0.011902215,-0.019741829,0.3405199944972992,-0.939954638,0,0,0,0,0,0
2332,1722911118155867273,-1.791510582,-0.283666372,0.1744154691696167,-0.012108618,-0.020062853,0.34054693579673767,-0.939935446,0,0,0,0,0,0
2334,1722911118164281146,-1.7914958,-0.283666939,0.1744413673877716,-0.012102143,-0.019846791,0.34061911702156067,-0.939914048,0,0,0,0,0,0
2336,1722911118174420523,-1.79147017,-0.283659428,0.17446617782115936,-0.01184604,-0.019848071,0.34058621525764465,-0.939929128,0,0,0,0,0,0
2338,1722911118189797144,-1.791457653,-0.283644438,0.17455995082855225,-0.012059983,-0.02023986,0.34061723947525024,-0.939906776,0,0,0,0,0,0
2340,1722911118195510516,-1.791436434,-0.28361252,0.17464804649353027,-0.011919531,-0.020482788,0.34081944823265076,-0.939830124,0,0,0,0,0,0
2342,1722911118205639267,-1.791432142,-0.283601344,0.17473237216472626,-0.011921717,-0.020612352,0.34094616770744324,-0.939781189,0,0,0,0,0,0
2344,1722911118214422188,-1.791414022,-0.283602417,0.17475061118602753,-0.012087156,-0.021008985,0.3409120738506317,-0.939782739,0,0,0,0,0,0
2346,1722911118225028453,-1.79146719,-0.283625245,0.17484988272190094,-0.011185884,-0.019633921,0.3409673273563385,-0.9398036,0,0,0,0,0,0
2348,1722911118234619964,-1.791470051,-0.283591866,0.17497621476650238,-0.011110795,-0.020128842,0.3410436809062958,-0.939766228,0,0,0,0,0,0
2350,1722911118245879597,-1.791485429,-0.283596516,0.1751183420419693,-0.010624224,-0.020029694,0.3412455916404724,-0.939700663,0,0,0,0,0,0
2352,1722911118255062981,-1.791486621,-0.283613384,0.17525121569633484,-0.010114932,-0.019699445,0.3413258194923401,-0.939684212,0,0,0,0,0,0
2354,1722911118264100133,-1.791472912,-0.28362146,0.1753695011138916,-0.010265324,-0.019889887,0.34144559502601624,-0.939634979,0,0,0,0,0,0
2356,1722911118275187868,-1.791476727,-0.283631325,0.17541036009788513,-0.010606127,-0.020216616,0.3414531350135803,-0.939621508,0,0,0,0,0,0
2358,1722911118289365103,-1.79142952,-0.283593953,0.1755894422531128,-0.011500955,-0.022150863,0.34166887402534485,-0.939488947,0,0,0,0,0,0
2360,1722911118294335078,-1.791375518,-0.283632725,0.1756499856710434,-0.012067819,-0.023240035,0.3416447043418884,-0.93946439,0,0,0,0,0,0
2362,1722911118311586798,-1.791353106,-0.283670664,0.1755899041891098,-0.012421477,-0.022878213,0.34138619899749756,-0.939562559,0,0,0,0,0,0
2364,1722911118313896688,-1.79138875,-0.283620209,0.1756391078233719,-0.012436701,-0.022531534,0.3413407802581787,-0.939587295,0,0,0,0,0,0
2366,1722911118327264111,-1.791401744,-0.283529818,0.17578271,-0.012147933,-0.022859387,0.3417283892631531,-0.939442158,0,0,0,0,0,0
2368,1722911118333915752,-1.79137063,-0.283527821,0.17578931152820587,-0.012202195,-0.023269266,0.34182968735694885,-0.939394534,0,0,0,0,0,0
2370,1722911118347696789,-1.791384101,-0.283545107,0.17575977742671967,-0.012003917,-0.022874959,0.3417833149433136,-0.93942368,0,0,0,0,0,0
2372,1722911118357301696,-1.791357875,-0.283537418,0.1758451610803604,-0.012370805,-0.023501936,0.34183260798454285,-0.939385474,0,0,0,0,0,0
2374,1722911118364726059,-1.791324377,-0.283541381,0.17589923739433289,-0.012662951,-0.023915431,0.34184491634368896,-0.939366758,0,0,0,0,0,0
2376,1722911118378940104,-1.791328669,-0.283569396,0.17588329315185547,-0.012763548,-0.023725169,0.34173867106437683,-0.939408839,0,0,0,0,0,0
2378,1722911118385589895,-1.791315079,-0.283562869,0.1758844554424286,-0.012311573,-0.023414386,0.34178388118743896,-0.939406216,0,0,0,0,0,0
2380,1722911118394674182,-1.791298628,-0.283561647,0.17592336237430573,-0.012212134,-0.023524126,0.3417905569076538,-0.939402282,0,0,0,0,0,0
2382,1722911118405367661,-1.791281939,-0.283555895,0.175928533,-0.012408614,-0.023680894,0.3417491614818573,-0.939410925,0,0,0,0,0,0
2384,1722911118415199243,-1.791275501,-0.28352955,0.17594516277313232,-0.012432126,-0.023812868,0.3417094051837921,-0.939421654,0,0,0,0,0,0
2386,1722911118425478818,-1.791248083,-0.283512741,0.17596808075904846,-0.012679679,-0.024064837,0.341840535,-0.939364195,0,0,0,0,0,0
2388,1722911118434197252,-1.791233182,-0.283502817,0.17593050003051758,-0.012620867,-0.023952374,0.3417714238166809,-0.939393044,0,0,0,0,0,0
2390,1722911118446378788,-1.791215062,-0.283468753,0.17598411440849304,-0.012661316,-0.024250532,0.3419491648674011,-0.939320147,0,0,0,0,0,0
2392,1722911118457707951,-1.791241527,-0.283463717,0.17599564790725708,-0.012560373,-0.023915503,0.3419102728366852,-0.939344347,0,0,0,0,0,0
2394,1722911118464955337,-1.791244864,-0.283425808,0.17608900368213654,-0.012507848,-0.024077661,0.342012882,-0.939303517,0,0,0,0,0,0
2396,1722911118478438898,-1.791239858,-0.283414274,0.17611870169639587,-0.012442156,-0.024201896,0.34198665618896484,-0.93931067,0,0,0,0,0,0
2398,1722911118484085558,-1.791221976,-0.28341195,0.1761058270931244,-0.012673199,-0.023989156,0.34188300371170044,-0.939350784,0,0,0,0,0,0
2400,1722911118494256172,-1.791188359,-0.283370107,0.1762145459651947,-0.012323813,-0.024118859,0.34207871556282043,-0.939280927,0,0,0,0,0,0
2402,1722911118504756836,-1.791174769,-0.283327579,0.1762450486421585,-0.012011223,-0.023838324,0.34215956926345825,-0.939262629,0,0,0,0,0,0
