,lyapunov_exponent
0.8,-4.868851842352746
0.81,-4.8664210648010044
0.8200000000000001,-4.86476670732695
0.8300000000000001,-4.863755511471282
0.84,-4.863147424930681
0.85,-4.862760922821819
0.86,-4.860300418371356
0.87,-4.859079702671904
0.88,-4.858088710403661
0.89,-4.850005075726261
0.9,-4.8469144038416525
0.91,-4.843912780809802
0.92,-4.841516778351299
0.93,-4.839926304663828
0.9400000000000001,-4.838990231159824
0.9500000000000001,-4.838467713871905
0.96,-4.838086157676543
0.97,-4.835542918482926
0.98,-4.83402674618172
0.99,-4.83292671858082
1.0,-4.825717225868736
1.01,-4.822927262620178
1.02,-4.820236505990568
1.03,-4.818118515718282
1.04,-4.816695559918207
1.05,-4.8158234502978
1.06,-4.815242365133818
1.07,-4.814747192659931
1.08,-4.8120460687078515
1.09,-4.810271594785964
1.1,-4.8089988317883625
1.11,-4.80248336163729
1.12,-4.799841329103069
1.1300000000000001,-4.797415427360957
1.1400000000000001,-4.7955746732780895
1.1500000000000001,-4.794295802844488
1.16,-4.793420079430502
1.17,-4.792698512223783
1.18,-4.791986399975653
1.19,-4.789223094319849
1.2,-4.787407687428097
1.21,-4.785718813324342
1.22,-4.779337544103979
1.23,-4.77674320133529
1.24,-4.774363232216331
1.25,-4.772504498896471
1.26,-4.771139229922995
1.27,-4.770047342874329
1.28,-4.769035207794652
1.29,-4.767968499804317
1.3,-4.765078983317589
1.31,-4.763165179189363
1.32,-4.761198980916347
1.33,-4.755010874182418
1.34,-4.7525425594258515
1.35,-4.750328209099415
1.36,-4.7485997544386285
1.37,-4.747274759123654
1.3800000000000001,-4.746067712665322
1.3900000000000001,-4.744755244749684
1.4000000000000001,-4.743266948618238
1.41,-4.740266744460845
1.42,-4.738333796489993
1.43,-4.7363657891254105
1.44,-4.730776416419526
1.45,-4.728453181343004
1.46,-4.7263917425630835
1.47,-4.724798232610099
1.48,-4.723539762729211
1.49,-4.722314268631753
