0
(39500753.679545015-1.8638215134106495j)
(38255294.13471342-23474.654320891652j)
(34651800.36937924-38968.89165874261j)
(29102059.439446017-40859.754001561305j)
(22229505.79885676-27966.229375985284j)
(14730475.363842709-4247.277232410046j)
(7531231.355323491+20536.578036846025j)
(1176909.0748182244+34037.504925661946j)
(-3710770.628524451+22028.32977669878j)
(-6842918.300964902-27773.856364406474j)
(-8127455.646648108-122651.58937346147j)
(-7732845.3288154835-262920.2191689526j)
(-6019533.727797396-440152.64885363803j)
(-3494445.5317956805-636401.497348121j)
(-675652.648089111-829631.5503476139j)
(1891989.9581746857-989509.7667836801j)
(3825962.1861511874-1089643.4200559093j)
(4888907.584310835-1106391.296573233j)
(4992529.479927403-1025306.5049370624j)
(4257752.0803897055-841841.5957934153j)
(2892744.24738333-560135.9438370484j)
(-2188506.843383761+907913.98376023j)
(730284.0973399588+1392453.9925273322j)
(3160661.1920066536+362010.119750951j)
(-1049392.5318481755-579660.7826406249j)
(-2859746.6669116626-269735.9135448996j)
(-2605979.337518731-192359.01406858317j)
(-2269697.7641386064-109922.13971409219j)
(-1882883.59543162-29231.236151671j)
(-1445760.9227405605+51253.90829668729j)
(-1022712.556845333+121962.38638405298j)
(-565315.0539316924+192766.76669094237j)
(-117947.45537094685+257835.80839292123j)
(306553.3177365911+316882.6836342085j)
(661843.6040418169+365213.74608481623j)
(939809.358775609+403337.4224894853j)
(1148976.4487175045+433726.6212204375j)
(1270322.8806366937+454493.4651317295j)
(1316264.5781143245+468830.2910769583j)
(1276773.3270486898+474887.03730414197j)
(1152530.3348468966+473846.4720207587j)
(957277.0197361954+466174.2852239855j)
(687187.7140491691+451844.0263039077j)
(372301.7610007567+432260.29527295206j)
(21028.323025800346+407549.43711739563j)
(-321366.04598633386+380399.5880315535j)
(-660553.0410321523+349660.54520967347j)
(-963063.7517788373+317463.37766247883j)
(-1247373.6460834297+280108.6548534687j)
(-1459733.22858411+242989.06329680074j)
(-1618480.6742385065+200652.82283607047j)
(-1691492.550648499+158992.77732139625j)
(-1684302.4989901942+114464.33917621674j)
(-1599977.8210050813+71014.51595543082j)
(-1432577.1068695895+23991.153713472897j)
(-1229944.113321837-17136.737123983177j)
(-758186.1318948223-91161.5226370797j)
(-132562.68101502556-171550.74383945036j)
(462387.7088047847-240973.5078910028j)
(945646.1941446842-296628.01369939407j)
(1209338.1094548255-329677.2739056842j)
(1223238.6560757246-336659.56132925977j)
(998673.0600907421-315828.8939810461j)
(589111.2141544463-268456.09937555174j)
(82451.39926322312-199677.96276415925j)
(-428157.7040628729-116602.98000419461j)
(-846501.2432276984-29771.01966620742j)
(-1104708.9546485716+50466.02754700846j)
(-1165784.7064316599+113511.2010869917j)
(-1034011.3997480287+152326.35844878657j)
(-748227.7740612424+162668.44231812083j)
(-379040.54824548017+145495.3580820035j)
(4721.528602158958+105773.32039771487j)
(327665.47572991176+52913.07453822131j)
(534349.8773944527+86.46375149703545j)
(609325.3406807631-41144.81898584492j)
(560125.521512811-58284.89342834224j)
(424883.35722807475-41875.41740105486j)
(263888.93029796024+12487.951345942027j)
(137939.2711842201+105181.02849047327j)
(101845.91545107562+232029.0054319194j)
(186621.25237515738+378759.30444433045j)
(394197.98906781233+536092.5334673864j)
(693291.7644071307+687474.7738564606j)
(1029960.8453388353+819587.3549764758j)
(1322152.3949223203+916690.1774883997j)
(1512598.2808178246+975325.4245077319j)
(1529210.7965146215+987172.7738468032j)
(1345528.3418082658+954398.8881634905j)
(967560.4872138291+882634.5949677558j)
(436118.41616021504+780724.0419856347j)
(-172820.35814589172+660647.1246063387j)
(-765089.3097351692+535109.6766766879j)
(-1240755.2241083046+416952.59226187074j)
(-1518415.9349790995+316176.5722273358j)
(-1541549.5012320557+241506.66144217027j)
(-1294561.6841571426+197259.78756462218j)
(-807921.7970329487+185367.4083757854j)
(-146096.1235524453+203952.2598727616j)
(585201.1113656182+248077.8941947123j)
(1284007.4495481986+311392.9995914539j)
(1836522.6876327+384835.6590303029j)
(2162006.374437356+459242.90152896236j)
(2214595.6470221686+525172.6425772618j)
(1993128.5660774417+573978.7728310303j)
(1538224.234281737+598202.4539324419j)
(933370.2327180167+592016.1985186874j)
(265714.04467935517+551159.3559773342j)
(-323196.9826991371+477953.4130944064j)
(-772854.8177761324+371937.3000150452j)
