,lyapunov_exponent
0.8,-3.860657645708464
0.81,-3.8549265508517343
0.8200000000000001,-3.8496705413573236
0.8300000000000001,-3.845259744525346
0.84,-3.841821085153655
0.85,-3.839285620451595
0.86,-3.837244380534427
0.87,-3.835053366136312
0.88,-3.832029674942088
0.89,-3.8277820455384264
0.9,-3.8226143188925548
0.91,-3.81693063194255
0.92,-3.811203406097483
0.93,-3.805886489478124
0.9400000000000001,-3.8013483566172583
0.9500000000000001,-3.797746248630946
0.96,-3.7950628719848876
0.97,-3.792964735275801
0.98,-3.7908875634007746
0.99,-3.7882555056377702
1.0,-3.7846974181594746
1.01,-3.7804036723565586
1.02,-3.7756682798828853
1.03,-3.7707937266460974
1.04,-3.7662162635718848
1.05,-3.7622635303779353
1.06,-3.7591220692593987
1.07,-3.7568168429907187
1.08,-3.755054281940306
1.09,-3.7533324760834006
1.1,-3.751184583024466
1.11,-3.7482446600464203
1.12,-3.7446579037948258
1.1300000000000001,-3.7406101903584448
1.1400000000000001,-3.736318599079529
1.1500000000000001,-3.732175839303257
1.16,-3.7284673171518032
1.17,-3.725399116557349
1.18,-3.7230798378232497
1.19,-3.7212954181019335
1.2,-3.719629349203211
1.21,-3.717598217649742
1.22,-3.7148443504658237
1.23,-3.7114945109625856
1.24,-3.7077250395281216
1.25,-3.7037334035231884
1.26,-3.6998616102638118
1.27,-3.696361115904316
1.28,-3.6934258724634685
1.29,-3.6911662248719006
1.3,-3.689396411597129
1.31,-3.6877431918530537
1.32,-3.685813986681852
1.33,-3.683314633347623
1.34,-3.6803354175150287
1.35,-3.676988988383144
1.36,-3.673415893266833
1.37,-3.6698453237136515
1.3800000000000001,-3.6664538903931816
1.3900000000000001,-3.6634241854805487
1.4000000000000001,-3.660880435672304
1.41,-3.6587108025657042
1.42,-3.656613007818196
1.43,-3.6542593054585533
1.44,-3.6514152053933238
1.45,-3.648184157206548
1.46,-3.6446409737420202
1.47,-3.640872925749995
1.48,-3.637053295889759
1.49,-3.633369773444939
