,lyapunov_exponent
0.8,-4.411356897192975
0.81,-4.388773455709236
0.8200000000000001,-4.375049108466689
0.8300000000000001,-4.370593494629713
0.84,-4.3763392539827235
0.85,-4.390001765905417
0.86,-4.407879676159121
0.87,-4.423061822368882
0.88,-4.428038153037382
0.89,-4.418789459193204
0.9,-4.397982182057367
0.91,-4.3737810056789685
0.92,-4.3526665745811695
0.93,-4.33933445035715
0.9400000000000001,-4.334613711414768
0.9500000000000001,-4.339450665256179
0.96,-4.351722322038341
0.97,-4.3679733059308194
0.98,-4.382011867820305
0.99,-4.387427439432458
1.0,-4.380340838944041
1.01,-4.362503063362316
1.02,-4.341145385678606
1.03,-4.3219570202804825
1.04,-4.309407308145394
1.05,-4.304222084854099
1.06,-4.307681850892301
1.07,-4.318320481658868
1.08,-4.332836549866108
1.09,-4.345662483723213
1.1,-4.3512292101461645
1.11,-4.34571738528318
1.12,-4.330327150967993
1.1300000000000001,-4.31135656771979
1.1400000000000001,-4.294058491074053
1.1500000000000001,-4.282596394185562
1.16,-4.278068807091133
1.17,-4.281166476901489
1.18,-4.290534444731188
1.19,-4.303217533419905
1.2,-4.314372411767999
1.21,-4.3192639557008325
1.22,-4.314269643397977
1.23,-4.300358227329823
1.24,-4.282942186246084
1.25,-4.26644450926172
1.26,-4.254591204104666
1.27,-4.24881557787346
1.28,-4.250031501833311
1.29,-4.257543511222431
1.3,-4.268743404095937
1.31,-4.279198762168423
1.32,-4.284429853934362
1.33,-4.280981310065464
1.34,-4.269293834861015
1.35,-4.2537428268092405
1.36,-4.238125035698622
1.37,-4.225918257572515
1.3800000000000001,-4.218891035156947
1.3900000000000001,-4.218405024609214
1.4000000000000001,-4.224176798764239
1.41,-4.233908383164973
1.42,-4.243509629698301
1.43,-4.248867687430604
1.44,-4.246891594214199
1.45,-4.237589298438026
1.46,-4.2243269246203115
1.47,-4.210169681882065
1.48,-4.198375990584224
1.49,-4.190880035307343
