0
(46616330.62671717-0.41970790298303484j)
(45105054.720187426+442823.6988422328j)
(40617605.967016995+853988.249759551j)
(34039508.75716572+1172911.7317348656j)
(25687128.94980157+1398895.8096977125j)
(16386926.207244268+1507041.592174118j)
(7793084.618216841+1490923.094689659j)
(-139902.52320089398+1359203.6466806422j)
(-6211350.045480118+1133699.883427442j)
(-9951743.920929806+858337.2406329823j)
(-11613997.790911363+543798.8260638872j)
(-11178959.955176052+227856.89859514148j)
(-9155172.017570604-41310.04201892663j)
(-6033216.986480556-259502.30212168422j)
(-2482189.492596057-406872.424305326j)
(817384.0999696578-479464.86898231634j)
(3445109.780599349-487533.21546151437j)
(5001548.321053638-448780.2279866555j)
(1511567.6854082113-269227.4308353301j)
(-3493594.8755652346-687851.6937661198j)
(133846.53741310706-963218.3828901056j)
(1995239.9535448614-240064.65892895643j)
(-1458112.2887164305+586931.0819582213j)
(-1723107.1102728844+598092.7010856455j)
(-1899192.5340596081+587907.5646642176j)
(-1990379.277368727+555629.7596244736j)
(-1986443.9932037122+503705.0751858294j)
(-1889468.180719813+431401.8226048446j)
(-1727858.668766908+351864.74163246446j)
(-1472158.1004881263+248593.0367570999j)
(-1146682.8402830823+131931.09482074738j)
(-750445.723882801-187.31441984290814j)
(-329314.4650553939-135061.90042350814j)
(104742.80347829883-272059.93451756396j)
(463329.6941916656-386084.5642955497j)
(827610.8441952297-505397.06949637074j)
(1119632.5987082087-606859.7783381857j)
(1364833.8441051668-701517.1041607778j)
(1521235.2618567962-774842.2680279523j)
(1606636.4882903688-838192.4298138219j)
(1599330.6388152847-877957.1188455756j)
(1495978.8812606402-901496.4526973882j)
(1327766.7197682892-904237.8837883632j)
(1076729.2972035727-889596.2725604158j)
(756484.2567320152-857394.2846843144j)
(398278.88599536143-811377.3739215462j)
(-40570.370650206125-745082.1347413416j)
(-486627.5311905944-668386.7076360779j)
(-965770.3851882514-575659.2440279057j)
(-1402942.6285462864-480076.1016204321j)
(-1821231.0362647516-374789.8820080649j)
(-2133525.563993035-281243.37147029594j)
(-2429716.3841015557-164234.9533583348j)
(-2582234.9498653375-13991.057146521764j)
(-2366194.9596795063+92115.59573373395j)
(-1843506.3188620803+147974.68500803996j)
(-1089899.5574833169+159154.0134997442j)
(-240648.89533000247+133251.8920673356j)
(538404.5644624119+85257.04349818372j)
(1119681.816999161+31698.331791272038j)
(1465163.1538516087-19891.36610914918j)
(1497591.8400009093-57507.75574807392j)
(1241230.3433750183-79298.47048256535j)
(763159.8752276825-89609.66015427692j)
(173982.90812146966-98011.57922879638j)
(-379785.1342790358-115863.19206411994j)
(-842232.8404962939-155917.87223239176j)
(-1128619.4291036685-231375.24084587686j)
(-1176222.9397858202-330885.02725727175j)
(-1020552.5050391377-464499.744142341j)
(-699983.8876634861-616539.1771392176j)
(-297861.99248466233-766342.6732435457j)
(90720.79027947628-890130.944058115j)
(366458.5548150918-960332.6211236105j)
(471542.2226764624-958280.1276814819j)
(384854.37368857453-874745.540763729j)
(116276.60717552718-702945.818334592j)
(-305007.15220435325-439320.37713977206j)
(-739267.7835504895-144217.09534995916j)
(-1157402.9294642294+191272.4894329324j)
(-1452514.1863098487+516414.46440924605j)
(-1560933.5513476536+795190.6280201417j)
(-1447711.4086898984+992429.533150148j)
(-1116584.374995064+1082783.1653162653j)
(-606495.3570617125+1053931.8344609756j)
(18548.622698815398+907466.7371391866j)
(671556.3988283782+661980.376562421j)
(1272636.4356190483+346977.6524407493j)
