,lyapunov_exponent
0.8,-5.975211309853842
0.81,-5.965577158791956
0.8200000000000001,-5.961616033694657
0.8300000000000001,-5.948906276097674
0.84,-5.944117781688046
0.85,-5.937303696181131
0.86,-5.931810207086371
0.87,-5.924914371584915
0.88,-5.937928143590712
0.89,-5.911311427847574
0.9,-5.903650055274994
0.91,-5.8800302312426656
0.92,-5.870491968961238
0.93,-5.866710457770738
0.9400000000000001,-5.85318679914857
0.9500000000000001,-5.847095274033712
0.96,-5.838565378639859
0.97,-5.8325570969285
0.98,-5.823934430541477
0.99,-5.833388025451942
1.0,-5.810096440155681
1.01,-5.802077659007301
1.02,-5.78030497658336
1.03,-5.769852542099806
1.04,-5.76547401123609
1.05,-5.751799997168122
1.06,-5.745426740401582
1.07,-5.735841230666215
1.08,-5.729454365343108
1.09,-5.720263768869444
1.1,-5.7254672720812465
1.11,-5.703911599809921
1.12,-5.695343078286685
1.1300000000000001,-5.6742617862048546
1.1400000000000001,-5.663518436644077
1.1500000000000001,-5.659367665299624
1.16,-5.644287046002661
1.17,-5.636198807430279
1.18,-5.625699927994448
1.19,-5.618609378735372
1.2,-5.608486762601301
1.21,-5.611292585804422
1.22,-5.592196713768188
1.23,-5.58346360217172
1.24,-5.564477621239777
1.25,-5.55357997474397
1.26,-5.548612870096938
1.27,-5.534697292127263
1.28,-5.52630130052466
1.29,-5.515540262080457
1.3,-5.507907244595054
1.31,-5.4963028535097305
1.32,-5.497304481112234
1.33,-5.480885761071955
1.34,-5.4722820602114375
1.35,-5.456539068970244
1.36,-5.446754293595317
1.37,-5.441429069647133
1.3800000000000001,-5.427750005655477
1.3900000000000001,-5.418434016233875
1.4000000000000001,-5.405995697740456
1.41,-5.3967617216943315
1.42,-5.384831172189117
1.43,-5.383486360217263
1.44,-5.368648129438956
1.45,-5.360899110186985
1.46,-5.346979826528281
1.47,-5.337527744250795
1.48,-5.330933941740863
1.49,-5.318837161992574
