seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,lyap_z,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz,forward_velocity,forward_velocity_1,deviation
1914,1724913623366960664,-0.0768777579069137,0.1666322350502014,0.1921866089105606,0.0044643953442573,-0.0101476600393652,-0.1993967145681381,0.9798561334609984,0.0,0.0,0.0,-0.42908747562569993,0.4386211319871484,0.4965275159185432,0.0,0.1921866089105606,0.0,0.0,0.0,46.70120161174111,0.6815603586228639,14.355352691087933,0.012798197782138417,-0.018107111770689396,-0.40162535277104183,0.009287423522744783,-0.007325136648320475,-0.011573873264963012,-3.776770730078001,11.157748675458494,12.28858902458188,0.0,0.0,0.15079605620606862
1916,1724913623376430099,-0.0767898112535476,0.166562870144844,0.1920770108699798,0.0065156212076544,-0.0105380741879343,-0.1987441927194595,0.979973077774048,0.0,0.0,0.0,-0.4648513605640761,0.5442787078157387,0.6128935109285347,0.009469435,0.1920770108699798,0.4422339930842777,0.006453991514555899,0.13593707921033227,1.8715721790042625,0.006977914452263968,-0.0165199477708724,0.016962609927177456,-0.018065156815185845,-0.40033712533270294,0.005224207562993133,-0.0031716423493417523,-0.0068720382272609015,1.6456366269628333,-0.9588953588683893,-4.919237127393117,0.011196946842287895,0.005968351305241623,0.15079605620606862
1918,1724913623386344161,-0.076780192553997,0.1665745377540588,0.1920576840639114,0.0064938766881823,-0.0105355102568864,-0.1988095343112945,0.9799599647521972,0.0,0.0,0.0,-0.3922541821026544,0.4090066536119708,0.3855141222034413,0.019383497,0.1920576840639114,-0.0045232206813194354,-0.0004787019945891209,-0.013400500832693427,-17.335874049176383,10.814682223747155,-17.048701614225834,0.01692016695971649,-0.01806765030401014,-0.40047003806624587,0.0002444287502934017,0.003321050284421645,0.00041205456207471514,16.963096151808376,-20.189890401264392,-36.323031897213696,0.0003993460254093422,0.0013969930921119138,0.15079605620606862
1920,1724913623395185419,-0.0767837539315223,0.1666208058595657,0.192079946398735,0.0069291242398321,-0.0097783878445625,-0.1995800882577896,0.979808270931244,0.0,0.0,0.0,-0.16626854331828603,0.17889492480737815,-0.04118538077632215,0.028224755,0.192079946398735,0.06082141774921751,0.1859190086820149,-0.17978717752083986,-5.960744104092118,5.580767272112215,-1.549921806461012,0.017484810656244933,-0.016396794834792266,-0.40203136611924273,-0.0023559741159364656,0.004998448227579999,0.0010671294310125035,36.252404197760036,-5.901697407884242,11.181680931122859,-0.0023767786255926536,0.0016201385511789193,0.15079605620606862
1922,1724913623405224746,-0.0768296718597412,0.1666683107614517,0.1920741200447082,0.0062506203539669,-0.0093061244115233,-0.1995776891708374,0.9798178672790528,0.0,0.0,0.0,0.3195679013287593,0.3490695677533341,0.7487174679577977,0.038264082,0.1920741200447082,-0.1512255018608571,0.06522792069792745,0.0015196610947504877,-1.9539037941113957,-6.407887058576312,12.595131309698507,0.015966185202131618,-0.015742295415670727,-0.40200511422702095,-0.0025677088348867727,0.006670985327737355,-0.0006604876250317915,39.38177373401335,-24.9966658944747,33.02373672649703,-0.006068975284630179,-0.002346534573264689,0.15079605620606862
1924,1724913623415626308,-0.0768347606062889,0.1667585968971252,0.1920663863420486,0.0064868247136473,-0.0090438220649957,-0.1991988122463226,0.9798959493637084,0.0,0.0,0.0,0.6320835402793176,-0.3629970842906017,0.6001752029031227,0.048665644,0.1920663863420486,0.035018850070510234,0.05907660857940242,0.0736381944590056,8.215129834095166,5.225970808980199,-12.479972969304407,0.016318458184017243,-0.015140252079812675,-0.4012292999609554,0.004427527108410878,0.012268320209452455,0.017050708716674023,-2.556981162816296,-80.95683904441809,-100.12694362130297,-0.0038511900371646832,0.0029523488105666633,0.15079605620606862
1926,1724913623425755671,-0.07674141228199,0.1669182628393173,0.1924146264791488,0.0067812902852892,-0.0082179410383105,-0.2004042714834213,0.9796553254127502,0.0,0.0,0.0,0.284586972709466,-1.3063337318037263,-1.2608583127752342,0.058795007,0.1924146264791488,0.022645062251465516,0.16939641749557627,-0.24427539391639255,-0.23543875626355915,-9.573259826063,-2.5718649904139452,0.016582720381127666,-0.013383899895559014,-0.40367528049774215,0.010431275251661987,-0.0002975306806867195,0.012254046845544764,-25.681111910583276,-37.68764351144,-130.04669141556118,0.002743212840399986,0.014014665633381232,0.15079605620606862
1928,1724913623435543073,-0.0766278207302093,0.1667634695768356,0.1923253238201141,0.0068078334443271,-0.0088120391592383,-0.2003923952579498,0.9796525239944458,0.0,0.0,0.0,0.11479977802764538,-1.1508904971779021,-2.0260273637167705,0.068582409,0.1923253238201141,0.029666615015992485,-0.11783198673004397,0.0030414226440376464,0.6347818671911591,-25.403611891783964,22.055642332221062,0.016872937139478704,-0.01453750875899258,-0.40366489691230056,0.010302752224625955,-0.01370538157567458,-0.007532135012502217,-298.0469711097379,45.19199342368624,-25.920090407215397,0.01675089296820077,0.004646639132461218,0.15079605620606862
1930,1724913623503608394,-0.0765434056520462,0.1668294668197631,0.1925662755966186,0.0080718453973531,-0.0083864657208323,-0.200935423374176,0.9795354008674622,0.0,0.0,0.0,-153.0415537107216,15.79907960653438,20.946569247820833,0.13664773,0.1925662755966186,0.03376236157549187,0.01955426133753794,-0.016733490598894608,1913.5465916692524,-3849.3208745703882,5519.193451863867,0.019186437750713166,-0.013186222904446902,-0.4047797760181781,0.0786731716256952,0.011631808808772348,-0.1475314921964923,-957531.4348583813,1164215.3317695444,1694179.5855752206,0.0008047460239228652,0.001451796154501216,0.15079605620606862
1932,1724913623504017365,-0.0765110403299331,0.1668342500925064,0.1925055682659149,0.0081681655719876,-0.0087372241541743,-0.2004850655794143,0.9796237349510192,0.0,0.0,0.0,-546.9915600177704,494.7896087122936,717.9791757739689,0.137056701,0.1925055682659149,0.821049445168252,-1.5641702628552796,2.2540196322308534,-1157.389866165365,-2307.21558837162,1616.204711887061,0.019509930677967885,-0.013843636073248069,-0.4038703533618915,0.015705076211133928,0.018131082630304718,-0.138908426427804,-555159.5900532389,-268604.5386399319,-1062574.6963471258,0.06611384497715188,0.08038419800528575,0.15079605620606862
1934,1724913623504395457,-0.0765272751450538,0.1668433547019958,0.192456379532814,0.0079655712470412,-0.009063122794032,-0.2002133131027221,0.9796780347824096,0.0,0.0,0.0,-614.2397769241654,-110.04652179575527,-650.9375676838906,0.137434793,0.192456379532814,-0.6939981105645026,-1.8893868703550711,1.4892332423650005,-24539.2640090809,14623.708536393708,-23505.511830361575,0.019239734665370083,-0.01456877319827082,-0.403321188589738,-0.32848757779072457,0.37260317650742536,0.37614935180556586,1261728.1244852124,-3330258.31801814,-5201813.07519322,-0.0508345569283405,-0.027321086418531905,0.15079605620606862
1936,1724913623504658993,-0.0766662955284118,0.167005568742752,0.1926485002040863,0.006691469810903,-0.0081448508426547,-0.2013377547264099,0.979465126991272,0.0,0.0,0.0,-17.292564618252072,-1305.5723186134276,-2312.255064179376,0.137698329,0.1926485002040863,-10.932506231518024,4.808696812894061,-8.651455264222578,-786.3659893815634,-5515.254232501846,10997.611093330846,0.016390029487898517,-0.01326109238638019,-0.4055784123095166,-0.4359714243105799,0.15117424219647546,-0.1651968613285817,1735733.7273007846,-1569069.427964478,-519679.22474165296,-0.7178501183095191,-0.2555757501756128,0.15079605620606862
1938,1724913623504950962,-0.0767639726400375,0.1668995022773742,0.192311018705368,0.0066433316096663,-0.0091622788459062,-0.1998322159051895,0.979764759540558,0.0,0.0,0.0,318.23944797629855,-803.8246950649599,-592.9495926722371,0.137990298,0.192311018705368,1.1504946577324886,-6.806973040082235,10.563794681425554,21406.581908379685,-17290.365596888965,29963.393991059602,0.016682367407655527,-0.015299249342159,-0.40252709938300224,-0.3146859956561201,-0.3805388731381356,-0.9237882252276108,420790.184508136,2583743.158448427,5980922.071122795,-0.18315830493135146,-0.42615767330366516,0.15079605620606862
1940,1724913623505274158,-0.0768585726618766,0.166770339012146,0.1920954883098602,0.006637857761234,-0.0098883789032697,-0.1986601799726486,0.979996144771576,0.0,0.0,0.0,193.63768196674584,340.78394743252835,1373.0692940652427,0.138313494,0.1920954883098602,0.9216478598183749,-4.347794279639404,7.422317129230968,-4862.43195698613,7460.357218029366,-10733.30491303015,0.016942189754550824,-0.016744572836457652,-0.40015196043961093,-0.24659455808963315,-0.27637825637124536,-0.3980261635385176,-285769.81260100286,2443649.908449748,3916715.874770545,-0.12504425832857066,-0.4104152813551359,0.15079605620606862
