time,force
76.01061272621155,4839.806931355383
76.02733993530273,4842.437656372085
76.04412984848022,4839.101238992095
76.06089687347412,4844.087692154702
76.07777905464172,4842.801202005093
76.09483695030212,4843.40805989745
76.11129093170166,4842.1748028738275
76.12798285484314,4842.708757817524
76.14469194412231,4845.67728624529
76.16142964363098,4843.903645086135
76.17835640907288,4838.661717102948
76.19489884376526,4843.497293627292
76.211660861969,4843.618416307996
76.22830772399902,4841.705474974274
76.24511671066284,4847.419460382387
76.26177287101746,4841.374297724729
76.27853107452393,4839.7923996611435
76.29525208473206,4840.145490370103
76.3120436668396,4838.201210300209
76.37340879440308,4842.724775853713
76.44153547286987,4840.761936068085
76.51110219955444,4841.3004212501755
76.57668662071228,4843.336623438233
76.64739871025085,4840.849757707977
76.65521264076233,4840.110061302942
76.66332912445068,4836.239166288089
76.6711494922638,4842.9965760851055
76.67905330657959,4841.787092671037
76.69059252738953,4842.778069647956
76.70287108421326,4839.633379057423
76.71509671211243,4843.812262853553
76.7232940196991,4843.230415641281
76.73127865791321,4842.5693101122715
76.73922681808472,4838.4728875255605
76.74726390838623,4841.00509340264
76.75528979301453,4842.656536893142
76.76337003707886,4842.84059134814
76.77130341529846,4839.525536218942
76.77949070930481,4841.898533518593
76.78760099411011,4840.5188270868675
76.79565286636353,4841.969399804155
76.80372548103333,4842.942524037755
76.81154227256775,4839.265413151022
76.81954288482666,4839.842300936186
76.827871799469,4841.168253031736
76.83686804771423,4843.252198215564
76.84492063522339,4836.978319664712
76.85467433929443,4839.420237889435
76.86308360099792,4839.741258562773
76.87228059768677,4840.758532114023
76.88055682182312,4840.251419835606
76.889493227005,4842.590703167284
76.8969259262085,4840.932237284329
76.90517544746399,4843.430519730849
76.9136438369751,4839.490216471912
76.93076515197754,4840.263676456324
76.94740128517151,4839.29853200397
76.96417474746704,4846.114942853403
76.98091888427734,4837.791222316296
76.99766731262207,4842.67100192479
77.01440334320068,4841.29138599719
77.03107142448425,4842.820140707056
77.04782295227051,4840.978820453144
77.06451678276062,4844.284213650717
77.08127522468567,4841.782851384974
77.09797716140747,4838.730811512868
77.1146969795227,4841.54639134306
77.13143825531006,4846.280094807221
77.14818596839905,4836.776895506882
77.16495561599731,4842.383130376257
77.1813280582428,4838.2068573872975
77.19837665557861,4837.989769465237
77.21508240699768,4839.192348089085
77.2318184375763,4845.878911761215
77.24853944778442,4843.496721637963
77.2652735710144,4837.876139209783
77.28200268745422,4844.878676887623
77.29870748519897,4839.024974463096
77.31543374061584,4842.543970109283
77.33218908309937,4838.482054931665
77.3486819267273,4843.731934996868
77.36540055274963,4832.847651976118
77.38217568397522,4846.2498009196315
77.39887404441833,4833.799326201954
77.4156265258789,4852.969764371757
77.43231511116028,4830.560913072396
77.44934630393982,4848.596726754895
77.46602177619934,4832.137717981147
77.48273396492004,4851.529695029651
77.49932599067688,4832.2001476975765
77.51606345176697,4854.265813244889
77.5329282283783,4830.407755903432
77.54962849617004,4851.341011679778
77.56632900238037,4834.117410874455
77.58311533927917,4855.924589452793
77.59980869293213,4833.3005792892645
77.61653161048889,4849.762219630563
77.63332891464233,4865.432248722294
77.64996457099915,5120.74940535136
77.66669940948486,5847.745412124913
77.68338227272034,5698.131198335463
77.70011973381042,5467.398345158022
77.71678709983826,5243.507445851903
77.73342061042786,5101.174081958007
77.75009942054749,5092.876923117662
77.76684165000916,5065.5093674947675
77.78358030319214,5087.586724003851
77.80024695396423,5074.3489116323635
77.8169162273407,5108.090915116297
77.83359289169312,5074.915835901417
77.85039901733398,5082.995163226388
77.86709547042847,5069.243598384888
77.8836100101471,5079.4700638935
77.90033769607544,5060.047217851061
77.91702628135681,5075.2498997500725
77.93377089500427,5066.60322302716
77.95052170753479,5080.236662073171
77.967200756073,5075.052678590599
77.98390460014343,5116.195662648103
78.00066184997559,5135.608300673046
78.01793551445007,5145.927740709794
78.03395986557007,5133.624849568881
78.05077838897705,5133.981370403073
78.06738424301147,5136.471164308746
78.08439064025879,5145.937586480614
78.10074138641357,5145.516441050777
78.11778974533081,5147.2236265162255
78.13454723358154,5142.368477551642
78.15126299858093,5144.057583156385
78.16793370246887,5146.368507392467
78.18462991714478,5145.171151694258
78.20132374763489,5148.026236990095
78.218026638031,5148.031896431316
78.23480796813965,5154.32627459644
78.25150561332703,5153.596379365303
78.26823115348816,5159.1614132373215
78.2849702835083,5158.9459452584615
78.3016927242279,5158.815243625115
