stamp,px,py,pz,ox,oy,oz,ow,timestamp,lyap_z,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,ax,ay,az,jx,jy,jz,forward_velocity,forward_velocity_1
1713498708.7540395,-1.1581660481856613,-0.3604972906058177,0.1385291396221795,0.006308154629126,-0.712663801841486,0.0008280160172307,0.7014768899397111,4.2663826942443845e-08,0.1385291396221795,1461390.9090789526,-17962942.39481105,-6690039.186850319,-2.068057665228029e+16,3.5051463750654906e+17,1.2593345112236531e+17,2.6911276496554812,-1.5531791232321501,-2.6810351459684787,26093741.234807014,-5346035.883985758,139382.8573781252,5.82877110302225e+16,6192827498912056.0,4555847771258208.0,1.0949405613969703e+27,-2.0779398272800397e+26,-2.242371729966354e+26,0.029510175032224507,0.029510175032224507
1713498708.8496,-1.1546008741396765,-0.3611423494635832,0.1385459058737247,0.0070293078996771,-0.7123650650292206,0.0010900431385841,0.7017730507523939,4.275938749313354e-08,0.1385459058737247,14461798.797980929,8825312.09369728,-6953990.173522748,5.1583574238689784e+16,2.44259657067735e+17,2.2207222224866824e+16,2.636289941196823,-1.553622552786989,-2.6248069584102467,43161673.87336159,-6977452.714146137,-452689.77667200565,1.2155346896920963e+17,-5427803482839660.0,-5563763156155000.0,-9.834877313283958e+25,1.1891990112889513e+25,-4.706359625488927e+25,0.07246198455834911,0.07246198455834911
1713498708.943881,-1.149987051201539,-0.3618213232295328,0.1384447970792132,0.0074924635562502,-0.7114200690423607,0.0014006713118616,0.702725683658636,4.285366845130921e-08,0.1384447970792132,11468796.325002618,28499365.858693846,-2537659.9821673823,-3.827160207818434e+16,1.2632456336102568e+17,2.76993014837546e+16,2.5367137084370435,-1.555782707179362,-2.524136479223557,49314672.13873863,-6406058.615079403,-918456.9669841528,4.155000106364701e+16,8111064976155860.0,-4528334793799336.0,-5.424217593256939e+26,9.096987492900718e+25,-2.353214532559428e+25,0.0932922086085609,0.0932922086085609
1713498709.0431712,-1.1450510946315615,-0.362374195479387,0.1383697025887838,0.0077971196755225,-0.7102865284104868,0.0015970665509212,0.7038676735450892,4.2952958583831786e-08,0.1383697025887838,6986406.114161462,32431166.31098242,-1789081.3691371842,-4.573965184157707e+16,4.66801739107485e+16,2.0719454792421136e+16,2.3801748244777317,-1.5581754382600759,-2.3668890766695565,50960683.39008427,-5386296.484727621,-1325008.615450263,1.970481792778384e+16,1.1640047158565668e+16,-1.0473870296457896e+16,-1.6605211132230776e+26,4.401939718619987e+25,-6.744364790014137e+25,0.09934782165272983,0.09934782165272983
1713498709.1438272,-1.139794224631698,-0.3628977920769377,0.1381783024412159,0.0078176326530962,-0.7089447975997307,0.0017530559081874,0.7052184664137497,4.305361461639404e-08,0.1381783024412159,2321690.9630531655,37852364.73514604,1641368.737753803,-2.100402080045504e+16,8.27140706835337e+16,1.7117277289375134e+16,2.1285350206883584,-1.5607300401880453,-2.114999748363025,53263176.08185768,-4074908.8394355774,-3030213.9731925726,8496944248228320.0,1.6935892138774814e+16,-1.803423687358709e+16,-1.6348506991523482e+26,3.6120639833478133e+25,-3.833247631767956e+25,0.10572694946685943,0.10572694946685943
1713498709.2398474,-1.1345848868054855,-0.3631858411603293,0.1377839552326894,0.0078435191029365,-0.7073033167333135,0.0019192194248099,0.7068640703437511,4.314963483810425e-08,0.1377839552326894,2625889.4550766186,48437684.22664853,1731139.2294406837,-1.1194331101697306e+16,7.614087745110422e+16,-7467844312269361.0,1.6517075025954058,-1.5623950802640565,-1.6379006738869601,52762067.374773026,-2090803.115937233,-4862011.343123078,-1.1976551998575776e+16,1.889351161945423e+16,-1.834610146946984e+16,-8.42918908477615e+25,-6.96251498222733e+24,2.980185361612953e+24,0.10464355227709846,0.10464355227709846
1713498709.3415737,-1.1293782241795731,-0.3633005583418562,0.1372079833683095,0.0078338118564061,-0.7054129800850122,0.0019403447343479,0.7087505865829619,4.325136113166809e-08,0.1372079833683095,-60724.86332207415,52508245.0985434,65885.81208955574,-2.7626597108928944e+16,3.246034517304445e+16,-2.714824927794194e+16,1.0624189325228761,-1.5612179216485562,-1.0485959191360512,50815442.55403805,-359581.3033707142,-6649500.251281023,-6656411511540992.0,1.5237681831733308e+16,-1.73717278690862e+16,8.884763533572463e+25,-1.35319286940712e+26,1.1909079916684018e+25,0.10479358629299373,0.10479358629299373
1713498709.4437497,-1.124223835341326,-0.3632584682839991,0.1364272171484158,0.0078568513848402,-0.7034156691774608,0.0017158482983634,0.7107332285088116,4.3353537082672117e-08,0.1364272171484158,-3008332.024262274,55049612.58623886,-3814164.250528863,-1.7759166596150462e+16,8.46788399170054e+16,-4.151988910811543e+16,0.7049683272680751,-1.5572863318628833,-0.6914300732865585,51416057.92647648,1014589.4187555313,-8403965.5452137,6172622027287584.0,-8787967408509639.0,-1.5915712682560576e+16,-1.9199970826040807e+23,-1.941409338129867e+26,-1.2254844217689136e+25,0.10426714105401212,0.10426714105401212
1713498709.5411894,-1.1191237448134754,-0.363103606589352,0.1355374757512113,0.0080032930678192,-0.7010244805022411,0.0013315397038636,0.7130910545215461,4.3450976848602296e-08,0.1355374757512113,-3708339.9548020135,68858094.03201346,-8189328.956981835,-3.6094715712241864e+16,9.194794415385802e+16,-8.783375226973877e+16,0.5116772339698167,-1.5512965562455348,-0.4984750634911757,52044871.112994194,-1908042.2034840584,-9838141.797118187,-5531191655889152.0,-2.3895257006023676e+16,-1.957274178061163e+16,-7.256561349271411e+25,4.895459814994579e+25,-1.2104597839872366e+26,0.10358869685567114,0.10358869685567114
1713498709.6401346,-1.1140039065043927,-0.3636437899552261,0.1344930097041222,0.0083741631088433,-0.698437951577275,0.0002595238888489,0.7156215716676781,4.354992198944092e-08,0.1344930097041222,-10184504.691608308,72955813.51256281,-21193645.084840354,-4.133844679738701e+16,6.144137576598995e+16,-8.630535594516968e+16,0.4472922388136146,-1.5439208395886674,-0.4350811832323833,50293454.17960262,-3659574.0479934216,-12262484.135499597,-7933909152102336.0,1444904888393219.0,-3.994070033941914e+16,6.0090226712570535e+25,2.0855526295244744e+26,-1.673957346085641e+26,0.10506274640126206,0.10506274640126206
