,times,Mean Divergence
0,0.0,0.7366453554447153
1,1.0,1.1078125666071106
2,2.0,1.3952566462509441
3,3.0,1.684772087356972
4,4.0,1.7846999754805724
5,5.0,1.7909882106587074
6,6.0,1.7527779689170726
7,7.0,1.65281342780246
8,8.0,1.6086331671501812
9,9.0,1.561735781420747
10,10.0,1.5823400234532854
11,11.0,1.5465936177160646
12,12.0,1.4310656163364266
13,13.0,1.4961667844583477
