,lyapunov_exponent
0.8,-3.9196442411856207
0.81,-3.9091007872399386
0.8200000000000001,-3.9022968589141156
0.8300000000000001,-3.8997110746573838
0.84,-3.9009201902780366
0.85,-3.904728024103205
0.86,-3.9097087800701003
0.87,-3.913483258950489
0.88,-3.9126341608724315
0.89,-3.9063833052917003
0.9,-3.8965014892091325
0.91,-3.8856556873660866
0.92,-3.87620386826285
0.93,-3.870164207418345
0.9400000000000001,-3.867953372878813
0.9500000000000001,-3.8691049326800684
0.96,-3.8724458585567674
0.97,-3.8767206969019585
0.98,-3.8798119001910654
0.99,-3.878773019541874
1.0,-3.873021186302191
1.01,-3.8641678708704026
1.02,-3.854537096866137
1.03,-3.846270520420998
1.04,-3.8412076997136486
1.05,-3.8397424360750905
1.06,-3.8412768287497756
1.07,-3.844702610744063
1.08,-3.8489786695219452
1.09,-3.8521181902893296
1.1,-3.851348291541051
1.11,-3.846076948430413
1.12,-3.837798801219265
1.1300000000000001,-3.8287641093259444
1.1400000000000001,-3.821074933541094
1.1500000000000001,-3.8163120281615797
1.16,-3.814729859663749
1.17,-3.8158128479899225
1.18,-3.8187146210370115
1.19,-3.8224647337298934
1.2,-3.8251392477310855
1.21,-3.8244426910752845
1.22,-3.819584141693926
1.23,-3.8117839412586823
1.24,-3.803250879738898
1.25,-3.796160704792169
1.26,-3.7919421844534984
1.27,-3.7906582270460296
1.28,-3.791640635415119
1.29,-3.794009607906771
1.3,-3.7970556057170666
1.31,-3.7992818645986977
1.32,-3.798461878973142
1.33,-3.793894037814166
1.34,-3.7866215213509817
1.35,-3.7787304274271354
1.36,-3.772348140980529
1.37,-3.768794947634877
1.3800000000000001,-3.7680231202064136
1.3900000000000001,-3.7693024987723764
1.4000000000000001,-3.7717696430399177
1.41,-3.7748178822838683
1.42,-3.777072441201907
1.43,-3.776470792049532
1.44,-3.772318930995891
1.45,-3.765480939532569
1.46,-3.7579406262132578
1.47,-3.751711481046355
1.48,-3.748070914645772
1.49,-3.746993228103498
