seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,lyap_z,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz,forward_velocity,forward_velocity_1,deviation
10184,1724913992216508689,-0.0572037175297737,0.0892690122127533,0.1726719290018081,-0.01308598741889,-0.0908064991235733,-0.3356651961803436,0.9375029802322388,0.0,0.0,0.0,-1354.9452219403533,-263.6956200390185,-740.3528423391359,0.0,0.1726719290018081,0.0,0.0,0.0,9713.513915304304,40108.66387527978,23670.96179323349,0.037031601137469825,-0.18001847323799572,-0.690984433148674,2.107090134440422,-0.21658185685164988,1.7081060771211949,-566075.8779380965,149077.86623867162,-616223.5691391513,0.0,0.0,0.20392881452432424
10186,1724913992216789124,-0.0566128157079219,0.0892082750797271,0.1731509417295456,-0.0122830094769597,-0.0894437879323959,-0.3347779512405395,0.937961995601654,0.0,0.0,0.0,-1513.6927107699235,-221.8889686203766,-913.1634989506738,0.000280435,0.1731509417295456,2.7240092748383624,11.247873153864084,6.638166170485434,-1244.0969588516487,16688.969142384005,9407.150639158748,0.03743873844822027,-0.17693566318849582,-0.6889748158326907,1.7271160711255789,-0.29053133805729203,1.5004852277798193,-340908.0161303391,195383.79947060515,-493505.0898821661,2.0372580706078574,1.1920180995271314,0.20392881452432424
10188,1724913992217183004,-0.0561427474021911,0.0890529304742813,0.1736270934343338,-0.0127125428989529,-0.0882866978645324,-0.3344038426876068,0.9381993412971495,0.0,0.0,0.0,-1523.402835022065,-119.31396078881721,-1039.6553151201417,0.000674315,0.1736270934343338,-3.827954008790366,4.865147300159207,2.4524695599168567,-13688.36523567348,-13969.404372464338,-9010.43058561831,0.035746846231677586,-0.17505600807170874,-0.6879231562876408,1.0430809512034473,-0.35480080803036973,1.045206568061321,71734.6935559941,235040.91906434705,-216214.81469663468,1.3650426575265937,0.4695687559154591,0.20392881452432424
10190,1724913992219258349,-0.0556220561265945,0.0887495651841163,0.1740065515041351,-0.012753871269524,-0.0879516452550888,-0.3330193758010864,0.938722550868988,0.0,0.0,0.0,-320.5398259094612,90.93652864820095,-340.9912048391514,0.00274966,0.1740065515041351,-0.021139421451685063,0.31716955229183635,1.4279816882221323,1460.1985812306568,-1739.1452769728446,-421.95736091975783,0.03517587364621036,-0.17450325492317786,-0.6848919467710035,0.21343580032080212,-0.12285302803426346,0.15849177644276757,467345.16677425004,78052.49503987418,275496.41298272816,0.31417264237746384,0.07100389710096056,0.20392881452432424
10192,1724913992227174201,-0.055063497275114,0.0884812623262405,0.1745259761810302,-0.0116699198260903,-0.0874919146299362,-0.3320074677467346,0.9391379952430724,0.0,0.0,0.0,-10.304013341179898,6.616145635662701,-6.595954793835531,0.010665512,0.1745259761810302,0.24222988516386706,0.20621143735322905,0.2523493285495629,8.470176356705075,-3.8208870380216347,-87.15972752119096,0.03673270608679016,-0.1729437872308888,-0.6828056414140393,0.06805401494003416,-0.03183928337001829,0.0640041696850604,22587.2697977946,-6303.498750034533,24137.353483525465,0.08628497736173249,0.022445175277115006,0.20392881452432424
10194,1724913992237432523,-0.0543987192213535,0.0881819650530815,0.1751610934734344,-0.0112355109304189,-0.0860229134559631,-0.3311875760555267,0.9395683407783508,0.0,0.0,0.0,0.6643325542025647,-0.2370681831901853,0.3067728354098387,0.020923834,0.1751610934734344,-0.0005836176216777968,0.30256517576360537,0.17390860425935392,-29.5077052393478,6.158629484150756,4.572005182209473,0.03639842114699784,-0.1699072500393304,-0.6808810844637634,0.06952674585930207,-0.02886342969963751,0.0673379034333168,542.3323553694695,-352.512076176668,315.9930413870802,0.07819870245363414,0.021867339654552554,0.20392881452432424
10196,1724913992248288542,-0.0535896755754947,0.087872214615345,0.1759544461965561,-0.0127867870032787,-0.0836081802845001,-0.3295311331748962,0.9403486251831056,0.0,0.0,0.0,0.49879683213339376,-0.438716926319656,-0.3630318724402244,0.031779853,0.1759544461965561,-0.38798763620809124,0.33226817909970074,0.3639156928330207,18.71247134552103,16.998399856953256,15.456906581783178,0.03149527629954838,-0.16643630996422729,-0.6767520542715627,0.08272161755435592,-0.0374933436627396,0.0704590790364037,-81.39765668955296,39.35429707409892,-47.3787442601272,0.08702658387605768,0.02867823223349308,0.20392881452432424
10198,1724913992257462255,-0.0527672693133354,0.0874587967991828,0.1765805035829544,-0.0111836781725287,-0.0813066661357879,-0.3273723721504211,0.9413242936134338,0.0,0.0,0.0,-0.760718815494942,0.3713808603957178,-0.6866593111898585,0.040953566,0.1765805035829544,0.20537515505474493,0.598769588669396,0.4898555348266558,27.290382352924578,9.193391990810671,-5.091882738566444,0.03260805589565725,-0.16109014704479488,-0.6720211212044681,0.08174191990094926,-0.03875650622123672,0.06208568670019332,63.51361786678158,3.816528400451933,119.03937913208394,0.10788637803376351,0.03144352367548037,0.20392881452432424
10200,1724913992267657409,-0.0520234778523445,0.0871351510286331,0.1771436929702758,-0.0102088749408721,-0.079150304198265,-0.3262948095798492,0.9418932199478148,0.0,0.0,0.0,2.1620527804274507,-0.5470071585792491,2.2754283391393146,0.05114872,0.1771436929702758,0.05995953566625872,0.46750954707820774,0.22470374577203497,-10.589895416551554,-11.052112490279027,-20.593169821005688,0.03282783987549552,-0.1564013280923755,-0.669544517386927,0.06657709282980884,-0.029202239997341728,0.05764687660355161,162.5631972681538,-63.33643251363077,138.56144440724188,0.08457241218591266,0.02907387466406631,0.20392881452432424
10202,1724913992282183582,-0.0511883795261383,0.0867635831236839,0.1780308783054351,-0.0095356684178113,-0.0767469406127929,-0.3260721564292907,0.9421761631965636,0.0,0.0,0.0,1.9545706985721765,-0.9135125946686475,1.142711905649083,0.065674893,0.1780308783054351,-0.017844315490103388,0.34468784951353076,0.03762719108142469,15.12458432779739,79.67032483986873,102.6963999597084,0.03245852482695226,-0.15141481239112084,-0.6688262389822386,0.17351751113617464,-0.06786560025006594,0.14680599117284032,-545.0874658985299,170.8115790184068,-426.0523691084843,0.06947879610274098,0.020380182817448095,0.20392881452432424
