,lyapunov_exponent
0.8,-3.9446870776775396
0.81,-3.9374944200491147
0.8200000000000001,-3.9309327924465065
0.8300000000000001,-3.925243267482743
0.84,-3.9205956497648224
0.85,-3.916672154208564
0.86,-3.9130379753589004
0.87,-3.90915042143622
0.88,-3.904406399563616
0.89,-3.8987273981919346
0.9,-3.8923308730295356
0.91,-3.8856105867838764
0.92,-3.879007296550836
0.93,-3.872964862248003
0.9400000000000001,-3.867678693786163
0.9500000000000001,-3.8632045732972435
0.96,-3.859254583138698
0.97,-3.855426000215262
0.98,-3.851285556719139
0.99,-3.846351770299125
1.0,-3.8406152949795547
1.01,-3.834324962219649
1.02,-3.827953694047372
1.03,-3.8219895501264385
1.04,-3.816895765555853
1.05,-3.8128053873772325
1.06,-3.8096671132149718
1.07,-3.8071696820338587
1.08,-3.8048959135639917
1.09,-3.8024222079607406
1.1,-3.7992049793041103
1.11,-3.795184230985862
1.12,-3.7905692354975593
1.1300000000000001,-3.785818364934845
1.1400000000000001,-3.7813793109549323
1.1500000000000001,-3.7776307126616335
1.16,-3.774613456872418
1.17,-3.772306835673795
1.18,-3.770468281402641
1.19,-3.768753918939828
1.2,-3.766789096184863
1.21,-3.764089902055884
1.22,-3.7606148234123453
1.23,-3.756601792569787
1.24,-3.7524554007546613
1.25,-3.7485845826869735
1.26,-3.7453470442596783
1.27,-3.74272487640595
1.28,-3.7405841132613737
1.29,-3.7386328848744625
1.3,-3.736560251958268
1.31,-3.7340665349980777
1.32,-3.730778084283572
1.33,-3.726764106296532
1.34,-3.7222703207750047
1.35,-3.71770206206546
1.36,-3.713482131286212
1.37,-3.709956907305703
1.3800000000000001,-3.7070663977841067
1.3900000000000001,-3.70474339780897
1.4000000000000001,-3.702633162006976
1.41,-3.7003856855738464
1.42,-3.6977328296522116
1.43,-3.6943237029399776
1.44,-3.690256789547083
1.45,-3.685707217663154
1.46,-3.681073154365818
1.47,-3.6767225133392016
1.48,-3.6729656624425084
1.49,-3.6697204740469775
