seq,stamp,px,py,pz,ox,oy,oz,ow,lx,ly,lz,ax,ay,az,timestamp,wx,wy,wz,aa_x,aa_y,aa_z,roll,pitch,yaw,vx,vy,vz,jx,jy,jz,forward_velocity
2020,1724915615227319602,0.0466904565691947,-0.3531036376953125,0.1551838517189026,0.0457262247800827,-0.021488931030035,-0.6871475577354431,0.724759042263031,0.0,0.0,0.0,-3.4797928946543157,-4.885700860845575,-1.2893317845360788,0.0,0.0,0.0,0.0,-0.3465089399449188,0.0920038323786687,-0.7947581179074612,0.096008705851079,0.03169804113702797,-1.5160084985710167,-0.0016824550279831002,-0.0010077168006859345,0.0009613526955306388,-180.0247028888438,4234.006742906792,-1859.700406328181,0.0
2022,1724915615312167709,0.0465477034449577,-0.3531891405582428,0.1552654206752777,0.0451110526919364,-0.0202609114348888,-0.6892291903495789,0.7228537797927856,0.0,0.0,0.0,-18.754548148010144,354.3617563000314,-159.08139084861307,0.084848107,-0.02940062761290305,0.007806351014075347,-0.06743372182733089,7181.016659946384,860.1695681701301,-59654.14433119427,0.09333208349811502,0.03289828978802969,-1.5216447147925927,-0.29693629489145223,-0.4155501862117035,-0.10843600851728752,1106904.36353788,-473175.54272796796,397520.91346737894,0.0008917166558668489
2024,1724915615312423902,0.0464714020490646,-0.3532959222793579,0.1552375555038452,0.0453392714262008,-0.0203110333532094,-0.6906474828720093,0.7214831709861755,0.0,0.0,0.0,265.68299441809586,232.76819094850975,-56.930371766231076,0.0851043,1.8158807678173674,0.22884109227497496,-15.396553190922438,-5286.8118778658245,-5514.1073337884945,-20856.26106700661,0.09366740751744897,0.03332493770610249,-1.5255687780679716,-0.3017528947400905,-0.32448728636870783,-0.14931360844622077,1549377.2656348555,-1196172.2359544416,842054.4792394373,0.40631047566996
2026,1724915615312700363,0.0463868081569671,-0.3533580899238586,0.1551841795444488,0.0447244122624397,-0.0202483050525188,-0.6916270852088928,0.7205843329429626,0.0,0.0,0.0,825.0321509199953,-313.19010626848035,308.1238781927781,0.085380761,-3.371743254093393,-3.1980229124258845,-9.534093147628193,4988.573723939322,1899.3985700788583,7318.858750339557,0.09264587764329493,0.03268982888569098,-1.528276846929166,-0.14343120099792372,-0.29673487342051885,-0.13443553432284716,688625.7253046928,-1299756.4802866906,843142.4575329769,0.21785687313955746
2028,1724915615312962541,0.0463896207511425,-0.3534537553787231,0.1551635116338729,0.0451940856873989,-0.0204510353505611,-0.6926565170288086,0.7195597290992737,0.0,0.0,0.0,673.7436507256457,-486.1168233116076,410.5017274886418,0.085642939,3.84192138115469,0.8541323911806671,-11.06789515920177,18573.128199148923,10835.342189310193,-1746.5754984746127,0.09355863211185643,0.033182562172575494,-1.5311467088068476,0.1356189198337887,-0.48167470040141325,0.009577032276752107,-1695753.2792030056,778167.97466459,-593956.7023430062,0.3674402954233634
2030,1724915615313211281,0.0464528277516365,-0.3536011278629303,0.1551867574453354,0.0460010804235935,-0.0207189228385686,-0.6935684084892273,0.7186219692230225,0.0,0.0,0.0,-12.06284947137604,46.73934413491759,30.440638040509107,0.085891679,6.351748845125127,2.45894390732537,-10.533913401225407,-4967.8959129239975,-3266.6689737827196,-3570.1235129066263,0.09505280014926981,0.034038218416490205,-1.5336991587815505,0.2110255531324583,-0.5508430745924215,0.07893174916205226,-1740253.3648643498,1590709.4729273026,-1667869.1799373638,0.5979641181961362
2032,1724915615313465383,0.0464952662587165,-0.3537302911281585,0.1552030444145202,0.0460640713572502,-0.0208289977163076,-0.694749653339386,0.7174727916717529,0.0,0.0,0.0,-190.3063971393471,307.7805473910979,-429.68966478856964,0.086145781,1.1806315149719309,-0.8938297546806108,-12.925071716488596,-20446.136701971798,-6848.118207430183,-4551.245359641471,0.09524059521387797,0.03412413923107281,-1.536992069857565,0.1261363874227044,-0.4546513419195435,0.022191489064596226,42876.739749436114,292007.14389836125,-1059359.2997567703,0.5111811154430518
2034,1724915615313724223,0.0465171374380588,-0.3538338243961334,0.1551977396011352,0.0456251502037048,-0.0204727742820978,-0.695956289768219,0.7163408398628235,0.0,0.0,0.0,17.049568167560636,189.48939447077885,-505.76211140111855,0.086404621,-4.136847560714908,-0.9930436228617469,-12.821965291037046,12327.620506031319,4228.781663475071,7161.512556654019,0.09405610758258624,0.03418190784874525,-1.5403223997308495,0.11478446319836166,-0.3936464219835898,-0.14344813580368054,495184.64270323794,-320443.9720285412,197233.1528056875,0.40284364623307767
2036,1724915615313978463,0.0465538837015628,-0.3539323210716247,0.1551305651664734,0.0464146733283996,-0.0209438987076282,-0.6967775821685791,0.7154775857925415,0.0,0.0,0.0,66.55232551965815,142.12195728933216,-332.9715317684963,0.086658861,7.205959944420318,1.2338194070789927,-9.312311153009565,40479.72668991269,7966.196055481075,12851.910515171268,0.09580794898048262,0.0347186019876943,-1.54265094771712,0.134328819265793,-0.357006892736484,-0.2385283165524772,174517.11296861878,-171547.8549956178,633986.3869552686,0.400265667375655
2038,1724915615316651137,0.0466261804103851,-0.3540320992469787,0.1552148014307022,0.0459540821611881,-0.0198701936751604,-0.6984329223632812,0.7139222621917725,0.0,0.0,0.0,-34.3297905062901,98.3892301544426,78.8937408638022,0.089331535,-0.7783633120641474,0.2528371737735104,-1.727305700422696,-2402.331073255636,-300.98053699242206,2324.3642090229278,0.09356770844255656,0.03582780501779052,-1.5471857292053661,0.02221122884430704,-0.033128569433094945,0.023676169239437606,-30007.479740234205,-14882.906309871663,123446.82235476526,0.03680759835942767
2040,1724915615328027687,0.0466445311903953,-0.3542053997516632,0.1551044285297393,0.0469888187944889,-0.0206037126481533,-0.6990346908569336,0.7132447361946106,0.0,0.0,0.0,-0.9802965608227348,0.7432501694943833,-1.2188842016928225,0.100708085,0.22330375144636772,0.027759261732258577,-0.1564049931892564,36.43328199861278,-12.21880409672,61.15132490429102,0.09604528356664557,0.0363106281576259,-1.5489281947857034,0.00065036537419072,-0.017522507164187573,-0.009135006070618346,1255.3744214605,-4328.59669177119,-3161.965447512566,0.015606901318179761
2042,1724915615338124674,0.0466424711048603,-0.3544028401374817,0.1550172716379165,0.0473775938153266,-0.0211036801338195,-0.6998496055603027,0.7124047875404358,0.0,0.0,0.0,-3.3244512884312947,-4.836546475314358,1.6242861198041014,0.110805072,0.1286451652724431,-0.027816197238856488,-0.22836598634016242,-8.73818016135838,-4.215451551453177,-3.0802752764360224,0.09725992726637905,0.036253596132737334,-1.5512519133893494,-0.0010488939435374656,-0.015650341708444593,-0.006519443898321153,49.720272027487084,-36.644724230914505,82.5189824865039,0.019846691945776398
2044,1724915615357327214,0.0465914756059646,-0.3545607924461365,0.1549692302942276,0.0468825325369834,-0.0213553123176097,-0.7008358836174011,0.7114598155021667,0.0,0.0,0.0,7.924586543891962,13.302971674700984,-4.060980607182955,0.130007612,-0.015896119522708266,-0.06170040855191764,-0.13973132468015523,-13078.893569791482,-4693.77864292287,-17568.183768100218,0.0968549357822964,0.03533438125639519,-1.554039053933107,-0.18014829536366506,-0.29192427011912514,0.07452902573663778,1831.0967996469954,2913.0154702877517,-799.6030185624713,0.008263216162087608
2046,1724915615357772595,0.0465094074606895,-0.354693740606308,0.1550032198429107,0.0456308722496032,-0.0206862036138772,-0.7021759748458862,0.710238516330719,0.0,0.0,0.0,8.752986210902217,14.62070692463187,-4.4223101633969435,0.130452993,-5.976015390521728,-2.2006892276409777,-8.145795426288254,-12747.62521983093,-4574.861433752366,-17123.10005670659,0.0940635225281281,0.034704493223199274,-1.5577461351840194,-0.17644062584773643,-0.2857133352468193,0.07263479134464879,1785.1037705472227,2833.0288187459055,-775.1271465900523,0.2932480495025956
2048,1724915615367152211,0.046400036662817,-0.3548469841480255,0.1549574136734008,0.0445175506174564,-0.0203047413378953,-0.7033051252365112,0.7092022895812988,0.0,0.0,0.0,10.70612755069274,16.375288088993916,-4.550962978642922,0.139832609,-0.22061701762334562,-0.12447806310919926,-0.3249505490417326,361.1314609218559,131.25450882582402,484.8927451804817,0.0918864878692953,0.03382495457352289,-1.560891263345648,-0.009743351908748199,-0.015145624322567386,-0.0022761683195762217,-212.85216973701836,-433.49916503595756,144.22031670338458,0.016377512759166456
2050,1724915615380037091,0.0463084280490875,-0.3550210297107696,0.1549742370843887,0.0442575775086879,-0.0201956629753112,-0.7044733166694641,0.7080613374710083,0.0,0.0,0.0,0.5103116555871345,-0.19431232534357878,0.10279072929938968,0.152717489,-0.036324176396411056,-0.028041169814211415,-0.2530871409800391,27.628946718434317,46.54157438549261,-36.919931041525196,0.09130755711608973,0.03376344307601275,-1.5641735420042497,0.003132006786224828,-0.024891080928235,-0.00010419565111696727,-332.5849938997712,-394.9058467084449,115.88319594748369,0.013408606976192656
2052,1724915615386919981,0.0463676415383815,-0.3552342057228088,0.1549683362245559,0.0458545833826065,-0.0195241104811429,-0.7060067057609558,0.7064494490623474,0.0,0.0,0.0,-0.09226187825452199,0.3638019377229247,-0.0014850759795381092,0.159600379,0.20283856607656137,0.43590152982833125,-0.6634538059729386,8.76919228304315,25.837104776437553,-25.42222270540269,0.09255210913692499,0.037170251179706584,-1.568448021818693,0.004846692777781714,-0.02416205908145841,0.0003614582731774618,-63.15490660687408,48.20599469216138,-6.759950360984089,0.03100244487319678
2054,1724915615397522423,0.0463576801121234,-0.3553791642189026,0.1549920737743377,0.045527946203947,-0.0188363473862409,-0.7074131965637207,0.7050808072090149,0.0,0.0,0.0,-0.36349169763650213,0.33788539931401673,0.06386979294688637,0.170202821,-0.12846474269273683,0.030944994832068827,-0.37445048391336505,-14.674541375777475,-20.465659647257745,16.139224070775725,0.09104279852911594,0.03786089048953281,-1.5723739353696422,-0.0017070264363154841,-0.01609309381846913,-0.0007834680877358835,4.134765826979112,-22.177359779189686,7.3560010167745125,0.013579100639494359
2056,1724915615406991176,0.0463350266218185,-0.3555520176887512,0.1549590975046157,0.0450879447162151,-0.0183851718902587,-0.7084801197052002,0.7040489912033081,0.0,0.0,0.0,-0.07304862321330247,-0.038974153465400785,0.1436007216023319,0.179671574,-0.1272658765719852,-0.01291788689394755,-0.31565727008049366,-2.3424598397563052,-2.277667649347317,0.6242127093206946,0.08972435661518247,0.03800885256006993,-1.5753638306708921,-0.0029955198751610013,-0.016472122858711913,0.001274569786975377,21.151687910496797,-26.297889002641746,-15.802932568083857,0.018385030003813762
2058,1724915615417696875,0.0462956577539444,-0.3557067811489105,0.1550303250551223,0.0444047562777996,-0.0176363177597522,-0.7099176049232483,0.7026622295379639,0.0,0.0,0.0,0.03813655823229402,-0.157074672607445,-0.31878588345611997,0.190377273,-0.18222977769374682,-0.008799899402774045,-0.3765764094554053,8.974758769548362,1.3235412216909577,2.0482796838965367,0.08761990592511011,0.038272030196311264,-1.579390816786699,-0.0030146284831062964,-0.016876594775826703,0.001919231812980371,15.420035091540107,-3.3193405982665207,-4.60108999756699,0.014222066548685812
2060,1724915615427541374,0.0462719798088073,-0.3558948338031769,0.1550063639879226,0.0445911064743995,-0.017647948116064,-0.7109016180038452,0.7016546130180359,0.0,0.0,0.0,0.23551362522098274,-0.11993649597285605,-0.014745932021299604,0.200221772,0.03384355830291077,0.012729051424010717,-0.2863576134772308,9.03306149664707,-0.8988732982477913,6.203812215004836,0.08784545801586502,0.038643868480080286,-1.5821901992727179,-0.0022778011090442973,-0.01950283142768683,-0.004650005563284765,18.171648479553426,7.497307133917604,64.60417852083191,0.019208225265650095
2062,1724915615437101532,0.0462513864040374,-0.3560850024223327,0.1549413353204727,0.0445302277803421,-0.0176768898963928,-0.7117599844932556,0.7007870078086853,0.0,0.0,0.0,0.3918036299703024,-0.013679650489501816,0.9159370554305959,0.20978193,0.00029246607472069823,-0.024512745297143188,-0.2545342501721209,2.263583967455886,3.795671402881922,-1.7673289641600967,0.08775376376580672,0.038623801348646604,-1.5846365847161785,0.0014653837015565774,-0.019286218133785837,0.0012673553489852551,-5.260280416463153,15.279273744951013,51.08448271755673,0.02016749267329287
2064,1724915615448978132,0.0463221929967403,-0.3563051223754883,0.1550754457712173,0.0456010401248931,-0.0175011530518531,-0.7131702899932861,0.6992871165275574,0.0,0.0,0.0,0.010513069927914842,0.22923385098127458,0.8400283107870566,0.22165853,0.11235363832546101,0.13404523803281038,-0.35071326812232145,-0.8294091837925688,-1.5619290708959497,-7.101028815664609,0.08892931782606768,0.040577086424412184,-1.5886482731455913,0.006122567529501577,-0.019984822001156033,0.01652725928848575,-37.50834024027386,11.624356093603321,-25.96786505709727,0.01795130535875098
2066,1724915615456844936,0.0463711954653263,-0.3564698994159698,0.1552327424287796,0.045896153897047,-0.0174547918140888,-0.7142618894577026,0.6981539130210876,0.0,0.0,0.0,-0.31271679543378367,0.274675456049974,0.533735414759364,0.229525334,0.052340648290304874,0.044052388176968514,-0.4013796370579321,-11.986852965386586,-10.203367257545747,1.5447487635504213,0.08921365783178649,0.04120314222289648,-1.5917650905844298,0.004216736156984924,-0.016680483020181214,0.020817608205809357,-29.17394684969441,-10.435855692883354,-31.171357892998483,0.019969372539679058
2068,1724915615467557330,0.0463870130479335,-0.3565863668918609,0.1554677486419677,0.0452183596789836,-0.0170311369001865,-0.7152891159057617,0.6971563100814819,0.0,0.0,0.0,-0.4514483629920465,-0.07361011330385847,0.3130640072544195,0.240237728,-0.13964182620587645,-0.047217258386341075,-0.26834810202110654,-6.783818022745996,-7.779523072051163,5.543964738409617,0.08759824425973466,0.04095311843381824,-1.5946757693090228,-0.00016094733820226637,-0.015858464817711138,0.02636541947607185,2.973916567781327,-5.970873406153702,-25.150746342143957,0.009926608144683807
2070,1724915615477407642,0.0463705956935882,-0.3567877411842346,0.155767560005188,0.0444662421941757,-0.0169999003410339,-0.7162708044052124,0.6961967349052429,0.0,0.0,0.0,-0.2779166628954271,0.10797755840620149,0.024099135317276144,0.25008804,-0.10558355451196327,-0.11714099742230995,-0.27600487405915525,-1.2591721840632912,-7.20589097529561,2.137436211337702,0.0864443888076507,0.04003988966097954,-1.597486608663558,-0.004995451435213738,-0.017945316472818718,0.027593990191489226,42.16958660711236,9.954600636945145,24.050947384554245,0.019245867768117396
2072,1724915615487217410,0.0462890714406967,-0.3569393754005432,0.1560104787349701,0.0432614311575889,-0.017019210383296,-0.7170983552932739,0.6954198479652405,0.0,0.0,0.0,0.37562225021393175,0.12278435175583224,0.7815874571942896,0.259897808,-0.1640155669609919,-0.18887697190777553,-0.2265617998542044,-6.544186744776318,-2.4394623037983205,2.5192513066836444,0.08474234498664726,0.03838383344244097,-1.5998612328438213,-0.0056420376837114095,-0.013761498703633634,0.02684735308443109,52.70755729364544,-6.137833702022261,56.66261232227134,0.014730632229912445
2074,1724915615498741675,0.0462601780891418,-0.3570750057697296,0.1563480943441391,0.0416687466204166,-0.0165443383157253,-0.7180868983268738,0.694507896900177,0.0,0.0,0.0,0.7946689281478592,-0.05148097594023948,1.1562983380571197,0.271422073,-0.24738867614864168,-0.15101396479590154,-0.23165875950364323,7.1161331183692855,7.1731436391845556,-20.987625521284166,0.08178576426922833,0.036871568809553106,-1.6026683986999235,0.00466441204553858,-0.016458260330367125,0.047466457487978175,-8.085638594616391,19.793018008110817,-84.2549330587261,0.010755033900626838
2076,1724915615506664005,0.0463361889123916,-0.357230931520462,0.1568230986595153,0.0411839112639427,-0.0163400024175643,-0.7195073366165161,0.6930700540542603,0.0,0.0,0.0,0.4885409994480545,0.29547741561347857,-0.14714776109222472,0.279344403,-0.11285569207260325,-0.07301313227428718,-0.5098234633807938,15.665009744747094,10.771647506069549,-11.241184801762754,0.08074195774106638,0.03662290601096076,-1.6067437730271947,0.010417290439017846,-0.015872037193702226,0.05318018536259306,-22.73037308541758,25.297649711812017,-100.370250018425,0.017115975302302845
2078,1724915615517294113,0.0464586615562438,-0.357345312833786,0.1572917401790619,0.0415466390550136,-0.0162086822092533,-0.7205554842948914,0.6919617056846619,0.0,0.0,0.0,0.47385609774151005,0.30055953626926213,-0.29898626858486366,0.289974511,0.034887566851283566,0.05469787790044711,-0.28884745185103805,3.832229805265669,4.4717134272874,16.15540740697161,0.0810011593439111,0.0374504961605394,-1.6097593504598395,0.012221285508034585,-0.009572011292910076,0.03923015714981837,7.721332743350079,-1.2375377959841591,45.569825721142735,0.008645279434365787
2080,1724915615531162573,0.0466408170759677,-0.3574565649032593,0.1577479392290115,0.0410131067037582,-0.015790469944477,-0.7212842702865601,0.6912435293197632,0.0,0.0,0.0,0.7456387523227388,0.2523553989784997,1.415949465726845,0.303842971,-0.09409897611181212,-0.019753035403501686,-0.14861136333465796,-26.337891446105722,-7.822409289841568,-12.488766238145335,0.0796184642177021,0.037342775505691206,-1.6118371247288243,0.024296028338131492,-0.01068876339393654,0.05341814425717928,-31.988375656563193,24.08808299510306,-26.452010263687058,0.0062429870141846805
2082,1724915615537773414,0.046836607158184,-0.3575356304645538,0.1581657528877258,0.0401045233011245,-0.0151629522442817,-0.7220019698143005,0.6905613541603088,0.0,0.0,0.0,0.3716088456839517,0.49845907005092227,0.7680450661605538,0.310453812,-0.3219032902505887,-0.07919909749279613,-0.30239325318106247,-25.012879132244098,-7.0805512685705,-15.458960167437722,0.0774148000257329,0.03697761825351718,-1.6138725988001286,0.02883134556460587,-0.007971488279890693,0.06401692412921456,-16.255319294916,10.952784963073368,-42.49839589423661,0.008329719572906945
