,lyapunov_exponent
0.8,-3.8448377645383545
0.81,-3.8329123921061554
0.8200000000000001,-3.824327471259225
0.8300000000000001,-3.8205667497391764
0.84,-3.8219336203782737
0.85,-3.827039411589713
0.86,-3.833515418048509
0.87,-3.8384055973932365
0.88,-3.8389707019608506
0.89,-3.833636449065012
0.9,-3.823716549355785
0.91,-3.81167651804352
0.92,-3.8004629807447112
0.93,-3.792484222713453
0.9400000000000001,-3.789097250620715
0.9500000000000001,-3.79044184590298
0.96,-3.795129865261281
0.97,-3.800923730163982
0.98,-3.8051395190091193
0.99,-3.805349665767095
1.0,-3.800215801048192
1.01,-3.790973085146412
1.02,-3.7798037709023364
1.03,-3.7693315474611673
1.04,-3.76175107252945
1.05,-3.7583220569087645
1.06,-3.759133146990035
1.07,-3.762984597329597
1.08,-3.7679605183038842
1.09,-3.771638342426369
1.1,-3.7718934299843867
1.11,-3.767433427386434
1.12,-3.7592646754040353
1.1300000000000001,-3.7492734436653383
1.1400000000000001,-3.7397378357707343
1.1500000000000001,-3.732681164640376
1.16,-3.7294361219498176
1.17,-3.7301461618246337
1.18,-3.7337497291680273
1.19,-3.738522953063957
1.2,-3.74220073190491
1.21,-3.742815783185793
1.22,-3.7391676916558696
1.23,-3.7320422325057074
1.24,-3.7229722303565267
1.25,-3.7140534344588
1.26,-3.70718339108745
1.27,-3.7036791388986594
1.28,-3.703789696479139
1.29,-3.7067103802759047
1.3,-3.710927529222647
1.31,-3.714365756912899
1.32,-3.71522702507898
1.33,-3.7123261792984046
1.34,-3.7061319852616545
1.35,-3.6979329265913328
1.36,-3.689531589068618
1.37,-3.682715470797639
1.3800000000000001,-3.678755730186953
1.3900000000000001,-3.6779312755116726
1.4000000000000001,-3.679659228929816
1.41,-3.68280210797026
1.42,-3.685517691348791
1.43,-3.686166510209876
1.44,-3.6835957994038036
1.45,-3.6779788073513644
1.46,-3.6703782245223886
1.47,-3.662348432039408
1.48,-3.6555121362961165
1.49,-3.651066326497688
