,lyapunov_exponent
0.8,-4.367307602584959
0.81,-4.362393594004188
0.8200000000000001,-4.358485411486046
0.8300000000000001,-4.355525637228532
0.84,-4.353674219451225
0.85,-4.35239982206919
0.86,-4.350957486923962
0.87,-4.34889410022938
0.88,-4.345912353570637
0.89,-4.341692728040985
0.9,-4.3367633534764485
0.91,-4.3315517792967775
0.92,-4.326774148660436
0.93,-4.322854752425148
0.9400000000000001,-4.319726246014302
0.9500000000000001,-4.317527553504953
0.96,-4.315810248823154
0.97,-4.313911477944624
0.98,-4.311506806923162
0.99,-4.308433127186199
1.0,-4.30442417894089
1.01,-4.2999064330543755
1.02,-4.295296571203601
1.03,-4.291114240736362
1.04,-4.287721251051941
1.05,-4.284956052336495
1.06,-4.282855155877366
1.07,-4.281052052119791
1.08,-4.27894412133542
1.09,-4.276401420445484
1.1,-4.273399389098312
1.11,-4.269716232598684
1.12,-4.265624360838895
1.1300000000000001,-4.261459472894921
1.1400000000000001,-4.257644515380831
1.1500000000000001,-4.254552211498422
1.16,-4.252012292110459
1.17,-4.249989615834457
1.18,-4.24810125782747
1.19,-4.245864906374021
1.2,-4.243274680185673
1.21,-4.240385452183372
1.22,-4.237084242069995
1.23,-4.2335098515962475
1.24,-4.229849222321887
1.25,-4.226362954782897
1.26,-4.223375849244985
1.27,-4.220776616205142
1.28,-4.218521202571445
1.29,-4.216284635343845
1.3,-4.213627495465303
1.31,-4.2106330724243195
1.32,-4.207523779480375
1.33,-4.2042747448257884
1.34,-4.200884070794094
1.35,-4.197447433502244
1.36,-4.194115253506421
1.37,-4.191126097502013
1.3800000000000001,-4.188317315299681
1.3900000000000001,-4.185760202443877
1.4000000000000001,-4.183248806464619
1.41,-4.180468054314933
1.42,-4.177491457265397
1.43,-4.174564699595329
1.44,-4.171614570218204
1.45,-4.168547360610126
1.46,-4.165381044774299
1.47,-4.162193701355207
1.48,-4.159233251203318
1.49,-4.156312457769664
