,lyapunov_exponent
0.8,-4.301608577888945
0.81,-4.28824344883659
0.8200000000000001,-4.278284212155789
0.8300000000000001,-4.2734286777266695
0.84,-4.274657813213225
0.85,-4.280879596703061
0.86,-4.289268163017617
0.87,-4.294729209017125
0.88,-4.29371569030987
0.89,-4.285679343714584
0.9,-4.272299290005076
0.91,-4.258104216482904
0.92,-4.2461760439624925
0.93,-4.236901992682199
0.9400000000000001,-4.23190285849086
0.9500000000000001,-4.232351923991342
0.96,-4.237415152863944
0.97,-4.244412171389852
0.98,-4.248724931231563
0.99,-4.247504221738727
1.0,-4.240697522376483
1.01,-4.228911998508617
1.02,-4.216386844040616
1.03,-4.205624925751459
1.04,-4.197147310108081
1.05,-4.192722145190235
1.06,-4.193399841357481
1.07,-4.198250066438688
1.08,-4.204984722895277
1.09,-4.209584267002989
1.1,-4.20970931469166
1.11,-4.205273416851467
1.12,-4.196497514545552
1.1300000000000001,-4.186683277898929
1.1400000000000001,-4.1777825300451905
1.1500000000000001,-4.170554381826653
1.16,-4.166570980742043
1.17,-4.166874316936503
1.18,-4.170599723867389
1.19,-4.176069120527249
1.2,-4.17969529670785
1.21,-4.179612648935399
1.22,-4.175529957754675
1.23,-4.167513703347507
1.24,-4.158552397753324
1.25,-4.150589588195276
1.26,-4.144277887029857
1.27,-4.140888123154332
1.28,-4.141300726807216
1.29,-4.144461429792795
1.3,-4.148875886928746
1.31,-4.151546198101145
1.32,-4.151161864286945
1.33,-4.1475360464384705
1.34,-4.140801117122736
1.35,-4.13313084966256
1.36,-4.126251139544798
1.37,-4.120730742252042
1.3800000000000001,-4.117386319604491
1.3900000000000001,-4.117265462691132
1.4000000000000001,-4.119274932863282
1.41,-4.122240158876336
1.42,-4.123704467800055
1.43,-4.12278966546854
1.44,-4.119709919879509
1.45,-4.11383780855421
1.46,-4.107054005442924
1.47,-4.100825628036848
1.48,-4.095625752243633
1.49,-4.092285987349836
