timestamp,px,py,pz,ox,oy,oz,ow,vx,vy,vz,ax,ay,az,jx,jy,jz,wx,wy,wz,aa_x,aa_y,aa_z
0.0,-3.0009860703662676,-0.0063784083280411,0.1313400222158164,-0.0038823964323885,-0.7053343320018363,-0.002826669660422,0.7088585310455789,4.038136061526956e-06,4.6879404124064746e-07,-0.0001318083111072,-0.1230866374328052,-0.0359614646798546,-0.0057536800314866,-1.1160643133984465,0.0723407532561802,-0.2352716528720143,0.0,0.0,0.0,5.051978667392573e-07,9.07133438324312e-05,4.946122512533239e-07
0.1152331829071044,-3.0009856050389963,-0.0063783543074116,0.1313248335245939,-0.0038823811257117,-0.7053306270483278,-0.0028266492204164,0.7088622177254139,-0.0141796268686533,-0.0041434852430198,-0.0007948231745644,-0.2516942805947404,-0.0276254094282475,-0.0328647814397442,-0.7539408446450738,0.3508736704499787,-0.1341969670712915,5.051978667392573e-07,9.07133438324312e-05,4.946122512533239e-07,-0.2877652043236267,7.85153777390401e-08,0.0030519318000008
0.237816572189331,-3.004573376174261,-0.00742665845754,0.1311409426551577,-0.0291491207929208,-0.7047904347496948,-0.0274403960148645,0.7082851096196245,-0.0618039143221942,-0.0064428596807969,-0.0083588530362981,-0.296893123546493,0.0517072441713944,-0.0361347156266107,1.4693201963251648,0.3540114383231127,0.2420107452945366,-0.5755304086472534,1.570307554780802e-07,0.0061038636000017,-0.0408796533744929,0.0101056209815566,0.019366564623059
0.3639795780181885,-3.016595439077995,-0.0079656738495041,0.1291957788156617,-0.0344885052070667,-0.7036585490546979,-0.0293815851737791,0.7090923154311402,-0.0873652724600209,0.0092303455397772,-0.0095974656411143,0.1271449040580676,0.0583042038866297,0.0292861899792196,3.267130873533075,-0.6930298036201181,0.1880304975180178,-0.081758801551119,0.0203019553069457,0.0387336238583693,0.4453387868929706,-0.0132477530292869,0.0118887385688519
0.4855787754058838,-3.026290213436268,-0.0052607461757154,0.1287108879664004,-0.0222210000989553,-0.7051698919481902,-0.0145496109867518,0.708540725339422,-0.0332576121617158,0.0085935782247122,-0.0014533104440829,0.5134200202536799,-0.1133194060426745,0.0134143589508502,1.1612920619970046,-0.7669825639122075,-0.3319781782209891,0.3151471651386878,-0.0264953490278183,0.0298813407377056,0.1051095338931727,-0.0157617861371565,-0.0177379880288291
0.6063704490661621,-3.024731582191378,-0.0058606950672527,0.1288394301988254,-0.0168717390174634,-0.7057372089517446,-0.0089236690701,0.7082165660684983,0.0369728660767769,-0.0180632647602408,-0.0062597310927048,0.4118755501740438,-0.1286426569899184,-0.0508580149578921,-1.5005812570227643,0.410732595725654,-0.1412867203234896,0.1284602662352263,-0.0112216169673674,0.003257647800711,-0.1453120595764531,-0.0033841260444148,-0.0012791300978757
0.7282876968383789,-3.01726213275047,-0.0096744811130791,0.1271750313931845,-0.0170065099032943,-0.7071552824615516,-0.0066548276960965,0.7068223952139376,0.0663248144969941,-0.0224209772294321,-0.0138220339832679,0.1477230548887559,-0.0124151087377727,-0.019993327301881,-1.371950962638078,0.5476608821951598,0.3145807153570809,0.0245230459857814,-0.0332636011166479,0.0273230805419541,-0.0508400901986824,-0.0580608805646583,-0.0404136885859696
0.8542356491088867,-3.008250517998867,-0.0113454639023973,0.1254120345693054,-0.0124127189279328,-0.71288563250198,-0.0087783018047336,0.7011154974741989,0.0728259207534502,-0.0209493722134323,-0.010870919640029,0.0783289781552002,0.0037790813732874,0.0276189114800148,0.0058944899949545,0.2761296669598269,0.2233065302642778,0.0267800858378615,-0.1273433780966841,-0.0775697293712283,0.0074377000355127,0.0521892226450967,0.0403832401996556
0.9798715114593506,-2.998941105029444,-0.0149402150026048,0.1244381346313965,-0.0154783115084944,-0.7096652613837349,-0.0023085469075737,0.7043651817553003,0.0860144654471959,-0.0214652933998502,-0.0068761735107346,0.1488588575815874,0.0569626618059548,0.0362834376942755,0.0908307974543562,0.555718263983344,0.2129692641937334,0.0393984460568069,0.0711148441735455,0.1080895609412653,0.0253687836869676,0.0385273205670274,0.0265069757191132
1.1092250347137451,-2.986227831447554,-0.0167649581452189,0.1236652899528796,-0.0108270433882112,-0.7119788066690912,0.0001811473762719,0.7021174553955732,0.1111144723890635,-0.0059637112336876,-0.0015851706520715,0.0979393931057096,0.1464803643019504,0.0830103700960893,-0.9249952911303972,0.4016034625474565,0.2297794342669203,0.0775176532117967,-0.0502887369626292,-0.0245557779330017,-0.0542558114231003,0.0092955652885025,-0.0246111298184199
