,lyapunov_exponent
0.8,-3.757776794886309
0.81,-3.7513827385977536
0.8200000000000001,-3.745945792437209
0.8300000000000001,-3.7418317778866066
0.84,-3.7387225351019704
0.85,-3.735994789658152
0.86,-3.733398827649853
0.87,-3.7305303680991506
0.88,-3.7267800578535453
0.89,-3.7217703301392646
0.9,-3.715927674856595
0.91,-3.7098542749577774
0.92,-3.704019234116511
0.93,-3.6987943674701023
0.9400000000000001,-3.6945934693006035
0.9500000000000001,-3.691163940830478
0.96,-3.687923818869383
0.97,-3.684716805111781
0.98,-3.681328881279189
0.99,-3.677344270430589
1.0,-3.6724919903460864
1.01,-3.6670990283922817
1.02,-3.6616104267433056
1.03,-3.656381958707771
1.04,-3.6516213471444305
1.05,-3.6476347514642677
1.06,-3.6441821728664454
1.07,-3.6407573135805107
1.08,-3.6372796478841076
1.09,-3.6336844565248243
1.1,-3.6297944587374587
1.11,-3.6254877526723033
1.12,-3.6210189809274818
1.1300000000000001,-3.616621157733613
1.1400000000000001,-3.6124271441312312
1.1500000000000001,-3.6085357923908385
1.16,-3.605081605284645
1.17,-3.6018292446106
1.18,-3.598327582031736
1.19,-3.5945441074352886
1.2,-3.5905522964168397
1.21,-3.586319547566048
1.22,-3.581772357107338
1.23,-3.5771547294010593
1.24,-3.57269329892322
1.25,-3.5686593107141773
1.26,-3.564989541803996
1.27,-3.5616941704828347
1.28,-3.5585138975139863
1.29,-3.554981707546695
1.3,-3.5510526346574607
1.31,-3.546810263763379
1.32,-3.542228649466505
1.33,-3.5373141439019804
1.34,-3.5323001785118584
1.35,-3.5274962499078164
1.36,-3.5231542430096305
1.37,-3.519315422899566
1.3800000000000001,-3.515950627463189
1.3900000000000001,-3.5128018321497487
1.4000000000000001,-3.5094139280771195
1.41,-3.505696621411321
1.42,-3.5016765697137027
1.43,-3.4972507359715697
1.44,-3.492471649081158
1.45,-3.4875490650222205
1.46,-3.4827671745012596
1.47,-3.4785136524572224
1.48,-3.474826377244046
1.49,-3.4716709121656693
